address,check_in_date,check_out_date,has_laundry_service,number_of_adults,phone_number,rating,total_price,where_to
276 Canal Street,,,TRUE,,+1 212-941-6106,3.8,456,New York
"37, Jalan Thambipillay, Brickfields, 50470",,,TRUE,,+60 3-2274 9000,3.8,540,Kuala Lumpur
18-24 Belgrave Road,,,TRUE,,+44 20 7233 6636,3.5,828,London
"10, Jalan Tun Sambanthan, Brickfields, 50470",,,TRUE,,+60 3-2273 1222,3.8,1215,Kuala Lumpur
"102-106, Jalan Imbi, Bukit Bintang, 55100 Kuala Lumpur, Wilayah Persekutuan",,,FALSE,,+60 3-2856 7257,4,1344,Kuala Lumpur
"Titiwangsa, 53200",,,TRUE,,+60 3-2688 1888,3.8,1260,Kuala Lumpur
10740 Wilshire Boulevard,,,TRUE,,+1 310-475-8711,4.1,2912,Los Angeles
"1133 Vine Street, Hollywood, CA 90038, USA",,,TRUE,,+1 323-952-6900,4.1,576,Los Angeles
"11350 Burbank Boulevard, North Hollywood, California 91601, United States",,,TRUE,,+1 818-821-8031,4.1,720,Los Angeles
115 South Fairfax Avenue,,,TRUE,,+1 323-937-3930,4.1,1320,Los Angeles
1150 South Beverly Drive,,,TRUE,,+1 310-553-6561,4.1,420,Los Angeles
1224 Beverwil Drive,,,TRUE,,+1 877-334-5623,4.1,2200,Los Angeles
"13480 Maxella Avenue, Marina del Rey, CA 90292, USA",,,TRUE,,+1 310-822-8555,4.1,300,Los Angeles
1020 South Figueroa Street,,,TRUE,,+1 213-748-1291,3.6,315,Los Angeles
10320 West Olympic Boulevard,,,TRUE,,+1 310-556-2777,3.6,1215,Los Angeles
10740 Wilshire Boulevard,,,TRUE,,+1 310-475-8711,3.6,2912,Los Angeles
"111 South Gaffey Street, San Pedro, CA 90731, USA",,,TRUE,,+1 310-514-1414,3.6,2625,Los Angeles
"1133 Vine Street, Hollywood, CA 90038, USA",,,TRUE,,+1 323-952-6900,3.6,576,Los Angeles
"11350 Burbank Boulevard, North Hollywood, California 91601, United States",,,TRUE,,+1 818-821-8031,3.6,720,Los Angeles
115 South Fairfax Avenue,,,TRUE,,+1 323-937-3930,3.6,1320,Los Angeles
1150 South Beverly Drive,,,TRUE,,+1 310-553-6561,3.6,420,Los Angeles
1224 Beverwil Drive,,,TRUE,,+1 877-334-5623,3.6,2200,Los Angeles
1020 South Figueroa Street,,,TRUE,,+1 213-748-1291,3.6,594,Los Angeles
"111 South Gaffey Street, San Pedro, CA 90731, USA",,,TRUE,,+1 310-514-1414,3.6,420,Los Angeles
"1133 Vine Street, Hollywood, CA 90038, USA",,,TRUE,,+1 323-952-6900,3.6,972,Los Angeles
"11350 Burbank Boulevard, North Hollywood, California 91601, United States",,,TRUE,,+1 818-821-8031,3.6,384,Los Angeles
115 South Fairfax Avenue,,,TRUE,,+1 323-937-3930,3.6,1170,Los Angeles
1150 South Beverly Drive,,,TRUE,,+1 310-553-6561,3.6,496,Los Angeles
12226 North Jantzen Drive,,,TRUE,,+1 503-283-3030,4.2,228,Portland
1355 Southwest 2nd Avenue,,,TRUE,,+1 503-306-4800,4.2,1800,Portland
1510 Southwest Harbor Way,,,TRUE,,+1 503-228-3233,4.2,2304,Portland
2025 Northwest Northrup Street,,,TRUE,,+1 800-224-1180,4.2,1080,Portland
203 Northwest 3rd Avenue,,,TRUE,,+1 503-445-0444,4.2,3500,Portland
2080 Southwest River Drive,,,TRUE,,+1 503-241-2775,4.2,1035,Portland
8235 Northeast Airport Way,,,TRUE,,+1 503-281-2500,4.2,2520,Portland
"8 Rue de Verneuil, 75007",,,TRUE,,+33 1 42 60 82 14,4.2,1800,Paris
1 Logan Square,,,TRUE,,+1 215-963-1500,4.1,1575,Philadelphia
1001 Intrepid Avenue,,,TRUE,,+1 215-644-9200,4.1,114,Philadelphia
101 North Broad Street,,,FALSE,,+1 215-607-2020,4.1,2160,Philadelphia
120 South 17th Street,,,TRUE,,+1 215-569-8300,4.1,360,Philadelphia
1200 Arch Street,,,TRUE,,+1 215-627-1850,4.1,540,Philadelphia
1301 Race Street,,,TRUE,,+1 215-665-9100,4.1,696,Philadelphia
135 South 18th Street,,,TRUE,,+1 215-825-7000,4.1,2208,Philadelphia
1355 North Front Street,,,FALSE,,+1 215-291-1355,4.1,372,Philadelphia
3549 Chestnut Street,,,TRUE,,+1 215-387-8000,4.1,816,Philadelphia
1570 South Harbor Boulevard,,,TRUE,,+1 714-772-3691,4.4,124,Anaheim
44 West 29th Street,,,TRUE,,+1 212-213-4429,4.4,840,New York
10 East Thomas Road,,,TRUE,,+1 602-222-1111,4.1,84,Phoenix
"10601 North 56th Street, Scottsdale, Arizona 85254, United States",,,TRUE,,+1 480-948-6100,4.1,1632,Phoenix
10838 North 25th Avenue,,,TRUE,,+1 602-997-8800,4.1,672,Phoenix
1101 North 44th Street,,,TRUE,,+1 602-273-7373,4.1,1350,Phoenix
132 South Central Avenue,,,TRUE,,+1 602-603-2001,4.1,1044,Phoenix
15 East Monroe Street,,,TRUE,,+1 602-343-0006,4.1,1296,Phoenix
"15620 North Clubgate Drive, Scottsdale, Arizona 85254, United States",,,TRUE,,+1 480-624-1700,4.1,1920,Phoenix
"16620 North Scottsdale Road, Scottsdale, AZ 85254, USA",,,TRUE,,+1 480-348-9280,4.1,540,Phoenix
2 East Jefferson Street,,,TRUE,,+1 602-253-6633,4.1,348,Phoenix
2335 West Pinnacle Peak Road,,,TRUE,,+1 623-879-8800,4.1,1980,Phoenix
427 North 44th Street,,,TRUE,,+1 602-220-4400,4.1,1344,Phoenix
"Hyde Park, 8-14 Talbot Square",,,TRUE,,+44 20 7262 6699,4.2,400,London
63 West 35th Street,,,TRUE,,+1 212-594-3310,4.2,684,New York
138 King Street,,,TRUE,,+1 415-200-4977,4.4,2500,San Francisco
340 Stockton Street,,,TRUE,,+1 415-781-5555,4.4,1392,San Francisco
494 Broadway,,,TRUE,,+1 415-834-1000,4.4,114,San Francisco
340 Stockton Street,,,TRUE,,+1 415-781-5555,4.4,432,San Francisco
38-51 Bedford Way,,,TRUE,,+44 20 7637 2488,3.3,1440,London
"Cours D'Honneur De La Gare De L'Est, 4 Rue du 8 Mai 1945, 75010",,,FALSE,,+33 1 44 89 27 00,3.2,1575,Paris
35 14th Street Northeast,,,TRUE,,+1 404-876-8888,4.2,1152,Atlanta
5216 Ballard Avenue Northwest,,,TRUE,,+1 206-789-5012,4.5,336,Seattle
255 South King Street,,,TRUE,,+1 206-859-4400,4.5,396,Seattle
1046 1st Avenue South,,,TRUE,,+1 206-204-9800,4.3,1596,Seattle
105 Pike Street,,,TRUE,,+1 206-340-1222,4.4,272,Seattle
1101 4th Avenue,,,TRUE,,+1 206-621-1770,4.4,3808,Seattle
2000 4th Avenue,,,TRUE,,+1 206-448-8600,4.5,528,Seattle
181 Wellington Street West,,,TRUE,,+1 416-585-2500,4.6,1400,Toronto
"20 Milner Business Court, Scarborough, Ontario M1B 3C6, Canada",,,TRUE,,+1 416-299-9500,3.3,396,Toronto
"950 Dixon Road, Etobicoke, Ontario M9W 5N4, Canada",,,TRUE,,+1 416-675-9444,4.2,132,Toronto
425 Northwest 9th Avenue,,,TRUE,,+1 971-351-0230,4.7,336,Portland
425 Northwest 9th Avenue,,,TRUE,,+1 971-351-0230,4.7,784,Portland
"4222 Vineland Avenue, North Hollywood, CA 91602, USA",,,TRUE,,+1 818-980-8000,4.4,2040,Los Angeles
1095 Market Street,,,TRUE,,+1 415-829-0000,3.5,2100,San Francisco
"1100 Market Street Hotel entrance is at, 45 McAllister Street",,,TRUE,,+1 415-735-7777,3.5,384,San Francisco
12 4th Street,,,TRUE,,+1 415-348-1111,3.5,832,San Francisco
138 King Street,,,TRUE,,+1 415-200-4977,3.5,2500,San Francisco
155 Steuart Street,,,TRUE,,+1 415-495-2100,3.5,684,San Francisco
161 Powell Street,,,TRUE,,+1 415-362-1600,3.5,126,San Francisco
1800 Sutter Street,,,TRUE,,+1 415-921-4000,3.5,2100,San Francisco
2222 Market Street,,,TRUE,,+1 415-621-8212,3.5,528,San Francisco
2237 Mason Street,,,TRUE,,+1 415-776-8688,3.5,240,San Francisco
494 Broadway,,,TRUE,,+1 415-834-1000,4.5,182,San Francisco
27 O'Connell Street,,,TRUE,,+61 2 8214 0000,4.5,125,Sydney
4450 East Washington Street,,,TRUE,,+1 602-275-6300,4.3,576,Phoenix
1215 South Las Vegas Boulevard,,,TRUE,,+1 702-489-7500,3.4,504,Las Vegas
1236 South Las Vegas Boulevard,,,FALSE,,+1 702-380-6902,3.4,660,Las Vegas
7100 Cascade Valley Court,,,TRUE,,+1 702-360-5700,3.4,126,Las Vegas
8669 West Sahara Avenue,,,TRUE,,+1 702-256-3766,3.4,630,Las Vegas
1236 South Las Vegas Boulevard,,,FALSE,,+1 702-380-6902,3.4,76,Las Vegas
"Cira Centre South, 2929 Walnut Street",,,TRUE,,+1 215-372-9000,4.5,945,Philadelphia
2121 South Prairie Avenue,,,TRUE,,+1 312-824-0500,4.6,112,Chicago
3600 Wieuca Road Northeast,,,TRUE,,+1 470-231-3030,4.3,228,Atlanta
3434 Peachtree Road Northeast,,,TRUE,,+1 404-237-2700,4.4,1000,Atlanta
100 Shoreditch High Street,,,TRUE,,+44 20 7613 9800,4.3,504,London
"1 Military Road, Watsons Bay New South Wales 2030, Australia",,,FALSE,,+61 2 9337 5444,4.2,240,Sydney
"1 Salisbury Road, Castle Hill New South Wales 2154, Australia",,,TRUE,,+61 2 9680 3800,4.2,2400,Sydney
"10 Atchison Street, St Leonards New South Wales 2065, Australia",,,TRUE,,+61 2 8425 0400,4.2,864,Sydney
"100 Marsden Street, Parramatta New South Wales 2150, Australia",,,FALSE,,+61 2 9633 9898,4.2,720,Sydney
11 Jamison Street,,,TRUE,,+61 2 9696 2500,4.2,2520,Sydney
"110 Cumberland Street, The Rocks New South Wales 2000, Australia",,,TRUE,,+61 2 8272 0900,4.2,2205,Sydney
"118 Percival Road, Stanmore New South Wales 2048, Australia",,,FALSE,,+61 2 9569 1013,4.2,198,Sydney
"12 Carabella Street, Kirribilli New South Wales 2061, Australia",,,FALSE,,+61 2 9955 1685,4.2,3720,Sydney
"29-11 39th Avenue, Long Island City",,,FALSE,,+1 718-440-9933,3.6,510,New York
"102-40 Ditmars Boulevard, East Elmhurst, NY 11369, USA",,,TRUE,,+1 718-672-6600,4,945,New York
"11-01 43rd Avenue, Long Island City",,,TRUE,,+1 212-319-7000,4,2800,New York
6 Water Street,,,TRUE,,+1 212-248-1100,4,180,New York
103 Waverly Place,,,FALSE,,+1 212-777-9515,4,810,New York
30 West 31st Street,,,FALSE,,+1 212-330-1234,4,1044,New York
225 North Wabash Avenue,,,TRUE,,+1 312-960-8500,4.5,1440,Chicago
1414 West Peachtree Street Northwest,,,TRUE,,+1 404-685-1677,4.6,2240,Atlanta
789 Ponce De Leon Avenue Northeast,,,FALSE,,+1 470-485-0485,4.6,2000,Atlanta
800 Spring Street Northwest,,,TRUE,,+1 404-347-9440,4.6,435,Atlanta
"Eighty-Eight, West Paces Ferry Road Northwest",,,TRUE,,+1 404-563-7900,4.6,960,Atlanta
789 Ponce De Leon Avenue Northeast,,,FALSE,,+1 470-485-0485,4.6,432,Atlanta
"1 Rue Bayard, 75008",,,TRUE,,+33 1 53 75 62 62,3.9,1950,Paris
"1 Rue Daunou, 75002",,,TRUE,,+33 1 42 61 70 41,3.9,1500,Paris
"1 Rue de Libourne, 75012",,,TRUE,,+33 1 44 67 34 00,3.9,680,Paris
"1-5 Passage Ruelle, 75018",,,TRUE,,+33 1 42 05 20 00,3.9,1800,Paris
"10 Place Charles Dullin, 75018",,,TRUE,,+33 1 42 57 14 55,3.9,540,Paris
"10 Place de Mexico, 75116",,,TRUE,,+33 1 56 90 40 04,3.9,2576,Paris
"10 Rue de Passy, 75016",,,TRUE,,+33 1 45 25 55 66,3.9,528,Paris
"10 Rue du Champ de Mars, 75007",,,TRUE,,+33 1 40 62 67 00,3.9,304,Paris
"10 Rue du Conservatoire, 75009",,,TRUE,,+33 1 47 70 50 83,3.9,2304,Paris
"102 Avenue Victor Hugo, 75116",,,TRUE,,+33 800 91 91 30,3.9,304,Paris
"1 Rue Bayard, 75008",,,TRUE,,+33 1 53 75 62 62,4.4,1950,Paris
"10 Rue de Passy, 75016",,,TRUE,,+33 1 45 25 55 66,4.4,528,Paris
"12 Rue de Marignan, 75008",,,TRUE,,+33 1 40 76 34 56,4.4,500,Paris
"14 Rue Beaujon, 75008",,,TRUE,,+33 1 53 89 50 50,4.4,960,Paris
"15 Rue Boissy d'Anglas, 75008",,,TRUE,,+33 1 44 94 14 14,4.4,4340,Paris
"15 Rue Edouard Manet, 75013",,,TRUE,,+33 1 45 86 35 99,4.4,1344,Paris
"18 Rue du Cirque, 75008",,,TRUE,,+33 1 43 87 10 10,4.4,3840,Paris
"19 Rue du Champ de Mars, 75007",,,TRUE,,+33 1 47 05 25 45,4.4,360,Paris
"2 Rue de Parme, 75009",,,TRUE,,+33 1 53 16 33 33,4.4,336,Paris
"28 Rue Saint-Roch, 75001",,,TRUE,,+33 1 70 83 00 00,4.4,1890,Paris
"18 Rue du Cirque, 75008",,,TRUE,,+33 1 43 87 10 10,4.4,315,Paris
235 O'Farrell Street,,,FALSE,,+1 415-951-1500,4.1,152,San Francisco
"41/43 Avenue Ledru-Rollin, 75012",,,TRUE,,+33 1 53 02 30 30,4,2400,Paris
405 Taylor Street,,,TRUE,,+1 415-885-2500,4,912,San Francisco
"1100 Market Street Hotel entrance is at, 45 McAllister Street",,,TRUE,,+1 415-735-7777,3.9,500,San Francisco
155 Steuart Street,,,TRUE,,+1 415-495-2100,3.9,3255,San Francisco
165 Steuart Street,,,FALSE,,+1 415-882-1300,3.9,1380,San Francisco
2095 Lombard Street,,,FALSE,,+1 415-563-5600,3.9,1860,San Francisco
2237 Mason Street,,,TRUE,,+1 415-776-8688,3.9,432,San Francisco
165 Steuart Street,,,FALSE,,+1 415-882-1300,3.5,1380,San Francisco
655 Ellis Street,,,TRUE,,+1 415-771-3000,3.5,348,San Francisco
3600 North 2nd Avenue,,,TRUE,,+1 602-904-6622,3.5,792,Phoenix
1101 4th Avenue,,,TRUE,,+1 206-621-1770,4.4,2560,Seattle
320 North Michigan Avenue,,,FALSE,,+1 312-776-2509,4.2,348,Chicago
97 10th Street Northwest,,,TRUE,,+1 404-524-4076,4.2,2040,Atlanta
101 Andrew Young International Boulevard Northwest,,,TRUE,,+1 404-524-5555,4,348,Atlanta
1065 Peachtree Street Northeast,,,TRUE,,+1 404-745-5000,4,4200,Atlanta
110 Marietta Street NorthWest,,,TRUE,,+1 404-521-2250,4,4032,Atlanta
1302 West Peachtree Street Northwest,,,TRUE,,+1 404-876-6100,4,3024,Atlanta
1414 West Peachtree Street Northwest,,,TRUE,,+1 404-685-1677,4,2240,Atlanta
160 Ted Turner Drive Northwest,,,TRUE,,+1 404-688-8600,4,1035,Atlanta
161 Ted Turner Drive Northwest,,,TRUE,,+1 404-589-1111,4,2790,Atlanta
188 14th Street NE,,,TRUE,,+1 404-892-6000,4,528,Atlanta
23 Linden Avenue Northwest,,,TRUE,,+1 404-877-9495,4,1134,Atlanta
800 Spring Street Northwest,,,TRUE,,+1 404-347-9440,4,435,Atlanta
1011 Pike Street,,,TRUE,,+1 206-682-8282,4.3,480,Seattle
105 Pike Street,,,TRUE,,+1 206-340-1222,4.4,930,Seattle
110 Stewart Street,,,TRUE,,+1 206-623-4600,4.4,2240,Seattle
1301 6th Avenue,,,TRUE,,+1 206-624-0500,4.1,2016,Seattle
17 John Street,,,TRUE,,+1 646-859-5013,4.4,2880,New York
18 West 56th Street,,,TRUE,,+1 212-586-5656,4.4,276,New York
324 West 44th Street,,,TRUE,,+1 212-265-4000,4.4,68,New York
Asset no 9 Indira Gandhi International Airport Aerocity Hospitality District,,,TRUE,,+91 11 4302 0202,4.1,2160,Delhi
"1003 Coast Boulevard, La Jolla, California 92037, United States",,,TRUE,,+1 858-224-7600,4.2,2480,San Diego
10044 Pacific Mesa Boulevard,,,TRUE,,+1 858-597-0500,4.2,144,San Diego
1047 Fifth Avenue,,,TRUE,,+1 619-515-3000,4.2,2160,San Diego
"10950 North Torrey Pines Road, La Jolla, California 92037, United States",,,TRUE,,+1 858-558-1500,4.2,496,San Diego
11025 Vista Sorrento Parkway,,,TRUE,,+1 858-523-0500,4.2,3570,San Diego
11966 El Camino Real,,,TRUE,,+1 858-523-1700,4.2,1120,San Diego
1333 Hotel Circle South,,,TRUE,,+1 619-297-2231,4.2,648,San Diego
400 West Broadway,,,TRUE,,+1 619-239-4500,4.2,560,San Diego
4450 East Washington Street,,,TRUE,,+1 602-275-6300,4.1,576,Phoenix
One Dock Street,,,TRUE,,+1 215-238-6000,4.2,540,Philadelphia
1000 1st Avenue,,,TRUE,,+1 206-957-1000,4.1,1920,Seattle
1007 1st Avenue,,,TRUE,,+1 206-624-4844,4.1,3136,Seattle
1011 Pike Street,,,TRUE,,+1 206-682-8282,4.1,180,Seattle
1046 1st Avenue South,,,TRUE,,+1 206-204-9800,4.1,300,Seattle
105 Pike Street,,,TRUE,,+1 206-340-1222,4.1,320,Seattle
110 Stewart Street,,,TRUE,,+1 206-623-4600,4.1,528,Seattle
1100 5th Avenue,,,TRUE,,+1 206-624-8000,4.1,1000,Seattle
1101 4th Avenue,,,TRUE,,+1 206-621-1770,4.1,264,Seattle
1112 4th Avenue,,,TRUE,,+1 206-264-6000,4.1,3360,Seattle
300 Roy Street,,,TRUE,,+1 877-298-9728,4.1,372,Seattle
237 West 54th Street,,,TRUE,,+1 212-253-6000,4.1,900,New York
"1133 Vine Street, Hollywood, CA 90038, USA",,,TRUE,,+1 323-952-6900,4.1,972,Los Angeles
"11350 Burbank Boulevard, North Hollywood, California 91601, United States",,,TRUE,,+1 818-821-8031,4.1,384,Los Angeles
115 South Fairfax Avenue,,,TRUE,,+1 323-937-3930,4.1,1170,Los Angeles
1150 South Beverly Drive,,,TRUE,,+1 310-553-6561,4.1,496,Los Angeles
1224 Beverwil Drive,,,TRUE,,+1 877-334-5623,4.1,1152,Los Angeles
330 Charles E Young Drive East,,,TRUE,,+1 310-825-2923,4.1,624,Los Angeles
328 East 1st Street,,,TRUE,,+1 213-617-2000,4.3,1200,Los Angeles
"1100 Market Street Hotel entrance is at, 45 McAllister Street",,,TRUE,,+1 415-735-7777,4.2,500,San Francisco
299 2nd Street,,,TRUE,,+1 415-947-0700,4.2,504,San Francisco
312 Mason Street,,,TRUE,,+1 415-788-5604,4.2,2340,San Francisco
"1 Lower Buitengracht, Cape Town City Centre",,,TRUE,,+27 21 409 4000,4.4,1224,Cape Town
"1 Mountain Road, Chapmans Peak",,,TRUE,,+27 21 789 1391,4.2,1395,Cape Town
1 Waal Straat,,,TRUE,,+27 21 819 2000,4.6,1860,Cape Town
"100 Beach Road, Granger Bay",,,TRUE,,+27 21 441 3000,4.5,3000,Cape Town
"Quay, 6 West Quay Road, Victoria & Alfred Waterfront",,,TRUE,,+27 21 406 5000,4.6,3480,Cape Town
"Am Borsigturm 1, 13507",,,TRUE,,+49 30 43036000,4.3,288,Berlin
8669 West Sahara Avenue,,,TRUE,,+1 702-256-3766,4.2,1350,Las Vegas
1800 Argyle Avenue,,,TRUE,,+1 213-279-3532,4.5,432,Los Angeles
2151 Avenue of the Stars,,,TRUE,,+1 310-284-6500,4.5,768,Los Angeles
300 Doheny Drive,,,TRUE,,+1 310-273-2222,4.5,1260,Los Angeles
330 Charles E Young Drive East,,,TRUE,,+1 310-825-2923,4.5,1248,Los Angeles
425 Westwood Plaza,,,TRUE,,+1 855-522-8252,4.5,116,Los Angeles
465 South La Cienega Boulevard,,,TRUE,,+1 310-247-0400,4.5,1440,Los Angeles
5933 West Century Boulevard,,,TRUE,,+1 310-568-7700,4.5,630,Los Angeles
8555 Beverly Boulevard,,,TRUE,,+1 310-278-5444,4.5,312,Los Angeles
888 South Olive Street,,,TRUE,,+1 213-873-8400,4.5,1240,Los Angeles
899 Francisco Street,,,TRUE,,+1 213-232-8800,4.5,1160,Los Angeles
1800 Argyle Avenue,,,TRUE,,+1 213-279-3532,4.5,348,Los Angeles
2151 Avenue of the Stars,,,TRUE,,+1 310-284-6500,4.5,1152,Los Angeles
425 Westwood Plaza,,,TRUE,,+1 855-522-8252,4.5,3600,Los Angeles
8555 Beverly Boulevard,,,TRUE,,+1 310-278-5444,4.5,1400,Los Angeles
901 West Olympic Boulevard,,,TRUE,,+1 213-443-9200,4.5,1305,Los Angeles
2095 Lombard Street,,,FALSE,,+1 415-563-5600,3.5,408,San Francisco
299 2nd Street,,,TRUE,,+1 415-947-0700,3.5,1890,San Francisco
9801 Airport Boulevard,,,TRUE,,+1 310-215-1000,4.3,252,Los Angeles
3434 Peachtree Road Northeast,,,TRUE,,+1 404-237-2700,4.3,1000,Atlanta
700 5th Avenue North,,,FALSE,,+1 206-282-7700,4.2,2160,Seattle
1020 South Figueroa Street,,,TRUE,,+1 213-748-1291,3.2,594,Los Angeles
10320 West Olympic Boulevard,,,TRUE,,+1 310-556-2777,3.2,1215,Los Angeles
10740 Wilshire Boulevard,,,TRUE,,+1 310-475-8711,3.2,2912,Los Angeles
"111 South Gaffey Street, San Pedro, CA 90731, USA",,,TRUE,,+1 310-514-1414,3.2,306,Los Angeles
"1133 Vine Street, Hollywood, CA 90038, USA",,,TRUE,,+1 323-952-6900,3.2,972,Los Angeles
"11350 Burbank Boulevard, North Hollywood, California 91601, United States",,,TRUE,,+1 818-821-8031,3.2,720,Los Angeles
115 South Fairfax Avenue,,,TRUE,,+1 323-937-3930,3.2,1170,Los Angeles
1150 South Beverly Drive,,,TRUE,,+1 310-553-6561,3.2,420,Los Angeles
1224 Beverwil Drive,,,TRUE,,+1 877-334-5623,3.2,2200,Los Angeles
1256 West 7th Street,,,TRUE,,+1 213-632-1200,3.2,456,Los Angeles
1921 North Highland Avenue,,,TRUE,,+1 323-850-8151,3.2,648,Los Angeles
"Platz vor dem Neuen Tor 6, 10115",,,TRUE,,+49 30 2000320,4.5,480,Berlin
1000 Northeast Multnomah Street,,,TRUE,,+1 503-281-6111,3.6,1944,Portland
1150 Northwest 9th Avenue,,,TRUE,,+1 503-220-1339,3.6,1188,Portland
11518 Northeast Glenn Widing Drive,,,TRUE,,+1 503-252-2222,3.6,1152,Portland
11550 Northeast Airport Way,,,TRUE,,+1 503-252-3200,3.6,2415,Portland
12048 Northeast Airport Way,,,TRUE,,+1 503-255-8600,3.6,864,Portland
12226 North Jantzen Drive,,,TRUE,,+1 503-283-3030,3.6,228,Portland
1355 Southwest 2nd Avenue,,,TRUE,,+1 503-306-4800,3.6,1800,Portland
1441 Northeast 2nd Avenue,,,TRUE,,+1 503-233-2401,3.6,486,Portland
1455 Southwest Broadway,,,FALSE,,+1 503-334-2167,3.6,204,Portland
1510 Southwest Harbor Way,,,TRUE,,+1 503-228-3233,3.6,2304,Portland
2426 Northwest Vaughn Street,,,TRUE,,+1 503-242-2400,3.6,558,Portland
910 Broadway Circle,,,TRUE,,+1 619-239-2200,3.9,456,San Diego
1 South Franklin Street,,,FALSE,,+1 312-558-1020,4.2,189,Chicago
1 West Wacker Drive,,,TRUE,,+1 312-372-7200,4.2,1800,Chicago
110 West Huron Street,,,TRUE,,+1 312-944-8000,4.2,465,Chicago
1118 North State Street,,,TRUE,,+1 312-586-2000,4.2,1860,Chicago
113-125 North Green Street,,,TRUE,,+1 312-521-8000,4.2,345,Chicago
116 North Jefferson Street,,,TRUE,,+1 312-648-0000,4.2,240,Chicago
118 North Jefferson Street,,,TRUE,,+1 312-930-0000,4.2,504,Chicago
12 South Michigan Avenue,,,TRUE,,+1 312-940-3552,4.2,1624,Chicago
1209 West Albion Avenue,,,TRUE,,+1 312-265-5800,4.2,408,Chicago
166 East Superior Street,,,TRUE,,+1 312-787-6000,4.2,2040,Chicago
"6364 Yucca Street, Hollywood, California 90028, United States",,,TRUE,,+1 323-600-5396,3.9,348,Los Angeles
"221-17 Northern Boulevard, Bayside",,,TRUE,,+1 718-631-5900,3.9,1080,New York
132 South Central Avenue,,,TRUE,,+1 602-603-2001,4.4,207,Phoenix
1000 1st Avenue,,,TRUE,,+1 206-957-1000,4.3,1920,Seattle
1007 1st Avenue,,,TRUE,,+1 206-624-4844,4.3,3136,Seattle
105 Pike Street,,,TRUE,,+1 206-340-1222,4.3,930,Seattle
110 Stewart Street,,,TRUE,,+1 206-623-4600,4.3,2240,Seattle
1100 5th Avenue,,,TRUE,,+1 206-624-8000,4.3,1000,Seattle
1101 4th Avenue,,,TRUE,,+1 206-621-1770,4.3,3808,Seattle
1112 4th Avenue,,,TRUE,,+1 206-264-6000,4.3,3360,Seattle
1113 6th Avenue,,,TRUE,,+1 206-464-1980,4.3,912,Seattle
1150 Fairview Avenue North,,,TRUE,,+1 206-447-9500,4.3,684,Seattle
1815 Terry Avenue,,,TRUE,,+1 206-388-1000,4.3,792,Seattle
99 Union Street,,,TRUE,,+1 206-749-7000,4.3,420,Seattle
500 J Street,,,TRUE,,+1 916-545-7100,4.4,3780,Sacramento
10 East Thomas Road,,,TRUE,,+1 602-222-1111,4.5,84,Phoenix
"15620 North Clubgate Drive, Scottsdale, Arizona 85254, United States",,,TRUE,,+1 480-624-1700,4.5,1920,Phoenix
2335 West Pinnacle Peak Road,,,TRUE,,+1 623-879-8800,4.5,1980,Phoenix
2811 East Camelback Road,,,TRUE,,+1 602-852-6500,4.5,810,Phoenix
333 North Central Avenue,,,TRUE,,+1 602-429-3500,4.5,800,Phoenix
4415 East Paradise Village Parkway South,,,TRUE,,+1 602-765-5800,4.5,900,Phoenix
"6302 East Camelback Road, Scottsdale, Arizona 85251, United States",,,TRUE,,+1 480-947-3300,4.5,456,Phoenix
"6902 East Greenway Parkway, Scottsdale, AZ 85254, USA",,,TRUE,,+1 480-624-1000,4.5,1536,Phoenix
1000 1st Avenue,,,TRUE,,+1 206-957-1000,4.2,1920,Seattle
1007 1st Avenue,,,TRUE,,+1 206-624-4844,4.2,3136,Seattle
1011 Pike Street,,,TRUE,,+1 206-682-8282,4.2,180,Seattle
1046 1st Avenue South,,,TRUE,,+1 206-204-9800,4.2,1596,Seattle
105 Pike Street,,,TRUE,,+1 206-340-1222,4.2,272,Seattle
110 Stewart Street,,,TRUE,,+1 206-623-4600,4.2,528,Seattle
1100 5th Avenue,,,TRUE,,+1 206-624-8000,4.2,1000,Seattle
1101 4th Avenue,,,TRUE,,+1 206-621-1770,4.2,3808,Seattle
1112 4th Avenue,,,TRUE,,+1 206-264-6000,4.2,3360,Seattle
1113 6th Avenue,,,TRUE,,+1 206-464-1980,4.2,912,Seattle
8555 Beverly Boulevard,,,TRUE,,+1 310-278-5444,4.5,1280,Los Angeles
1020 South Figueroa Street,,,TRUE,,+1 213-748-1291,3.8,594,Los Angeles
10320 West Olympic Boulevard,,,TRUE,,+1 310-556-2777,3.8,1215,Los Angeles
10740 Wilshire Boulevard,,,TRUE,,+1 310-475-8711,3.8,2912,Los Angeles
"111 South Gaffey Street, San Pedro, CA 90731, USA",,,TRUE,,+1 310-514-1414,3.8,306,Los Angeles
"1133 Vine Street, Hollywood, CA 90038, USA",,,TRUE,,+1 323-952-6900,3.8,972,Los Angeles
"11350 Burbank Boulevard, North Hollywood, California 91601, United States",,,TRUE,,+1 818-821-8031,3.8,384,Los Angeles
115 South Fairfax Avenue,,,TRUE,,+1 323-937-3930,3.8,1170,Los Angeles
1150 South Beverly Drive,,,TRUE,,+1 310-553-6561,3.8,420,Los Angeles
1224 Beverwil Drive,,,TRUE,,+1 877-334-5623,3.8,1152,Los Angeles
"13480 Maxella Avenue, Marina del Rey, CA 90292, USA",,,TRUE,,+1 310-822-8555,3.8,990,Los Angeles
