address,area,furnished,number_of_baths,number_of_beds,pets_allowed,phone_number,property_name,rent,visit_date
1501 Decoto Road,Union City,FALSE,2,2,TRUE,510-487-2733,Parkside Apartments,2900,
31755 Alvarado Boulevard,,FALSE,1,2,TRUE,510-471-1272,Adrienne Village Apartments,2850,
530 Carter Street,San Francisco,FALSE,1,1,TRUE,415-584-4800,Carter Terrace,1750,
296A Addison Street,San Francisco,FALSE,1,1,TRUE,415-334-2698,Diamond View Apartments,1700,
140 Cashmere Street,San Francisco,FALSE,1,1,TRUE,415-821-7440,Ridgeview Terrace Townhouses,2000,
2238 Hyde Street,San Francisco,FALSE,1,1,TRUE,415-341-3098,View Tower Suites,1750,
296A Addison Street,,FALSE,1,1,TRUE,415-334-2698,Diamond View Apartments,1700,
978 Almaden Lake Drive,,FALSE,2,2,TRUE,408-323-8020,Almaden Lake Apartments,3100,
601 River Glen Drive,,FALSE,2,3,TRUE,707-253-0288,Glen View Apartments,3500,
2005 San Jose Drive,Antioch,FALSE,1,1,TRUE,925-757-1250,Baywoods Apartment Homes,1500,
4900 Canada Valley Road,Antioch,FALSE,1,1,TRUE,925-754-2900,Bella Rose Apartments,1900,
1000 Claudia Court,Antioch,FALSE,1,1,TRUE,925-754-7671,Casa Blanca Apartments,1700,
600 Wilbur Avenue,Antioch,FALSE,1,1,FALSE,925-779-0601,Lakeshore Apartments,1800,
2800 Gentrytown Drive,Antioch,FALSE,1,1,TRUE,925-754-1910,Parkview Village Apartments,2000,
2201 San Jose Drive,Antioch,FALSE,1,1,TRUE,925-779-9999,Runaway Bay,1850,
3101 Buchanan Road,Antioch,FALSE,1,1,FALSE,925-754-5455,Summerwood Apartments,1800,
2005 San Jose Drive,,FALSE,1,1,TRUE,925-757-1250,Baywoods Apartment Homes,1500,
42 Charles Street,Cotati,FALSE,2,3,FALSE,707-795-3722,Charles Street Village,3700,
539 West Sierra Avenue # 1,Cotati,FALSE,2,3,FALSE,707-664-0811,Vineyard Meadows Apartments,3550,
160 Wilford Lane,Cotati,FALSE,3,3,FALSE,707-793-8454,Wilford Lane Apartments,4250,
42 Charles Street,,FALSE,2,3,FALSE,707-795-3722,Charles Street Village,3700,
1717 California Drive,,TRUE,2,3,FALSE,707-448-7036,Rose Garden Senior Apartments,4000,
1288 East Hillsdale Boulevard,Foster City,FALSE,1,1,TRUE,844-334-0618,Miramar Apartments,2000,
300 Timberhead Lane,Foster City,FALSE,1,1,FALSE,650-572-0540,Schooner Bay Apartment Homes,1600,
1200 East Hillsdale Boulevard,Foster City,FALSE,1,1,TRUE,650-532-9425,Water'S Edge,1650,
1200 East Hillsdale Boulevard,,FALSE,1,1,TRUE,650-532-9425,Water'S Edge,1650,
1435 Creekside Drive,,FALSE,2,2,TRUE,925-935-4614,Creekside Glen Apartments,2700,
801 Marine Parkway,,FALSE,2,2,TRUE,650-593-4300,Indian Creek,3000,
718 Old San Francisco Road,Sunnyvale,TRUE,1,1,FALSE,408-736-1600,Renaissance Apartment Homes,1700,
235 South Bernardo Avenue,Sunnyvale,TRUE,1,1,FALSE,866-684-3427,Shadowbrook Apartments,1500,
1055 East Evelyn Avenue,,TRUE,1,1,TRUE,408-296-8006,Evelyn Gardens,1650,
91 Riverview Terrace,Benicia,FALSE,3,4,FALSE,707-745-6522,Burgess Point Apartments,5000,
91 Riverview Terrace,,FALSE,3,4,FALSE,707-745-6522,Burgess Point Apartments,5000,
1001 Beethoven Common,,FALSE,3,4,TRUE,510-797-1800,Alborada Apartments,4700,
100 Chilpancingo Parkway,Pleasant Hill,TRUE,3,3,TRUE,925-686-4000,Bridge Grayson Creek Associates,4150,
630 Tempe Court,Pleasant Hill,TRUE,3,3,TRUE,925-825-1220,Camelback North Apartments,4300,
630 Tempe Court,,TRUE,3,3,TRUE,925-825-1220,Camelback North Apartments,4300,
1475 167th Avenue,,FALSE,3,3,FALSE,510-962-8120,Bermuda Garden Apartments,4100,
1580 Clayton Road # 1,,TRUE,2,2,TRUE,925-827-3700,Casa Pino Condos,3200,
959 Stewart Drive,Sunnyvale,TRUE,1,2,FALSE,866-492-4478,Stewart Village Apartment Homes,2750,
140 Locksunart Way,Sunnyvale,TRUE,1,2,FALSE,408-739-8593,Villa Camino Apartments,2850,
655 South Fair Oaks Avenue,,TRUE,1,2,FALSE,866-829-7835,Spruce Apartments,2850,
1209 Ayala Drive,Sunnyvale,FALSE,3,4,TRUE,650-961-6696,Palm Villa Apartments,4850,
355 North Wolfe Road,Sunnyvale,TRUE,3,4,TRUE,408-736-4963,Parkside Apartments,5000,
1166 Sunnyvale Saratoga Road,Sunnyvale,FALSE,3,4,TRUE,408-736-7063,Sandlewood Apartments,4750,
1235 Wildwood Avenue,Sunnyvale,FALSE,3,4,TRUE,408-735-1300,The Arches Apartments,4900,
925 South Wolfe Road,Sunnyvale,FALSE,3,4,TRUE,408-426-5878,The Landmark Apartment Homes,5000,
1059 Reed Avenue,,FALSE,3,4,TRUE,408-984-1060,Aster Park Apartments,4950,
1521 Range Avenue # 5,Santa Rosa,FALSE,2,2,FALSE,833-336-3062,Oaks Apartments,2700,
6899 Montecito Boulevard,Santa Rosa,FALSE,2,2,FALSE,707-537-0731,Parkwood Apartments,3000,
26100 Gading Road,,FALSE,3,3,FALSE,510-785-3281,Amberwood Garden Apartments,4250,
611 Bounty Drive #3101,Foster City,TRUE,1,2,TRUE,855-979-8476,The Lagoons Apartments,2350,
1288 East Hillsdale Boulevard,,FALSE,2,2,TRUE,844-334-0618,Miramar Apartments,3200,
899 North King Road,,FALSE,3,4,FALSE,408-272-1588,Arbor Park,5250,
141 Golf Club Road,Pleasant Hill,FALSE,1,1,TRUE,925-798-4830,Briarwood Apartments,1550,
100 Devon Avenue,Pleasant Hill,FALSE,1,1,TRUE,925-930-9630,Devon Apartments,1750,
141 Golf Club Road,,FALSE,1,1,TRUE,925-798-4830,Briarwood Apartments,1550,
1282 Mattox Road,,FALSE,1,1,TRUE,510-886-0385,Alpine Vista Apartments,1700,
1901 Shore Line Drive,Alameda,FALSE,3,3,TRUE,510-863-1139,1901 Shoreline Apartments,4450,
459 Neptune Gardens Avenue,Alameda,FALSE,3,3,TRUE,510-769-1496,Breakers At Bayport,4450,
1901 Shore Line Drive,,FALSE,3,3,TRUE,510-863-1139,1901 Shoreline Apartments,4450,
1200 D Street #27,Petaluma,FALSE,1,2,TRUE,707-762-6698,Hillview Apartments,2700,
150 Graylawn Avenue,Petaluma,TRUE,2,2,TRUE,707-762-5126,Oak Creek Apartments,3000,
149 Wyndham Way,Petaluma,FALSE,1,2,FALSE,707-763-8434,Petaluma Senior Citizens Apt,2750,
745 North McDowell Boulevard,Petaluma,TRUE,2,2,FALSE,707-766-8922,Round Walk Village,3000,
150 Graylawn Avenue,,TRUE,2,2,TRUE,707-762-5126,Oak Creek Apartments,3000,
240 Hollis Avenue,Campbell,FALSE,3,4,TRUE,866-573-8123,La Mancha Apartments,4800,
1510 South Bascom Avenue,Campbell,FALSE,3,4,TRUE,408-377-6900,River Walk Apartments,4850,
240 Hollis Avenue,,FALSE,3,4,TRUE,866-573-8123,La Mancha Apartments,4800,
766 1st Street,Gilroy,FALSE,2,2,TRUE,408-847-3818,Mission Park,2750,
181 Pierce Street,Gilroy,FALSE,1,2,TRUE,408-842-6341,Park View Apartments,2800,
500 Ioof Avenue,Gilroy,FALSE,1,2,TRUE,408-842-4457,Plaza Vasquez,2350,
766 1st Street,,FALSE,2,2,TRUE,408-847-3818,Mission Park,2750,
1688 Clayton Road,,FALSE,2,3,FALSE,925-671-3845,City Walk Apartment Homes,3550,
1275 Central Boulevard,Brentwood,FALSE,3,3,FALSE,925-513-1110,Avery At Towncentre,4400,
180 Sycamore Avenue,Brentwood,FALSE,3,3,FALSE,925-634-8374,Brentwood Parks Apartments,4200,
161 Sycamore Avenue,Brentwood,TRUE,2,3,FALSE,925-634-1390,Sycamore Place 2,3750,
100 Village Drive,Brentwood,TRUE,2,3,FALSE,925-634-4561,Village Parks Apartments,3850,
180 Sycamore Avenue,,FALSE,3,3,FALSE,925-634-8374,Brentwood Parks Apartments,4200,
16077 Ashland Avenue,San Lorenzo,FALSE,2,3,TRUE,510-278-4411,Bayfair Apartments,4050,
801 Galway Drive # 13,San Lorenzo,FALSE,2,3,TRUE,510-481-1966,Galway Terrace Apartments,3950,
16077 Ashland Avenue,,FALSE,2,3,TRUE,510-278-4411,Bayfair Apartments,4050,
1450 East Cotati Avenue,,FALSE,3,3,FALSE,707-793-0123,Cambridge Square Apartments,4150,
1017 H Street,Antioch,TRUE,3,4,TRUE,925-978-1017,Casa Bonita,4750,
1600 Aster Drive,Antioch,FALSE,3,4,FALSE,925-705-4248,Crestview Pines,4750,
2301 Sycamore Drive,Antioch,FALSE,3,4,FALSE,925-776-5379,Delta Pines Apartments,5250,
2201 Mahogany Way,Antioch,FALSE,3,4,FALSE,925-754-9077,Oakwood Village Apartments,4950,
2300 Sycamore Drive # 14,Antioch,TRUE,3,4,FALSE,925-778-5838,Windsor Court Apartments,4700,
699 Gravenstein Highway North,Sebastopol,FALSE,2,2,FALSE,707-829-0556,Burbank Business Management,2800,
7777 Bodega Avenue,Sebastopol,FALSE,1,2,TRUE,707-823-1361,Burbank Heights & Orchard Seni,2650,
7015 Fellers Lane,Sebastopol,TRUE,2,2,FALSE,707-823-0730,Redwood Grove Apartments,2950,
699 Gravenstein Highway North,,FALSE,2,2,FALSE,707-829-0556,Burbank Business Management,2800,
5100 Vista Grande Dr,,TRUE,2,3,TRUE,925-755-4141,Cross Pointe,3900,
3620 Clayton Road # 101,Concord,FALSE,2,3,TRUE,925-682-9661,Greentree Terrace Apartments,3750,
1160 Meadow Lane,Concord,FALSE,2,3,TRUE,855-289-4212,Pine Meadows Apartments,3550,
1441 Detroit Avenue,Concord,FALSE,2,3,FALSE,925-682-1655,Sterling Cove Apartments,4000,
1265 Monument Boulevard,Concord,FALSE,2,3,TRUE,925-825-0631,Sun Ridge Apartments,3550,
4902 Clayton Road,,FALSE,2,3,FALSE,925-405-6881,Diablo Terrace Apartments,3550,
3600 Pine Street,Martinez,FALSE,1,2,TRUE,833-255-0983,Mission Pines Apartments,2350,
3883 Vista Oaks Drive,Martinez,FALSE,2,2,FALSE,833-755-3332,Vista Oaks Apartments,2700,
3883 Vista Oaks Drive,,FALSE,2,2,FALSE,833-755-3332,Vista Oaks Apartments,2700,
1335 Montecito Avenue # 1,,FALSE,1,1,TRUE,650-940-1909,Barkley Square Apartments,1600,
4230 San Pablo Dam Road # B16,El Sobrante,FALSE,3,4,FALSE,510-223-4061,Redwood Manor Apartments,5250,
4230 San Pablo Dam Road # B16,,FALSE,3,4,FALSE,510-223-4061,Redwood Manor Apartments,5250,
2238 Hyde Street,San Francisco,FALSE,3,3,TRUE,415-341-3098,View Tower Suites,4300,
49 Gold Mine Drive,San Francisco,FALSE,3,3,FALSE,415-282-1634,Vista Del Monte Apartments,4100,
50 Turk Street #37,San Francisco,FALSE,3,3,TRUE,415-685-7045,Winston Arms Apartments,3950,
530 Carter Street,,FALSE,3,3,TRUE,415-584-4800,Carter Terrace,4000,
3133 Frontera Way,Burlingame,FALSE,2,2,FALSE,650-692-2766,Skyline Terrace Apartments,2800,
3133 Frontera Way,,FALSE,2,2,FALSE,650-692-2766,Skyline Terrace Apartments,2800,
3051 Alma Street,Palo Alto,FALSE,1,1,TRUE,650-813-1369,Alma Apartments,1900,
574 Arastradero Road,Palo Alto,FALSE,1,1,TRUE,650-493-4376,Arastradero Park Apartments,1750,
3051 Alma Street,,FALSE,1,1,TRUE,650-813-1369,Alma Apartments,1900,
29 West Julian Street,San Jose,TRUE,3,3,FALSE,844-326-6850,Villa Torino,4400,
955 Escalon Avenue,Sunnyvale,TRUE,2,3,FALSE,408-737-2777,Macara Gardens Apartments,3700,
955 Escalon Avenue,,TRUE,2,3,FALSE,408-737-2777,Macara Gardens Apartments,3700,
3998 East Avenue,Livermore,FALSE,1,2,TRUE,925-606-6246,Arbol Verde Apartments,2650,
3819 East Avenue,Livermore,FALSE,1,2,FALSE,844-412-5121,Briarwood Apartments,2750,
2991 College Avenue,Livermore,TRUE,1,2,TRUE,925-373-8490,Chardonnay Garden Apts,2650,
5720 East Avenue,Livermore,FALSE,2,2,TRUE,925-271-7358,Livermore Gardens Apartments,2700,
5896 East Avenue,Livermore,FALSE,2,2,FALSE,925-447-6962,Stoney Creek Apartments,2750,
403 Junction Avenue,Livermore,FALSE,2,2,FALSE,925-454-0425,Tradewinds Apartments,3200,
2900 Redwood Parkway,,TRUE,2,2,TRUE,707-557-0411,Parkway Place Apartments,3250,
5255 Clayton Road,Concord,FALSE,1,1,FALSE,855-957-1118,Clayton Creek Apartments,1900,
2055 Fox Way,Concord,FALSE,1,1,FALSE,925-384-1332,Oakview Apartments,1900,
2925 Monument Boulevard,Concord,FALSE,1,1,FALSE,925-685-4246,Palm Terrace Concord,1500,
1650 Pine Street,Concord,FALSE,1,1,TRUE,855-273-4847,Park Haven Apartments,1950,
5255 Clayton Road,,FALSE,1,1,FALSE,855-957-1118,Clayton Creek Apartments,1900,
900 Cambridge Drive,Benicia,FALSE,1,2,TRUE,707-745-6178,Benicia Highlands,2750,
91 Riverview Terrace,Benicia,FALSE,1,2,FALSE,707-745-6522,Burgess Point Apartments,2450,
118 Warwick Drive,Benicia,TRUE,2,2,FALSE,707-745-4544,Crestview Apartments,3200,
50 Chelsea Hills Dr # 23,Benicia,FALSE,2,2,FALSE,707-745-3052,Southampton Apartments,3000,
900 Cambridge Drive,,FALSE,1,2,TRUE,707-745-6178,Benicia Highlands,2750,
29596 Dixon Street # 60,Hayward,FALSE,1,2,FALSE,510-537-4705,Dixon Apartments,2300,
16929 Meekland Avenue,Hayward,FALSE,1,2,TRUE,510-671-8054,Paseo Gardens Apartments,2700,
25355 Cypress Avenue # 101,Hayward,TRUE,1,2,TRUE,510-785-8181,Pepper Tree Apartments,2500,
837 Hancock Street,Hayward,FALSE,1,2,TRUE,510-581-4141,Pinecrest Apartments,2350,
26030 Gading Road # 41,Hayward,FALSE,1,2,TRUE,510-732-9475,Ponderosa Apartments,2600,
1782 D Street,Hayward,FALSE,1,2,FALSE,510-247-9073,Ridgecrest Apartments,2800,
25200 Carlos Bee Boulevard,,FALSE,1,2,FALSE,510-822-2617,City View,2550,
547-549 Buena Vista Avenue,Alameda,FALSE,1,1,FALSE,510-814-1040,Alameda Park Apartments,1850,
2149 Otis Drive,Alameda,TRUE,1,1,TRUE,510-522-1615,Otis Terrace Apartments,1750,
2149 Otis Drive,,TRUE,1,1,TRUE,510-522-1615,Otis Terrace Apartments,1750,
5425 Snyder Lane,,FALSE,3,3,TRUE,707-664-8808,Camino Creek Apartments,4150,
5000 Hartnett Avenue,,FALSE,1,1,TRUE,510-237-5377,Crescent Park,1950,
150 Sierra Drive,,FALSE,2,2,FALSE,925-945-1701,Affordable Housing Associates,2700,
1615 Russell Street # 101A,Berkeley,FALSE,1,1,TRUE,510-540-0382,Rosewood Manor Apartments,2050,
1615 Russell Street # 101A,,FALSE,1,1,TRUE,510-540-0382,Rosewood Manor Apartments,2050,
35750 Bettencourt Street # 86,Newark,FALSE,1,1,TRUE,510-791-1266,Meadow Apartments,1800,
37155 Magnolia Street,Newark,FALSE,1,1,FALSE,855-223-7366,Valencia Townhomes,1800,
35750 Bettencourt Street # 86,,FALSE,1,1,TRUE,510-791-1266,Meadow Apartments,1800,
2000 Walnut Avenue,Fremont,FALSE,1,1,TRUE,510-744-1200,The Presidio,1800,
40640 High Street,Fremont,FALSE,1,1,TRUE,510-455-8827,The Woods,1500,
38771 Bell Street,Fremont,FALSE,1,1,TRUE,510-794-5860,Woodland Garden Apartments,1550,
4261 Stevenson Boulevard,,FALSE,1,1,TRUE,510-656-8201,Fremont Manor,1700,
2130 Ascot Drive,Moraga,FALSE,2,2,FALSE,925-376-1313,Vanguard Apartments,3050,
2130 Ascot Drive,,FALSE,2,2,FALSE,925-376-1313,Vanguard Apartments,3050,
3225 Harbor Street,Pittsburg,FALSE,2,2,TRUE,925-432-0333,Fox Creek Apartments,2900,
1000 Pheasant Drive,Pittsburg,FALSE,2,2,TRUE,925-900-5285,Kirker Creek Apartments,3050,
2201 Oak Hills Circle,Pittsburg,FALSE,1,2,FALSE,800-992-6908,Oak Hills Apartments,2450,
200 Presidio Lane,Pittsburg,TRUE,1,2,TRUE,925-432-9922,Presidio Village Senior Housing,2400,
771 Black Diamond Street,Pittsburg,FALSE,2,2,TRUE,925-427-6600,Siena Court Apartments,2800,
101 Leland Lane,Pittsburg,FALSE,1,2,TRUE,925-427-5397,Villa Serena Apartments,2600,
200 Presidio Lane,,TRUE,3,3,TRUE,925-432-9922,Presidio Village Senior Housing,4450,
1633 Marina Court,,TRUE,1,2,FALSE,866-571-7179,Chesapeake Point Apartments,2700,
240 Hollis Avenue,Campbell,FALSE,3,3,TRUE,866-573-8123,La Mancha Apartments,4250,
1510 South Bascom Avenue,Campbell,FALSE,2,3,TRUE,408-377-6900,River Walk Apartments,3900,
240 Hollis Avenue,,FALSE,3,3,TRUE,866-573-8123,La Mancha Apartments,4250,
995 Tully Road,San Jose,FALSE,1,2,TRUE,408-294-6200,Greentree Apartments,2400,
1780 Oakland Road,San Jose,FALSE,1,2,TRUE,408-437-1444,Los Esteros Apartments,2750,
810 Hillsdale Avenue,San Jose,FALSE,1,2,TRUE,408-264-8291,Parkside Glen Apartment Homes,2800,
1543 Ambergrove Drive,,FALSE,1,2,TRUE,408-453-8011,Amberwood Apartments,2500,
2575 Sir Francis Drake Boulevard # 20,Fairfax,FALSE,3,4,TRUE,415-459-2900,Creekside Apartments,4850,
2575 Sir Francis Drake Boulevard # 20,,FALSE,3,4,TRUE,415-459-2900,Creekside Apartments,4850,
1326 East Cotati Avenue #124,Rohnert Park,TRUE,3,4,FALSE,707-615-1187,Park Club Apartments,5000,
705 Rohnert Park Expressway,Rohnert Park,FALSE,3,4,FALSE,707-584-3755,Vida Nueva,4700,
5121 Dowdell Avenue,,FALSE,3,4,TRUE,707-820-2962,The Reserve At Rohnert Park,5200,
1030 El Monte Avenue,Mountain View,TRUE,1,2,FALSE,650-968-8873,Villa Monte,2550,
141 Golf Club Road,Pleasant Hill,FALSE,3,4,TRUE,925-798-4830,Briarwood Apartments,5150,
630 Tempe Court,Pleasant Hill,TRUE,3,4,TRUE,925-825-1220,Camelback North Apartments,4950,
102 Chilpancingo Parkway,Pleasant Hill,FALSE,3,4,TRUE,925-685-2385,Chilpancingo Vista Apartments,4750,
100 Ellinwood Drive,Pleasant Hill,FALSE,3,4,TRUE,925-676-4085,Gate Apartments,4750,
150 Cleaveland Road,Pleasant Hill,FALSE,3,4,TRUE,925-937-1222,Spring Meadow Apartments,4950,
637 Stonebridge Way,Pleasant Hill,TRUE,3,4,FALSE,925-691-5220,Wood Creek Apartments,5200,
630 Tempe Court,,TRUE,3,4,TRUE,925-825-1220,Camelback North Apartments,4950,
750 North King Road,,TRUE,2,3,FALSE,408-844-4803,Avenel Apartments,3550,
210 Easy Street,,FALSE,3,3,TRUE,650-961-2975,Fernmar Apartments,4300,
7425 Camino Colegio # 61,,FALSE,2,2,TRUE,707-792-0669,Park Meadows Apartments,2850,
301 Country View Lane # A,Pleasant Hill,FALSE,2,2,FALSE,925-676-6964,Country View Apartments,2900,
235 Camelback Road,Pleasant Hill,FALSE,1,2,FALSE,925-671-2460,Northridge Apartments,2550,
235 Camelback Road,,FALSE,1,2,FALSE,925-671-2460,Northridge Apartments,2550,
201 Harrison Street,San Francisco,FALSE,3,4,FALSE,415-543-1135,Baycrest,4800,
1150 Webster Street,San Francisco,FALSE,3,4,FALSE,415-563-1885,Buchanan Park,4850,
900 Chestnut Street # 102,San Francisco,FALSE,3,4,TRUE,415-441-5668,Chestnut Place,4850,
1820 Post Street,San Francisco,FALSE,3,4,TRUE,415-921-3469,Golden Gate Apartments,5000,
515 John Muir Drive,San Francisco,FALSE,3,4,TRUE,888-536-9891,Lakewood Apartments,4750,
474 Valencia Street # 280,San Francisco,FALSE,3,4,TRUE,415-864-6432,Mission Housing Development Corporation,4750,
440 Valencia Street,San Francisco,FALSE,3,4,FALSE,415-861-6159,Plaza Del Sol Apartments,5100,
50 Reardon Road # 111,San Francisco,FALSE,3,4,TRUE,415-648-1910,Reardon Heights,5000,
140 Cashmere Street,San Francisco,FALSE,3,4,TRUE,415-821-7440,Ridgeview Terrace Townhouses,4900,
49 Gold Mine Drive,San Francisco,FALSE,3,4,FALSE,415-282-1634,Vista Del Monte Apartments,4700,
201 Harrison Street,,FALSE,3,4,FALSE,415-543-1135,Baycrest,4800,
450 Entrada Drive,Novato,FALSE,1,1,TRUE,415-883-9600,La Casa Novato Apartments,2000,
1725 Novato Boulevard,Novato,FALSE,1,1,TRUE,415-898-8380,Novato Park Apartments,1950,
1515 Novato Boulevard # 29,Novato,FALSE,1,1,FALSE,415-897-0323,Otavon Apartments,2050,
1515 Novato Boulevard # 29,,FALSE,2,3,FALSE,415-897-0323,Otavon Apartments,4000,
1615 Russell Street # 101A,,FALSE,2,2,TRUE,510-540-0382,Rosewood Manor Apartments,2850,
73 North Keeble Avenue,,TRUE,2,2,FALSE,408-998-7266,Alameda Gardens Apartments,3150,
1580 Clayton Road # 1,,TRUE,3,4,TRUE,925-827-3700,Casa Pino Condos,4800,
1441 Casa Buena Drive,Corte Madera,TRUE,3,4,FALSE,415-945-9636,Parc Marin Apartments,5000,
1441 Casa Buena Drive,,TRUE,3,4,FALSE,415-945-9636,Parc Marin Apartments,5000,
40001 Fremont Boulevard,,FALSE,2,2,TRUE,510-455-8815,Boulevard,2750,
680 South 37th Street,,FALSE,1,1,TRUE,510-215-1926,Monterey Pines,1850,
900 143rd Avenue,,TRUE,2,2,TRUE,510-898-6076,Parkside Commons Apartments,2700,
1501 Decoto Road,,FALSE,3,4,TRUE,510-487-2733,Parkside Apartments,5250,
1130 4th Street,,FALSE,1,2,TRUE,707-544-1400,Creekside Park Apartments,2500,
1220 Monument Boulevard,Concord,FALSE,3,3,FALSE,925-676-8550,Mountain View Apartments,4400,
1500 Pine Street # 78,Concord,TRUE,1,2,TRUE,925-827-1700,Pine Terrace Apartments,2650,
3718 Willow Pass Rd,Concord,FALSE,1,2,TRUE,925-686-2244,Whispering Oaks,2450,
1530 Adelaide Street,Concord,FALSE,1,2,TRUE,925-682-2386,Woodhaven Apartments,2650,
39150 Sundale Drive,Fremont,FALSE,3,3,TRUE,510-651-0722,Sundale Arms,4350,
39900 Blacow Road,Fremont,TRUE,3,3,TRUE,510-657-1171,Sundale North & South Apt,4100,
4022 Papillon Terrace,Fremont,FALSE,3,3,TRUE,510-490-7833,Villas Papillon,4350,
40914 Ingersoll Terrace,Fremont,FALSE,3,3,TRUE,510-651-5454,Woodcreek,4200,
1731 Pine Street,Concord,FALSE,2,3,TRUE,925-969-0096,Vasona Management,3800,
3750 Tamayo Street,Fremont,FALSE,2,2,TRUE,510-793-1322,Suburbian Emerald Property,2900,
50 Turk Street #37,San Francisco,FALSE,3,4,TRUE,415-685-7045,Winston Arms Apartments,5150,
245 Masters Court,Walnut Creek,FALSE,1,1,TRUE,925-906-9000,Club Villas,1950,
3081 North Main Street # 23,Walnut Creek,FALSE,1,1,FALSE,925-932-0981,Evergreen Apartments,1900,
42010 Blacow Road,Fremont,FALSE,1,2,TRUE,510-657-2020,Minutetogo,2500,
1401 Red Hawk Circle,Fremont,TRUE,1,2,TRUE,510-494-9500,Mission Peaks,2850,
3600 Pennsylvania Avenue,Fremont,FALSE,1,2,TRUE,510-792-2328,Pennsylvania Apartments,2600,
40777 High Street,Fremont,TRUE,1,2,FALSE,510-651-9080,Pebble Creek Communities,2350,
37767 Fremont Boulevard,Fremont,TRUE,1,2,FALSE,510-797-5099,Pepper Tree Apartments,2350,
385 River Oaks Parkway,San Jose,TRUE,2,3,TRUE,408-325-7100,Verona At Crescent Village,4050,
5404 Drysdale Drive,San Jose,TRUE,2,3,TRUE,408-816-2279,Village Green Apartments,3500,
1301 Stevenson Boulevard,Fremont,FALSE,1,2,FALSE,510-794-7718,Mission Wells Apartments,2300,
3330 Country Drive,Fremont,FALSE,1,2,FALSE,510-792-7817,Parkview Apartments,2600,
None,Fremont,FALSE,2,2,TRUE,510-657-1171,Sundale South Apartments,3050,
40640 High Street,Fremont,FALSE,2,2,TRUE,510-455-8827,The Woods,3250,
1035 Aster Avenue,Sunnyvale,FALSE,1,2,TRUE,888-278-4612,Willowbend Apartments,2400,
395 Ano Nuevo Avenue,Sunnyvale,FALSE,1,2,TRUE,408-732-2600,Windemere Apartments,2400,
1301 Stevenson Boulevard,Fremont,FALSE,2,3,TRUE,510-713-1808,Park Vista Apartments,4050,
39548 Fremont Boulevard,Fremont,TRUE,2,3,TRUE,510-657-4244,Pasatiempo Apartments,3550,
2780 North Texas Street,Fairfield,TRUE,1,1,FALSE,707-896-4168,Bennington Apartments,1750,
1890 Dover Avenue,Fairfield,FALSE,1,1,FALSE,707-422-9630,Birchwood Apartments,1950,
1111 Alaska Avenue,Fairfield,FALSE,1,1,FALSE,707-388-8461,Park Viva,1950,
100 Hawthorn Drive,Fairfield,FALSE,1,1,TRUE,707-425-1624,Round Hill Creek Apartments,1900,
1480 Phoenix Drive,Fairfield,FALSE,1,1,FALSE,707-429-5810,Townhouse Apartments,1600,
22281 Center Street #57,Castro Valley,FALSE,3,3,FALSE,510-538-0995,Continental Apartments,4200,
19972 Stanton Avenue,Castro Valley,TRUE,3,3,TRUE,510-538-2000,Mosaic Apartments,4300,
20800 Lake Chabot Road,Castro Valley,FALSE,3,3,FALSE,844-423-2122,Quail Hill Apartments,4050,
22281 Center Street,Castro Valley,TRUE,3,3,FALSE,510-889-8771,Redwood Valley Apartment Homes,4450,
613 Cabot Way,Napa,FALSE,1,2,FALSE,707-265-9373,Marina Park Townhomes,2450,
1265 Montecito Avenue,Mountain View,TRUE,2,3,FALSE,650-940-9349,Brookside Gardens,4050,
1999 Beach Park Boulevard,Foster City,FALSE,3,4,TRUE,844-899-9230,Beach Park Apartments,5150,
