airlines,departure_date,destination_airport,destination_city,number_stops,origin_airport,origin_city,outbound_arrival_time,outbound_departure_time,passengers,price,refundable,seating_class,inbound_arrival_time,inbound_departure_time,return_date
United Airlines,3/3/2019,JFK International Airport,New York,1,SFO International Airport,San Francisco,15:16,5:50,1,240,FALSE,Economy,14:06,8:20,3/13/2019
Delta Airlines,3/8/2019,Dulles International Airport,Washington,1,YVR International Airport,Vancouver,17:48,2:50,1,314,FALSE,Economy,19:49,10:00,3/12/2019
Delta Airlines,3/8/2019,Dulles International Airport,Washington,1,YVR International Airport,Vancouver,17:48,2:50,2,314,FALSE,Economy,19:49,10:00,3/12/2019
Delta Airlines,3/4/2019,YVR International Airport,Vancouver,1,JFK International Airport,New York,11:11,6:00,1,304,FALSE,Economy,18:34,2:50,3/8/2019
United Airlines,3/4/2019,YVR International Airport,Vancouver,1,JFK International Airport,New York,18:01,8:20,1,332,FALSE,Economy,18:02,3:15,3/8/2019
American Airlines,3/4/2019,SAN International Airport,San Diego,1,Seattle-Tacoma International Airport,Seattle,12:34,8:15,1,199,FALSE,Economy,8:13,4:10,3/7/2019
Delta Airlines,3/4/2019,SAN International Airport,San Diego,1,Seattle-Tacoma International Airport,Seattle,12:34,8:45,1,209,FALSE,Economy,16:21,11:05,3/7/2019
Delta Airlines,3/1/2019,Sky Harbor International Airport,Phoenix,0,SFO International Airport,San Francisco,7:57,5:50,1,121,FALSE,Economy,14:02,11:55,3/3/2019
Southwest Airlines,3/1/2019,Sky Harbor International Airport,Phoenix,0,SFO International Airport,San Francisco,20:22,18:15,1,123,FALSE,Economy,8:07,6:00,3/3/2019
United Airlines,3/1/2019,Sky Harbor International Airport,Phoenix,0,SFO International Airport,San Francisco,16:22,14:15,1,135,FALSE,Economy,1:57,23:50,3/3/2019
American Airlines,3/6/2019,LAX International Airport,Los Angeles,1,Charles de Gaulle International Airport,Paris,10:40,4:05,2,383,FALSE,Economy,7:58,9:40,3/12/2019
Delta Airlines,3/6/2019,LAX International Airport,Los Angeles,1,Charles de Gaulle International Airport,Paris,0:32,17:35,2,339,FALSE,Economy,6:43,8:25,3/12/2019
American Airlines,3/10/2019,Dulles International Airport,Washington,0,Hartsfield-Jackson International Airport,Atlanta,13:31,11:40,1,111,TRUE,Economy,18:01,16:10,3/12/2019
Southwest Airlines,3/10/2019,Dulles International Airport,Washington,0,Hartsfield-Jackson International Airport,Atlanta,23:31,21:40,1,130,TRUE,Economy,16:26,14:35,3/12/2019
United Airlines,3/10/2019,Dulles International Airport,Washington,0,Hartsfield-Jackson International Airport,Atlanta,20:21,18:30,1,115,TRUE,Economy,19:06,17:15,3/12/2019
American Airlines,3/1/2019,Hartsfield-Jackson International Airport,Atlanta,0,LAX International Airport,Los Angeles,1:24,17:25,2,200,FALSE,Economy,16:29,14:30,3/4/2019
Delta Airlines,3/1/2019,Hartsfield-Jackson International Airport,Atlanta,0,LAX International Airport,Los Angeles,4:39,20:40,2,184,FALSE,Economy,19:39,17:40,3/4/2019
Southwest Airlines,3/1/2019,Hartsfield-Jackson International Airport,Atlanta,1,LAX International Airport,Los Angeles,0:51,13:40,2,247,FALSE,Economy,15:29,13:30,3/4/2019
United Airlines,3/1/2019,Hartsfield-Jackson International Airport,Atlanta,1,LAX International Airport,Los Angeles,4:39,20:40,2,260,FALSE,Economy,19:49,12:15,3/4/2019
American Airlines,3/1/2019,Charles de Gaulle International Airport,Paris,1,LAX International Airport,Los Angeles,7:58,9:40,2,371,FALSE,Economy,10:40,4:05,3/4/2019
Delta Airlines,3/1/2019,Charles de Gaulle International Airport,Paris,1,LAX International Airport,Los Angeles,6:43,8:25,2,359,FALSE,Economy,0:32,17:35,3/4/2019
American Airlines,3/7/2019,O'Hare International Airport,Chicago,0,JFK International Airport,New York,6:44,5:25,1,143,FALSE,Economy,15:49,12:30,3/11/2019
Delta Airlines,3/7/2019,O'Hare International Airport,Chicago,0,JFK International Airport,New York,7:19,6:00,1,141,FALSE,Economy,1:19,22:00,3/11/2019
Southwest Airlines,3/7/2019,O'Hare International Airport,Chicago,0,JFK International Airport,New York,5:39,4:20,1,125,TRUE,Economy,1:09,21:50,3/11/2019
United Airlines,3/7/2019,O'Hare International Airport,Chicago,0,JFK International Airport,New York,15:59,14:40,1,132,FALSE,Economy,0:19,21:00,3/11/2019
American Airlines,3/8/2019,O'Hare International Airport,Chicago,0,JFK International Airport,New York,6:44,5:25,1,146,FALSE,Economy,15:49,12:30,3/11/2019
Delta Airlines,3/8/2019,O'Hare International Airport,Chicago,0,JFK International Airport,New York,7:19,6:00,1,147,FALSE,Economy,1:19,22:00,3/11/2019
Southwest Airlines,3/8/2019,O'Hare International Airport,Chicago,0,JFK International Airport,New York,5:39,4:20,1,134,TRUE,Economy,1:09,21:50,3/11/2019
United Airlines,3/8/2019,O'Hare International Airport,Chicago,0,JFK International Airport,New York,15:59,14:40,1,152,FALSE,Economy,0:19,21:00,3/11/2019
American Airlines,3/4/2019,O'Hare International Airport,Chicago,1,Seattle-Tacoma International Airport,Seattle,19:32,8:15,1,321,FALSE,Economy,22:03,14:50,3/10/2019
Delta Airlines,3/4/2019,O'Hare International Airport,Chicago,1,Seattle-Tacoma International Airport,Seattle,6:20,23:50,1,245,FALSE,Economy,0:27,17:25,3/10/2019
Southwest Airlines,3/4/2019,O'Hare International Airport,Chicago,1,Seattle-Tacoma International Airport,Seattle,10:55,4:25,1,255,TRUE,Economy,21:57,14:50,3/10/2019
United Airlines,3/4/2019,O'Hare International Airport,Chicago,0,Seattle-Tacoma International Airport,Seattle,0:25,17:55,1,176,FALSE,Economy,18:20,15:50,3/10/2019
American Airlines,3/2/2019,SFO International Airport,San Francisco,0,McCarran International Airport,Las Vegas,7:05,5:30,2,116,FALSE,Economy,19:05,17:30,3/13/2019
Delta Airlines,3/2/2019,SFO International Airport,San Francisco,0,McCarran International Airport,Las Vegas,0:25,22:50,2,102,FALSE,Economy,12:25,10:50,3/13/2019
United Airlines,3/2/2019,SFO International Airport,San Francisco,0,McCarran International Airport,Las Vegas,16:40,15:05,2,112,FALSE,Economy,20:50,19:15,3/13/2019
American Airlines,3/3/2019,Seattle-Tacoma International Airport,Seattle,1,O'Hare International Airport,Chicago,13:27,7:50,1,258,FALSE,Economy,22:30,16:00,3/13/2019
Delta Airlines,3/3/2019,Seattle-Tacoma International Airport,Seattle,0,O'Hare International Airport,Chicago,18:05,15:35,1,188,FALSE,Economy,6:20,23:50,3/13/2019
Southwest Airlines,3/3/2019,Seattle-Tacoma International Airport,Seattle,1,O'Hare International Airport,Chicago,21:57,14:50,1,236,TRUE,Economy,10:55,4:25,3/13/2019
United Airlines,3/3/2019,Seattle-Tacoma International Airport,Seattle,1,O'Hare International Airport,Chicago,10:11,4:00,1,264,FALSE,Economy,0:25,17:55,3/13/2019
American Airlines,3/11/2019,Benito Juarez International Airport,Mexico City,1,Sky Harbor International Airport,Phoenix,0:44,15:55,1,279,FALSE,Economy,12:33,8:05,3/14/2019
American Airlines,3/11/2019,Benito Juarez International Airport,Mexico City,1,Sky Harbor International Airport,Phoenix,0:44,15:55,3,279,FALSE,Economy,12:33,8:05,3/14/2019
American Airlines,3/5/2019,JFK International Airport,New York,0,Hartsfield-Jackson International Airport,Atlanta,8:47,6:25,1,141,TRUE,Economy,13:42,11:20,3/8/2019
Delta Airlines,3/5/2019,JFK International Airport,New York,0,Hartsfield-Jackson International Airport,Atlanta,11:42,9:20,1,141,FALSE,Economy,13:47,11:25,3/8/2019
United Airlines,3/5/2019,JFK International Airport,New York,0,Hartsfield-Jackson International Airport,Atlanta,15:12,12:50,1,150,FALSE,Economy,21:47,19:25,3/8/2019
American Airlines,3/5/2019,JFK International Airport,New York,0,Hartsfield-Jackson International Airport,Atlanta,8:47,6:25,4,141,TRUE,Economy,13:42,11:20,3/8/2019
Delta Airlines,3/1/2019,JFK International Airport,New York,0,Jomo Kenyatta International Airport,Nairobi,7:57,21:50,1,317,FALSE,Economy,17:57,17:50,3/9/2019
Delta Airlines,3/2/2019,Charles de Gaulle International Airport,Paris,1,Seattle-Tacoma International Airport,Seattle,11:18,8:45,1,432,FALSE,Economy,22:56,11:20,3/10/2019
American Airlines,3/2/2019,Sky Harbor International Airport,Phoenix,1,SFO International Airport,San Francisco,12:49,8:10,1,169,FALSE,Economy,8:22,6:15,3/10/2019
Delta Airlines,3/2/2019,Sky Harbor International Airport,Phoenix,0,SFO International Airport,San Francisco,7:57,5:50,1,131,FALSE,Economy,14:02,11:55,3/10/2019
Southwest Airlines,3/2/2019,Sky Harbor International Airport,Phoenix,0,SFO International Airport,San Francisco,1:17,23:10,1,118,FALSE,Economy,21:22,19:15,3/10/2019
United Airlines,3/2/2019,Sky Harbor International Airport,Phoenix,0,SFO International Airport,San Francisco,15:47,13:40,1,138,FALSE,Economy,19:17,17:10,3/10/2019
Delta Airlines,3/4/2019,YVR International Airport,Vancouver,1,JFK International Airport,New York,11:11,6:00,1,332,FALSE,Economy,18:40,3:20,3/13/2019
United Airlines,3/4/2019,YVR International Airport,Vancouver,1,JFK International Airport,New York,18:01,8:20,1,351,FALSE,Economy,15:12,3:15,3/13/2019
Alaska Airlines,3/1/2019,LAX International Airport,Los Angeles,0,Seattle-Tacoma International Airport,Seattle,18:32,15:45,1,146,TRUE,Economy,21:57,19:10,3/4/2019
American Airlines,3/1/2019,LAX International Airport,Los Angeles,0,Seattle-Tacoma International Airport,Seattle,11:02,8:15,1,133,FALSE,Economy,2:32,23:45,3/4/2019
Delta Airlines,3/1/2019,LAX International Airport,Los Angeles,0,Seattle-Tacoma International Airport,Seattle,11:32,8:45,1,140,FALSE,Economy,9:37,6:50,3/4/2019
Southwest Airlines,3/1/2019,LAX International Airport,Los Angeles,0,Seattle-Tacoma International Airport,Seattle,8:12,5:25,1,150,FALSE,Economy,14:47,12:00,3/4/2019
United Airlines,3/1/2019,LAX International Airport,Los Angeles,0,Seattle-Tacoma International Airport,Seattle,15:17,12:30,1,154,FALSE,Economy,2:32,23:45,3/4/2019
American Airlines,3/3/2019,SFO International Airport,San Francisco,0,Benito Juarez International Airport,Mexico City,16:38,14:55,1,156,FALSE,Economy,19:03,13:20,3/12/2019
United Airlines,3/3/2019,SFO International Airport,San Francisco,1,Benito Juarez International Airport,Mexico City,23:45,20:45,1,235,FALSE,Economy,20:05,9:15,3/12/2019
American Airlines,3/5/2019,Sky Harbor International Airport,Phoenix,1,Benito Juarez International Airport,Mexico City,9:18,2:35,1,251,FALSE,Economy,20:05,7:35,3/12/2019
United Airlines,3/5/2019,Sky Harbor International Airport,Phoenix,1,Benito Juarez International Airport,Mexico City,1:18,20:45,1,274,FALSE,Economy,19:03,11:05,3/12/2019
United Airlines,3/5/2019,Sky Harbor International Airport,Phoenix,1,Benito Juarez International Airport,Mexico City,1:18,20:45,2,274,FALSE,Economy,19:03,11:05,3/12/2019
American Airlines,3/3/2019,Seattle-Tacoma International Airport,Seattle,1,O'Hare International Airport,Chicago,13:27,7:50,1,261,FALSE,Economy,22:30,16:00,3/8/2019
Delta Airlines,3/3/2019,Seattle-Tacoma International Airport,Seattle,1,O'Hare International Airport,Chicago,18:05,15:35,1,250,FALSE,Economy,19:32,8:45,3/8/2019
Southwest Airlines,3/3/2019,Seattle-Tacoma International Airport,Seattle,1,O'Hare International Airport,Chicago,21:57,14:50,1,241,TRUE,Economy,10:55,4:25,3/8/2019
United Airlines,3/3/2019,Seattle-Tacoma International Airport,Seattle,1,O'Hare International Airport,Chicago,10:11,4:00,1,262,FALSE,Economy,0:25,17:55,3/8/2019
Delta Airlines,3/3/2019,Seattle-Tacoma International Airport,Seattle,1,O'Hare International Airport,Chicago,18:05,15:35,3,250,FALSE,Economy,19:32,8:45,3/8/2019
Delta Airlines,3/2/2019,YVR International Airport,Vancouver,1,Hartsfield-Jackson International Airport,Atlanta,14:31,7:50,1,318,FALSE,Economy,17:19,3:20,3/4/2019
United Airlines,3/2/2019,YVR International Airport,Vancouver,0,Hartsfield-Jackson International Airport,Atlanta,14:56,12:15,1,203,FALSE,Economy,11:56,3:15,3/4/2019
Delta Airlines,3/2/2019,YVR International Airport,Vancouver,1,Hartsfield-Jackson International Airport,Atlanta,14:31,7:50,3,318,FALSE,Economy,17:19,3:20,3/4/2019
Southwest Airlines,3/2/2019,Hartsfield-Jackson International Airport,Atlanta,1,McCarran International Airport,Las Vegas,1:24,14:35,2,265,FALSE,Economy,16:19,12:05,3/13/2019
United Airlines,3/2/2019,Hartsfield-Jackson International Airport,Atlanta,1,McCarran International Airport,Las Vegas,1:51,15:05,2,311,FALSE,Economy,20:50,15:00,3/13/2019
American Airlines,3/2/2019,Heathrow International Airport,London,1,SFO International Airport,San Francisco,6:37,7:05,1,406,FALSE,Economy,23:45,15:05,3/10/2019
Delta Airlines,3/12/2019,Sky Harbor International Airport,Phoenix,1,PDX International Airport,Portland,1:17,20:00,1,192,FALSE,Economy,1:10,22:15,3/14/2019
American Airlines,3/6/2019,JFK International Airport,New York,0,PHL International Airport,Philadelphia,17:36,16:45,1,64,FALSE,Economy,22:26,21:35,3/12/2019
Delta Airlines,3/6/2019,JFK International Airport,New York,0,PHL International Airport,Philadelphia,17:31,16:40,1,60,FALSE,Economy,19:46,18:55,3/12/2019
United Airlines,3/6/2019,JFK International Airport,New York,0,PHL International Airport,Philadelphia,21:51,21:00,1,64,TRUE,Economy,11:36,10:45,3/12/2019
United Airlines,3/1/2019,O'Hare International Airport,Chicago,0,JFK International Airport,New York,15:59,14:40,1,125,FALSE,Economy,0:19,21:00,3/14/2019
United Airlines,3/1/2019,O'Hare International Airport,Chicago,0,JFK International Airport,New York,15:59,14:40,4,125,FALSE,Economy,0:19,21:00,3/14/2019
American Airlines,3/1/2019,LAX International Airport,Los Angeles,1,YVR International Airport,Vancouver,2:04,23:00,1,178,FALSE,Economy,23:27,16:50,3/12/2019
Delta Airlines,3/1/2019,LAX International Airport,Los Angeles,0,YVR International Airport,Vancouver,6:24,3:20,1,154,FALSE,Economy,13:59,10:55,3/12/2019
American Airlines,3/1/2019,LAX International Airport,Los Angeles,1,YVR International Airport,Vancouver,2:04,23:00,3,178,FALSE,Economy,23:27,16:50,3/12/2019
Delta Airlines,3/1/2019,O'Hare International Airport,Chicago,0,Charles de Gaulle International Airport,Paris,2:16,23:20,3,251,FALSE,Economy,11:36,18:40,3/3/2019
American Airlines,3/1/2019,Hartsfield-Jackson International Airport,Atlanta,1,Heathrow International Airport,London,2:39,20:35,1,388,TRUE,Economy,18:14,15:30,3/3/2019
Delta Airlines,3/1/2019,Hartsfield-Jackson International Airport,Atlanta,1,Heathrow International Airport,London,20:21,8:00,1,311,FALSE,Economy,6:54,16:50,3/3/2019
United Airlines,3/1/2019,Hartsfield-Jackson International Airport,Atlanta,1,Heathrow International Airport,London,4:29,22:25,1,295,FALSE,Economy,0:49,6:15,3/3/2019
Delta Airlines,3/3/2019,LAX International Airport,Los Angeles,1,PHL International Airport,Philadelphia,15:17,10:45,3,298,FALSE,Economy,0:16,13:40,3/7/2019
Southwest Airlines,3/3/2019,LAX International Airport,Los Angeles,1,PHL International Airport,Philadelphia,11:50,7:45,3,290,FALSE,Economy,0:16,13:40,3/7/2019
American Airlines,3/3/2019,Heathrow International Airport,London,1,Hartsfield-Jackson International Airport,Atlanta,18:14,15:30,2,366,TRUE,Economy,2:39,20:35,3/9/2019
Delta Airlines,3/3/2019,Heathrow International Airport,London,1,Hartsfield-Jackson International Airport,Atlanta,7:34,17:30,2,507,FALSE,Premium Economy,22:52,15:35,3/9/2019
United Airlines,3/3/2019,Heathrow International Airport,London,0,Hartsfield-Jackson International Airport,Atlanta,0:34,10:30,2,408,FALSE,Premium Economy,4:29,22:25,3/9/2019
American Airlines,3/1/2019,Heathrow International Airport,London,1,SFO International Airport,San Francisco,6:37,7:05,1,399,FALSE,Economy,23:45,15:05,3/6/2019
United Airlines,3/1/2019,Heathrow International Airport,London,1,SFO International Airport,San Francisco,6:37,5:50,1,408,FALSE,Economy,9:31,0:25,3/6/2019
American Airlines,3/1/2019,Hartsfield-Jackson International Airport,Atlanta,1,Indira Gandhi International Airport,Delhi,14:56,9:20,1,421,FALSE,Economy,20:39,14:30,3/4/2019
United Airlines,3/1/2019,Hartsfield-Jackson International Airport,Atlanta,1,Indira Gandhi International Airport,Delhi,17:57,12:35,1,400,FALSE,Economy,9:04,6:15,3/4/2019
American Airlines,3/9/2019,Heathrow International Airport,London,1,Hartsfield-Jackson International Airport,Atlanta,10:44,20:40,1,318,FALSE,Economy,23:41,14:05,3/14/2019
Delta Airlines,3/9/2019,Heathrow International Airport,London,1,Hartsfield-Jackson International Airport,Atlanta,7:34,17:30,1,315,FALSE,Economy,22:52,15:35,3/14/2019
United Airlines,3/9/2019,Heathrow International Airport,London,1,Hartsfield-Jackson International Airport,Atlanta,0:34,10:30,1,304,FALSE,Economy,9:42,0:25,3/14/2019
American Airlines,3/9/2019,Heathrow International Airport,London,1,Hartsfield-Jackson International Airport,Atlanta,10:44,20:40,2,318,FALSE,Economy,23:41,14:05,3/14/2019
Delta Airlines,3/2/2019,LAX International Airport,Los Angeles,1,Charles de Gaulle International Airport,Paris,0:32,17:35,1,348,FALSE,Economy,6:43,8:25,3/14/2019
Delta Airlines,3/11/2019,SFO International Airport,San Francisco,1,JFK International Airport,New York,12:50,7:30,1,256,FALSE,Economy,20:21,10:55,3/13/2019
United Airlines,3/3/2019,Hartsfield-Jackson International Airport,Atlanta,1,SFO International Airport,San Francisco,4:39,18:10,1,261,FALSE,Economy,12:06,9:40,3/7/2019
American Airlines,3/1/2019,SFO International Airport,San Francisco,1,Hartsfield-Jackson International Airport,Atlanta,14:06,11:40,1,226,FALSE,Economy,1:24,15:50,3/4/2019
Delta Airlines,3/1/2019,SFO International Airport,San Francisco,0,Hartsfield-Jackson International Airport,Atlanta,15:16,12:50,1,205,FALSE,Economy,18:31,10:05,3/4/2019
Southwest Airlines,3/1/2019,SFO International Airport,San Francisco,1,Hartsfield-Jackson International Airport,Atlanta,8:56,6:30,1,265,FALSE,Economy,17:19,7:10,3/4/2019
United Airlines,3/1/2019,SFO International Airport,San Francisco,0,Hartsfield-Jackson International Airport,Atlanta,12:06,9:40,1,187,FALSE,Economy,18:41,10:15,3/4/2019
American Airlines,3/1/2019,Hartsfield-Jackson International Airport,Atlanta,0,Seattle-Tacoma International Airport,Seattle,6:17,21:45,1,205,FALSE,Economy,0:07,21:35,3/7/2019
Delta Airlines,3/1/2019,Hartsfield-Jackson International Airport,Atlanta,0,Seattle-Tacoma International Airport,Seattle,8:22,23:50,1,196,FALSE,Economy,18:52,16:20,3/7/2019
Southwest Airlines,3/1/2019,Hartsfield-Jackson International Airport,Atlanta,0,Seattle-Tacoma International Airport,Seattle,14:12,5:40,1,195,TRUE,Economy,21:52,19:20,3/7/2019
United Airlines,3/1/2019,Hartsfield-Jackson International Airport,Atlanta,1,Seattle-Tacoma International Airport,Seattle,1:27,16:55,1,238,FALSE,Economy,12:15,6:50,3/7/2019
