check_in_date,destination,has_wifi,hotel_name,number_of_days,number_of_rooms,phone_number,price_per_night,star_rating,street_address
,Nairobi,FALSE,Four Points By Sheraton Nairobi Airport,,,+254 709 760000,108,4,9042/1044 Tower Avenue Jomo Kenyatta Intl Airport
,Nairobi,FALSE,Hemingways Nairobi,,,+254 711 032000,370,5,Mbagathi Ridge
,Nairobi,FALSE,Hilton Garden Inn Nairobi Airport,,,+254 20 4075000,264,4,Jomo Kenyatta International Airport Mombasa Road
,Nairobi,FALSE,Intercontinental Hotel,,,+254 20 3200000,420,5,City Hall Way
,New York,TRUE,1 Hotel Brooklyn Bridge,,,+1 833-625-6111,80,3,"60 Furman Street, Brooklyn"
,New York,TRUE,1 Hotel Central Park,,,+1 212-703-2001,150,3,1414 6th Avenue
,New York,TRUE,6 Columbus Hotel,,,+1 212-204-3000,208,3,308 West 58th Street
,New York,TRUE,Ac Hotel New York Times Square,,,+1 212-398-2700,272,3,260 West 40th Street
,New York,TRUE,Ace Hotel,,,+1 212-991-0551,468,3,20 West 29th Street
,New York,TRUE,Aka Central Park,,,+1 646-744-3100,152,3,42 West 58th Street
,New York,TRUE,Aka Times Square,,,+1 212-764-5700,80,3,123 West 44th Street
,New York,TRUE,Aka Wall Street,,,+1 212-252-9090,312,3,84 William Street
,New York,TRUE,1 Hotel Central Park,,,+1 212-703-2001,495,3,1414 6th Avenue
,Paris,FALSE,Ac Hotel By Marriott Paris Porte Maillot,,,+33 1 84 82 49 09,276,4,"6 Rue Gustave Charpentier, 75017"
,Paris,FALSE,Amastan Paris,,,+33 1 49 52 99 70,432,4,"34 Rue Jean Mermoz, 75008"
,Paris,FALSE,Aparthotel Adagio Access Paris La Villette,,,+33 1 44 72 42 00,306,3,"28bis Avenue Corentin Cariou, 75019"
,Paris,FALSE,Aparthotel Adagio Paris Montmartre,,,+33 1 42 57 14 55,198,3,"10 Place Charles Dullin, 75018"
,Paris,FALSE,Austin'S Saint Lazare HoTel,,,+33 1 48 74 48 71,234,3,"26 Rue d'Amsterdam, 75009"
,Paris,FALSE,Bob Hotel By Elegancia,,,+33 1 40 43 02 33,420,4,"30 Rue Pernety, 75014"
,Paris,FALSE,Brach Paris,,,+33 1 44 30 10 00,390,5,"1-7 Rue Jean Richepin, 75016"
,Paris,FALSE,Buddha-Bar Hotel Paris,,,+33 1 83 96 88 88,585,5,"4 Rue d'Anjou, 75008"
,Paris,FALSE,Amastan Paris,,,+33 1 49 52 99 70,132,4,"34 Rue Jean Mermoz, 75008"
,Sacramento,TRUE,Courtyard By Marriott Sacramento Midtown,,,+1 916-455-6800,120,1,4422 Y Street
,Sacramento,TRUE,Doubletree By Hilton Hotel Sacramento,,,+1 916-929-8855,168,1,2001 Point West Way
,Sacramento,TRUE,Embassy Suites By Hilton Sacramento Riverfront Promenade,,,+1 916-326-5000,243,1,100 Capitol Mall
,Sacramento,TRUE,Four Points By Sheraton Sacramento International Airport,,,+1 916-263-9000,156,1,4900 Duckhorn Drive
,Sacramento,TRUE,Hilton Garden Inn Sacramento/South Natomas,,,+1 916-568-5400,102,1,2540 Venture Oaks Way
,Sacramento,TRUE,Hilton Sacramento Arden West,,,+1 916-922-4700,234,1,2200 Harvard Street
,Sacramento,TRUE,Holiday Inn Express Sacramento Convention Center,,,+1 916-444-4436,108,1,728 16th Street
,Sacramento,TRUE,Hilton Garden Inn Sacramento/South Natomas,,,+1 916-568-5400,120,1,2540 Venture Oaks Way
,Sacramento,TRUE,Holiday Inn Express Sacramento Convention Center,,,+1 916-444-4436,306,1,728 16th Street
,Sacramento,TRUE,Courtyard By Marriott Sacramento Midtown,,,+1 916-455-6800,120,2,4422 Y Street
,Sacramento,TRUE,Doubletree By Hilton Hotel Sacramento,,,+1 916-929-8855,168,2,2001 Point West Way
,Sacramento,TRUE,Embassy Suites By Hilton Sacramento Riverfront Promenade,,,+1 916-326-5000,243,2,100 Capitol Mall
,Sacramento,TRUE,Four Points By Sheraton Sacramento International Airport,,,+1 916-263-9000,156,2,4900 Duckhorn Drive
,Sacramento,TRUE,Hilton Garden Inn Sacramento/South Natomas,,,+1 916-568-5400,102,2,2540 Venture Oaks Way
,Sacramento,TRUE,Hilton Sacramento Arden West,,,+1 916-922-4700,234,2,2200 Harvard Street
,Sacramento,TRUE,Holiday Inn Express Sacramento Convention Center,,,+1 916-444-4436,108,2,728 16th Street
,Sacramento,TRUE,Doubletree By Hilton Hotel Sacramento,,,+1 916-929-8855,180,2,2001 Point West Way
,Sydney,FALSE,Adina Apartment Hotel Sydney Darling Harbour,,,+61 2 9249 7000,272,4,55 Shelley Street
,Sydney,FALSE,Adina Apartment Hotel Sydney Town Hall,,,+61 2 9274 0000,296,4,511 Kent Street
,Sydney,FALSE,Adina Serviced Apartments Sydney Martin Place (Formerly Medina),,,+61 1300 633 462,272,4,1 Hosking Place
,Sydney,FALSE,Amora Hotel,,,+61 2 9696 2500,320,5,11 Jamison Street
,Sydney,FALSE,Base Backpackers Sydney,,,+61 1800 242 273,84,2,477 Kent Street
,Sydney,FALSE,Breakfree On Clarence,,,+61 2 8017 8888,114,3,193-195 Clarence Street
,Sydney,FALSE,Breakfree On George,,,+61 132007,176,4,653 George Street
,Sydney,FALSE,Courtyard By Marriott Sydney-North Ryde,,,+61 2 9491 9500,256,4,7-11 Talavera Road North Ryde
,Sydney,FALSE,Establishment Hotel,,,+61 2 9240 3100,375,5,5 Bridge Lane
,Sydney,FALSE,Fraser Suites Sydney,,,+61 2 8823 8888,140,5,488 Kent Street
,Sydney,FALSE,Adina Apartment Hotel Sydney Darling Harbour,,,+61 2 9249 7000,432,3,55 Shelley Street
,Sydney,FALSE,Adina Apartment Hotel Sydney Town Hall,,,+61 2 9274 0000,432,3,511 Kent Street
,Sydney,FALSE,Adina Serviced Apartments Sydney Martin Place (Formerly Medina),,,+61 1300 633 462,312,3,1 Hosking Place
,Sydney,FALSE,Amora Hotel,,,+61 2 9696 2500,345,3,11 Jamison Street
,Sydney,FALSE,Breakfree On Clarence,,,+61 2 8017 8888,198,3,193-195 Clarence Street
,Sydney,FALSE,Breakfree On George,,,+61 132007,276,3,653 George Street
,Sydney,FALSE,Courtyard By Marriott Sydney-North Ryde,,,+61 2 9491 9500,456,3,7-11 Talavera Road North Ryde
,Sydney,FALSE,Establishment Hotel,,,+61 2 9240 3100,375,3,5 Bridge Lane
,Sydney,FALSE,Fraser Suites Sydney,,,+61 2 8823 8888,480,3,488 Kent Street
,London,FALSE,45 Park Lane,,,+44 20 7493 4545,525,1,45 Park Lane
,London,FALSE,Ambassadors Bloomsbury Hotel,,,+44 20 7388 9930,264,1,12 Upper Woburn Place
,London,FALSE,Ambassadors Hotel,,,+44 20 7373 1075,189,1,16 Collingham Road
,Seattle,TRUE,Four Points By Sheraton Downtown Seattle Center,,,+1 206-282-2600,243,1,601 Roy Street
,Seattle,TRUE,Best Western Plus Pioneer Square Hotel Downtown,,,+1 206-340-1234,102,1,77 Yesler Way
,London,FALSE,Airways Hotel London Victoria,,,+44 20 7834 0205,288,1,29-31 Saint George's Drive
,London,FALSE,Amba Hotel Charing Cross,,,+44 871 376 9012,360,1,Strand
,London,FALSE,Amba Hotel Marble Arch,,,+44 800 330 8523,252,1,Bryanston Street
,London,FALSE,Ambassadors Bloomsbury Hotel,,,+44 20 7388 9930,468,1,12 Upper Woburn Place
,New York,TRUE,6 Columbus Hotel,,,+1 212-204-3000,372,4,308 West 58th Street
,New York,TRUE,Ac Hotel New York Times Square,,,+1 212-398-2700,408,4,260 West 40th Street
,New York,TRUE,Adria Hotel & Conference Center,,,+1 718-631-5900,351,3,"221-17 Northern Boulevard, Bayside"
,New York,TRUE,Aka Central Park,,,+1 646-744-3100,420,4,42 West 58th Street
,New York,TRUE,Aka Times Square,,,+1 212-764-5700,324,4,123 West 44th Street
,New York,TRUE,1 Hotel Brooklyn Bridge,,,+1 833-625-6111,252,1,"60 Furman Street, Brooklyn"
,New York,TRUE,1 Hotel Central Park,,,+1 212-703-2001,495,1,1414 6th Avenue
,New York,TRUE,11 Howard,,,+1 212-235-1111,234,1,11 Howard Street
,New York,TRUE,6 Columbus Hotel,,,+1 212-204-3000,372,1,308 West 58th Street
,New York,TRUE,Ac Hotel New York Times Square,,,+1 212-398-2700,408,1,260 West 40th Street
,New York,TRUE,Adria Hotel & Conference Center,,,+1 718-631-5900,351,1,"221-17 Northern Boulevard, Bayside"
,New York,TRUE,Aka Central Park,,,+1 646-744-3100,420,1,42 West 58th Street
,New York,TRUE,Aka Times Square,,,+1 212-764-5700,324,1,123 West 44th Street
,Sydney,FALSE,Adina Apartment Hotel Sydney Darling Harbour,,,+61 2 9249 7000,272,1,55 Shelley Street
,Sydney,FALSE,Adina Apartment Hotel Sydney Town Hall,,,+61 2 9274 0000,296,1,511 Kent Street
,Sydney,FALSE,Adina Serviced Apartments Sydney Martin Place (Formerly Medina),,,+61 1300 633 462,272,1,1 Hosking Place
,Sydney,FALSE,Amora Hotel,,,+61 2 9696 2500,320,1,11 Jamison Street
,Sydney,FALSE,Base Backpackers Sydney,,,+61 1800 242 273,84,1,477 Kent Street
,Sydney,FALSE,Breakfree On Clarence,,,+61 2 8017 8888,114,1,193-195 Clarence Street
,Sydney,FALSE,Breakfree On George,,,+61 132007,176,1,653 George Street
,Sydney,FALSE,Courtyard By Marriott Sydney-North Ryde,,,+61 2 9491 9500,256,1,7-11 Talavera Road North Ryde
,Sydney,FALSE,Establishment Hotel,,,+61 2 9240 3100,375,1,5 Bridge Lane
,Sydney,FALSE,Fraser Suites Sydney,,,+61 2 8823 8888,140,1,488 Kent Street
,Sydney,FALSE,Adina Apartment Hotel Sydney Darling Harbour,,,+61 2 9249 7000,432,1,55 Shelley Street
,San Diego,TRUE,Blue Sea Beach Hotel,,,+1 858-488-4700,270,1,707 Pacific Beach Drive
,San Diego,TRUE,Capri By The Sea By All Seasons Resort Lodging,,,+1 858-483-6110,108,1,4767 Ocean Boulevard
,San Diego,TRUE,Best Western Mission Bay,,,+1 619-275-5700,222,2,2575 Clairemont Drive
,San Diego,TRUE,Best Western Plus Bayside Inn,,,+1 619-233-7500,351,2,555 West Ash Street
,San Diego,TRUE,Best Western Plus Island Palms Hotel & Marina,,,+1 619-222-0561,180,2,2051 Shelter Island Drive
,San Diego,TRUE,Best Western San Diego/Miramar Hotel,,,+1 858-578-6600,234,2,9310 Kearny Mesa Road
,Atlanta,TRUE,Aloft Atlanta Downtown,,,+1 678-515-0300,279,3,300 Ted Turner Drive Northwest
,London,FALSE,Ambassadors Hotel,,,+44 20 7373 1075,192,2,16 Collingham Road
,Nairobi,FALSE,Azure Hotel Nairobi Westlands,,,+254 709 716000,450,4,Lantana Road
,Nairobi,FALSE,Crowne Plaza Nairobi,,,+254 719 096000,408,4,"Kenya Road, Upper Hill"
,Nairobi,FALSE,Eka Hotel Nairobi,,,+254 719 045000,348,4,"Eka Hotel, Along Mombasa Road"
,Nairobi,FALSE,Four Points By Sheraton Nairobi Airport,,,+254 709 760000,324,4,9042/1044 Tower Avenue Jomo Kenyatta Intl Airport
,Nairobi,FALSE,Hemingways Nairobi,,,+254 711 032000,330,4,Mbagathi Ridge
,Nairobi,FALSE,Hilton Garden Inn Nairobi Airport,,,+254 20 4075000,384,4,Jomo Kenyatta International Airport Mombasa Road
,Nairobi,FALSE,Intercontinental Hotel,,,+254 20 3200000,465,4,City Hall Way
,Portland,TRUE,Aloft Portland Airport At Cascade Station,,,+1 503-200-5678,189,2,9920 Northeast Cascades Parkway
,Portland,TRUE,Canopy By Hilton Portland Pearl District,,,+1 971-351-0230,384,2,425 Northwest 9th Avenue
,Portland,TRUE,"Country Inn & Suites By Radisson, Portland International Airport, Or",,,+1 503-255-2700,342,2,7025 Northeast Alderwood Road
,Portland,TRUE,Courtyard By Marriott Portland Downtown/Convention Center,,,+1 503-234-3200,306,2,435 Northeast Wasco Street
,Portland,TRUE,Aloft Portland Airport At Cascade Station,,,+1 503-200-5678,126,2,9920 Northeast Cascades Parkway
,Portland,TRUE,"Country Inn & Suites By Radisson, Portland International Airport, Or",,,+1 503-255-2700,222,2,7025 Northeast Alderwood Road
,Delhi,FALSE,Andaz Delhi - A Concept By Hyatt,,,+91 11 4903 1234,320,4,"Asset, Street Number 1, New Delhi"
,Delhi,FALSE,Crowne Plaza New Delhi Okhla,,,+91 11 4646 2000,170,4,"Plot No 1, Community Center, Okhla Phase I, New Delhi"
,Delhi,FALSE,Hilton Garden Inn New Delhi/Saket,,,+91 11 3919 1919,288,4,"A4, DLF Place, Saket District Centre, New Delhi"
,Delhi,FALSE,Holiday Inn New Delhi International Airport,,,+91 11 4222 2000,176,4,"Aerocity Access Road, Aerocity, Hospitality District, Asset Area 12, New Delhi"
,Delhi,FALSE,Holiday Inn New Delhi Mayur Vihar Noida,,,+91 11 4110 5555,272,4,"13A, District Centre, Mayur Vihar, New Delhi"
,London,FALSE,Ambassadors Hotel,,,+44 20 7373 1075,192,3,16 Collingham Road
,Portland,TRUE,Aloft Portland Airport At Cascade Station,,,+1 503-200-5678,126,3,9920 Northeast Cascades Parkway
,Portland,TRUE,Canopy By Hilton Portland Pearl District,,,+1 971-351-0230,384,3,425 Northwest 9th Avenue
,Portland,TRUE,"Country Inn & Suites By Radisson, Portland International Airport, Or",,,+1 503-255-2700,222,3,7025 Northeast Alderwood Road
,Portland,TRUE,Embassy Suites By Hilton Portland Downtown,,,+1 503-279-9000,272,3,319 Southwest Pine Street
,Phoenix,TRUE,Aloft Phoenix-Airport,,,+1 602-275-6300,216,1,4450 East Washington Street
,Phoenix,TRUE,Comfort Suites Phoenix North,,,+1 602-861-3900,100,1,10210 North 26th Drive
,Phoenix,TRUE,Courtyard By Marriott Phoenix Downtown,,,+1 602-603-2001,228,1,132 South Central Avenue
,Phoenix,TRUE,Days Inn By Wyndham Airport - Phoenix,,,+1 800-615-3107,136,1,2900 East Van Buren Street
,Phoenix,TRUE,Doubletree Suites By Hilton Hotel Phoenix,,,+1 602-225-0500,192,1,320 North 44th Street
,Phoenix,TRUE,Drury Inn & Suites Phoenix Happy Valley,,,+1 623-879-8800,186,1,2335 West Pinnacle Peak Road
,Paris,FALSE,Buddha-Bar Hotel Paris,,,+33 1 83 96 88 88,220,5,"4 Rue d'Anjou, 75008"
,Delhi,FALSE,Crowne Plaza New Delhi Okhla,,,+91 11 4646 2000,230,5,"Plot No 1, Community Center, Okhla Phase I, New Delhi"
,Delhi,FALSE,Fortune Select Global - Hotel In Gurgaon,,,+91 124 419 6666,312,4,"Global Arcade, Mehrauli-Gurgaon Road, Gurugram, Haryana 122002, India"
,Seattle,TRUE,Days Inn By Wyndham Seattle North Of Downtown,,,+1 800-615-3107,96,1,9100 Aurora Avenue North
,Seattle,TRUE,Even Hotel Seattle Downtown - Lake Union,,,+1 206-596-2302,288,1,527 Fairview Avenue North
,Sydney,FALSE,57 Hotel,,,+61 2 9011 5756,384,4,"57 Foveaux Street, Surry Hills New South Wales 2010, Australia"
,Sydney,FALSE,Adina Apartment Hotel Bondi Beach Sydney,,,+61 2 9300 4800,456,4,"69/73 Hall Street, Bondi Beach New South Wales 2026, Australia"
,Sydney,FALSE,Adina Apartment Hotel Coogee Sydney,,,+61 2 9578 6000,288,4,"183 Coogee Bay Road, Coogee New South Wales 2034, Australia"
,Sydney,FALSE,Adina Apartment Hotel Sydney Darling Harbour,,,+61 2 9249 7000,372,4,55 Shelley Street
,Sydney,FALSE,Adina Apartment Hotel Bondi Beach Sydney,,,+61 2 9300 4800,444,4,"69/73 Hall Street, Bondi Beach New South Wales 2026, Australia"
,New York,TRUE,1 Hotel Brooklyn Bridge,,,+1 833-625-6111,296,1,"60 Furman Street, Brooklyn"
,San Diego,TRUE,Bahia Resort Hotel,,,+1 858-539-8666,114,1,998 West Mission Bay Drive
,New York,TRUE,1 Hotel Brooklyn Bridge,,,+1 833-625-6111,112,1,"60 Furman Street, Brooklyn"
,Delhi,FALSE,Aloft New Delhi Aerocity,,,+91 11 4565 0000,176,2,"5B Igi T3 Road, Delhi - Ajmer Expressway, Aerocity, New Delhi"
,Delhi,FALSE,Andaz Delhi - A Concept By Hyatt,,,+91 11 4903 1234,320,2,"Asset, Street Number 1, New Delhi"
,Delhi,FALSE,Bloomrooms @ New Delhi Railway Station,,,+91 11 4122 5666,99,2,"8591, Arakashan Road, Opp New Delhi Railway Station, New Delhi"
,Delhi,FALSE,Calista Resort,,,+91 11 4103 4591,228,2,"37/2-4 Old, National Highway 48, Kapas Hera, New Delhi"
,Delhi,FALSE,Crowne Plaza New Delhi Mayur Vihar Noida,,,+91 11 4110 2222,216,2,"13 B, District Centre, Mayur Vihar, New Delhi"
,Delhi,FALSE,Crowne Plaza New Delhi Okhla,,,+91 11 4646 2000,170,2,"Plot No 1, Community Center, Okhla Phase I, New Delhi"
,Delhi,FALSE,Deemarks Hotel & Resorts Conference Venues Corporate Event In Mahipalpur Near Airport In South Delhi,,,+91 11 2506 0721,252,2,"Shiv Murti, Nh-8, Delhi - Jaipur Expressway, Rangpuri, New Delhi"
,Delhi,FALSE,Fortune Select Global - Hotel In Gurgaon,,,+91 124 419 6666,92,2,"Global Arcade, Mehrauli-Gurgaon Road, Gurugram, Haryana 122002, India"
,Delhi,FALSE,"Four Points By Sheraton New Delhi, Airport Highway",,,+91 11 6604 0000,348,2,"Plot no 9, National Highway - 8, Samalka, New Delhi"
,Delhi,FALSE,Haveli Dharampura,,,+91 11 2326 1000,232,2,"Haveli Dharampura, 2293, Gali Gulian, Chandni Chowk, New Delhi"
,Delhi,FALSE,Crowne Plaza New Delhi Okhla,,,+91 11 4646 2000,170,3,"Plot No 1, Community Center, Okhla Phase I, New Delhi"
,Delhi,FALSE,Fortune Select Global - Hotel In Gurgaon,,,+91 124 419 6666,92,3,"Global Arcade, Mehrauli-Gurgaon Road, Gurugram, Haryana 122002, India"
,Delhi,FALSE,Andaz Delhi - A Concept By Hyatt,,,+91 11 4903 1234,555,3,"Asset, Street Number 1, New Delhi"
,Toronto,FALSE,Best Western Premier Toronto Airport Carlingview Hotel,,,+1 416-637-7000,162,3,"135 Carlingview Drive, Etobicoke, Ontario M9W 5E7, Canada"
,Chicago,TRUE,Ac Hotel By Marriott Chicago Downtown,,,+1 312-981-6600,204,3,630 North Rush Street
,London,FALSE,45 Park Lane,,,+44 20 7493 4545,170,5,45 Park Lane
,Chicago,TRUE,Ac Hotel By Marriott Chicago Downtown,,,+1 312-981-6600,261,3,630 North Rush Street
,London,FALSE,45 Park Lane,,,+44 20 7493 4545,210,1,45 Park Lane
,Vancouver,FALSE,Best Western Plus Chateau Granville Hotel & Suites & Conference Ctr.,,,+1 604-669-7070,78,2,1100 Granville Street
,Delhi,FALSE,Aloft New Delhi Aerocity,,,+91 11 4565 0000,372,2,"5B Igi T3 Road, Delhi - Ajmer Expressway, Aerocity, New Delhi"
,Delhi,FALSE,Andaz Delhi - A Concept By Hyatt,,,+91 11 4903 1234,345,2,"Asset, Street Number 1, New Delhi"
,Delhi,FALSE,Bloomrooms @ New Delhi Railway Station,,,+91 11 4122 5666,333,2,"8591, Arakashan Road, Opp New Delhi Railway Station, New Delhi"
,Delhi,FALSE,Calista Resort,,,+91 11 4103 4591,324,2,"37/2-4 Old, National Highway 48, Kapas Hera, New Delhi"
,Delhi,FALSE,Crowne Plaza New Delhi Mayur Vihar Noida,,,+91 11 4110 2222,288,2,"13 B, District Centre, Mayur Vihar, New Delhi"
,Delhi,FALSE,Crowne Plaza New Delhi Okhla,,,+91 11 4646 2000,420,2,"Plot No 1, Community Center, Okhla Phase I, New Delhi"
,Delhi,FALSE,Fortune Select Global - Hotel In Gurgaon,,,+91 124 419 6666,312,2,"Global Arcade, Mehrauli-Gurgaon Road, Gurugram, Haryana 122002, India"
,Delhi,FALSE,Haveli Dharampura,,,+91 11 2326 1000,396,2,"Haveli Dharampura, 2293, Gali Gulian, Chandni Chowk, New Delhi"
,Delhi,FALSE,Aloft New Delhi Aerocity,,,+91 11 4565 0000,396,2,"5B Igi T3 Road, Delhi - Ajmer Expressway, Aerocity, New Delhi"
,Toronto,FALSE,Best Western Premier Toronto Airport Carlingview Hotel,,,+1 416-637-7000,174,3,"135 Carlingview Drive, Etobicoke, Ontario M9W 5E7, Canada"
,Phoenix,TRUE,Aloft Phoenix-Airport,,,+1 602-275-6300,333,3,4450 East Washington Street
,Toronto,FALSE,Best Western Plus Toronto North York Hotel & Suites,,,+1 416-663-9500,333,3,50 Norfinch Drive
,Anaheim,TRUE,Anaheim Majestic Garden Hotel,,,+1 714-778-1700,144,3,900 South Disneyland Drive
,Toronto,FALSE,Best Western Primrose Hotel Downtown-Toronto,,,+1 800-780-7234,66,2,111 Carlton Street
,London,FALSE,Ambassadors Hotel,,,+44 20 7373 1075,288,3,16 Collingham Road
,Los Angeles,TRUE,Airtel Plaza Hotel,,,+1 800-224-7835,111,3,"7277 Valjean Avenue, Van Nuys, California 91406, United States"
,Sydney,FALSE,28 Hotel Sydney,,,+61 2 9102 2828,360,4,"28 Regent Street, Chippendale New South Wales 2008, Australia"
,Paris,FALSE,Ac Hotel By Marriott Paris Porte Maillot,,,+33 1 84 82 49 09,160,4,"6 Rue Gustave Charpentier, 75017"
,Los Angeles,TRUE,Crowne Plaza Los Angeles Harbor Hotel,,,+1 310-519-8200,306,3,"601 South Palos Verdes Street, San Pedro, California 90731, United States"
,Los Angeles,TRUE,Airtel Plaza Hotel,,,+1 800-224-7835,324,3,"7277 Valjean Avenue, Van Nuys, California 91406, United States"
,New York,TRUE,1 Hotel Central Park,,,+1 212-703-2001,185,2,1414 6th Avenue
,San Francisco,TRUE,Argonaut Hotel,,,+1 415-563-0800,300,4,495 Jefferson Street
,Kuala Lumpur,FALSE,Alila Bangsar,,,+60 3-2268 3888,180,4,"East Side, 58, Jalan Ang Seng, Brickfields, 50470"
,Kuala Lumpur,FALSE,Banyan Tree Kuala Lumpur,,,+60 3-2113 1888,555,4,"2, Jalan Conlay, 50450 Kuala Lumpur, Wilayah Persekutuan"
,Kuala Lumpur,FALSE,Dorsett Kuala Lumpur,,,+60 3-2716 1000,312,4,"172, Jalan Imbi, Pudu, 55100 Kuala Lumpur, Wilayah Persekutuan"
,Kuala Lumpur,FALSE,Doubletree By Hilton Hotel Kuala Lumpur,,,+60 3-2172 7272,260,4,"The Intermark, 348, Jalan Tun Razak, 50400"
,Kuala Lumpur,FALSE,Element Kuala Lumpur Hotel,,,+60 3-2771 3388,108,4,"8, Jalan Binjai, 50450 Kuala Lumpur, Wilayah Persekutuan"
,Kuala Lumpur,FALSE,Four Seasons Hotel Kuala Lumpur,,,+60 3-2382 8888,480,4,"145, Jalan Ampang, 50450"
,Kuala Lumpur,FALSE,Fraser Residence Kuala Lumpur,,,+60 3-2191 0888,210,4,"Jalan Cendana, Off, Jalan Sultan Ismail, Kampung Baru, 50250"
,Kuala Lumpur,FALSE,Alila Bangsar,,,+60 3-2268 3888,370,4,"East Side, 58, Jalan Ang Seng, Brickfields, 50470"
,Sydney,FALSE,57 Hotel,,,+61 2 9011 5756,296,3,"57 Foveaux Street, Surry Hills New South Wales 2010, Australia"
,Sydney,FALSE,Adina Apartment Hotel Sydney Central,,,+61 2 8396 9800,336,3,"2 Lee Street, Haymarket New South Wales 2000, Australia"
,Sydney,FALSE,28 Hotel Sydney,,,+61 2 9102 2828,468,3,"28 Regent Street, Chippendale New South Wales 2008, Australia"
,New York,TRUE,1 Hotel Central Park,,,+1 212-703-2001,315,4,1414 6th Avenue
,New York,TRUE,Andaz 5Th Avenue - A Concept By Hyatt,,,+1 212-601-1234,420,4,485 5th Avenue
,Paris,FALSE,Ac Hotel By Marriott Paris Porte Maillot,,,+33 1 84 82 49 09,432,1,"6 Rue Gustave Charpentier, 75017"
,Paris,FALSE,Amastan Paris,,,+33 1 49 52 99 70,232,1,"34 Rue Jean Mermoz, 75008"
,Paris,FALSE,Aparthotel Adagio Paris Montmartre,,,+33 1 42 57 14 55,156,1,"10 Place Charles Dullin, 75018"
,Paris,FALSE,Buddha-Bar Hotel Paris,,,+33 1 83 96 88 88,220,1,"4 Rue d'Anjou, 75008"
,Paris,FALSE,Brach Paris,,,+33 1 44 30 10 00,465,4,"1-7 Rue Jean Richepin, 75016"
