city,date,event_name,time,venue,venue_address,number_of_tickets,category,event_type
Washington D.C.,3/7/2019,Mystics Vs Sun,18:30,Entertainment & Sports Arena,1100 Oak Drive SE,,Basketball,Sports
Washington D.C.,3/8/2019,Juliana Hatfield,17:00,Union Stage,"740 Water Street Southwest, Washington, District of Columbia 20024, United States",,Pop,Music
Anaheim,3/4/2019,Angels Vs Mariners,19:30,Angel Stadium of Anaheim,2000 East Gene Autry Way,,Baseball,Sports
Anaheim,3/4/2019,Angels Vs Orioles,17:30,Angel Stadium of Anaheim,2000 East Gene Autry Way,,Baseball,Sports
Chicago,3/7/2019,Cubs Vs Brewers,18:00,Wrigley Field,1060 West Addison Street,,Baseball,Sports
Chicago,3/7/2019,Cubs Vs Mariners,19:30,Wrigley Field,1060 West Addison Street,,Baseball,Sports
Chicago,3/7/2019,Sky Vs Fever,17:30,Wintrust Arena,200 East Cermak Road,,Basketball,Sports
Chicago,3/7/2019,White Sox Vs Angels,19:30,Guaranteed Rate Field,333 West 35th Street,,Baseball,Sports
Chicago,3/7/2019,White Sox Vs Astros,19:00,Guaranteed Rate Field,333 West 35th Street,,Baseball,Sports
Las Vegas,3/3/2019,Young The Giant,18:00,Downtown Las Vegas Events Center - DLVEC,200 South 3rd Street,,Rock,Music
Oakland,3/7/2019,Raiders Vs Jaguars,19:30,Oakland-Alameda County Coliseum,7000 Coliseum Way,,Football,Sports
Berkeley,3/14/2019,Phutureprimitive,17:00,Cornerstone Craft Beer & Live Music,2367 Shattuck Avenue,,Electronica,Music
Berkeley,3/5/2019,Golden Bears Vs Trojans,17:30,California Memorial Stadium,2227 Piedmont Avenue,,Football,Sports
Rohnert Park,3/3/2019,Aaron Lewis,19:00,SOMO Village Event Center,1100 Valley House Drive,,Country,Music
San Francisco,3/3/2019,Giants Vs Nationals,18:00,Oracle Park,24 Willie Mays Plaza,,Baseball,Sports
San Francisco,3/3/2019,Giants Vs Rockies,17:00,Oracle Park,24 Willie Mays Plaza,,Baseball,Sports
Chicago,3/5/2019,Cubs Vs Giants,19:00,Wrigley Field,1060 West Addison Street,,Baseball,Sports
Chicago,3/5/2019,Cubs Vs Padres,17:00,Wrigley Field,1060 West Addison Street,,Baseball,Sports
Chicago,3/5/2019,White Sox Vs Angels,17:30,Guaranteed Rate Field,333 West 35th Street,,Baseball,Sports
Chicago,3/5/2019,White Sox Vs Tigers,18:00,Guaranteed Rate Field,333 West 35th Street,,Baseball,Sports
Chicago,3/5/2019,White Sox Vs Twins,18:00,Guaranteed Rate Field,333 West 35th Street,,Baseball,Sports
Chicago,3/5/2019,White Sox Vs Yankees,18:00,Guaranteed Rate Field,333 West 35th Street,,Baseball,Sports
Chicago,3/8/2019,Sky Vs Fever,17:00,Wintrust Arena,200 East Cermak Road,,Basketball,Sports
Portland,3/6/2019,Timbers Vs Rsl,18:30,Providence Park,1844 Southwest Morrison Street,,Soccer,Sports
Sydney,3/11/2019,Melbourne Knights Vs Avondale,18:30,Football Federation Australia,1 Oxford Street,,Soccer,Sports
Sydney,3/11/2019,Melbourne Knights Vs Avondale,18:30,Football Federation Australia,1 Oxford Street,,,
Berkeley,3/2/2019,Golden Bears Vs Cougars,17:00,California Memorial Stadium,2227 Piedmont Avenue,,Football,Sports
Berkeley,3/2/2019,Golden Bears Vs Trojans,17:00,California Memorial Stadium,2227 Piedmont Avenue,,Football,Sports
Napa,3/4/2019,Mandy Harvey,18:30,Blue Note Napa,1030 Main Street,,Jazz,Music
Napa,3/4/2019,Roy Ayers,17:00,Blue Note Napa,1030 Main Street,,Jazz,Music
Washington D.C.,3/7/2019,Dc United Vs Revolution,17:30,Audi Field,100 Potomac Avenue Southwest,,Soccer,Sports
Washington D.C.,3/7/2019,El Salvador Vs Haiti,17:30,RFK Stadium,2400 East Capitol Street Southeast,,Soccer,Sports
Washington D.C.,3/7/2019,Nationals Vs Royals,17:30,Nationals Park,1500 South Capitol Street Southeast,,Baseball,Sports
Washington D.C.,3/7/2019,Nationals Vs White Sox,19:00,Nationals Park,1500 South Capitol Street Southeast,,Baseball,Sports
Washington D.C.,3/8/2019,Dc United Vs Revolution,19:30,Audi Field,100 Potomac Avenue Southwest,,Soccer,Sports
Washington D.C.,3/8/2019,Nationals Vs Brewers,18:00,Nationals Park,1500 South Capitol Street Southeast,,Baseball,Sports
Washington D.C.,3/8/2019,Nationals Vs Dodgers,19:00,Nationals Park,1500 South Capitol Street Southeast,,Baseball,Sports
Washington D.C.,3/8/2019,Nationals Vs Phillies,18:00,Nationals Park,1500 South Capitol Street Southeast,,Baseball,Sports
Washington D.C.,3/8/2019,Nationals Vs Reds,17:30,Nationals Park,1500 South Capitol Street Southeast,,Baseball,Sports
Washington D.C.,3/8/2019,Nationals Vs White Sox,19:30,Nationals Park,1500 South Capitol Street Southeast,,Baseball,Sports
Washington D.C.,3/8/2019,Washington Vs Ny Liberty,18:30,Entertainment & Sports Arena,1100 Oak Drive SE,,Basketball,Sports
Washington D.C.,3/4/2019,El Salvador Vs Haiti,19:30,RFK Stadium,2400 East Capitol Street Southeast,,Soccer,Sports
Atlanta,3/9/2019,Atlanta Summer Organ Festival,19:00,Peachtree Road United Methodist Church,3180 Peachtree Road Northeast,,Classical,Music
Atlanta,3/9/2019,Taking Back Sunday,19:00,Kenny's Alley,50 Upper Alabama Street,,Rock,Music
Atlanta,3/9/2019,Falcons Vs Rams,19:30,Mercedes-Benz Stadium,1 AMB Drive Northwest,,Football,Sports
Atlanta,3/9/2019,Yellow Jackets Vs Bulls,19:00,Bobby Dodd Stadium at Historic Grant Field,177 North Avenue Northwest,,Football,Sports
Atlanta,3/9/2019,Yellow Jackets Vs Hokies,19:00,Bobby Dodd Stadium at Historic Grant Field,177 North Avenue Northwest,,Football,Sports
Atlanta,3/9/2019,Yellow Jackets Vs Panthers,17:00,Bobby Dodd Stadium at Historic Grant Field,177 North Avenue Northwest,,Football,Sports
Vancouver,3/11/2019,Beach Boys,17:30,PNE Amphitheatre,2901 East Hastings Street,,Pop,Music
San Diego,3/4/2019,Alejandro Sanz,17:30,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,,International,Music
San Diego,3/4/2019,Greta Van Fleet,19:00,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,,Blues,Music
San Diego,3/4/2019,Hozier,17:00,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,,Blues,Music
San Diego,3/4/2019,The Hives,18:30,The Observatory North Park,2891 University Avenue,,Rock,Music
San Diego,3/4/2019,Through The Roots,18:00,The Observatory North Park,2891 University Avenue,,International,Music
Washington D.C.,3/6/2019,Washington Vs Ny Liberty,18:30,Entertainment & Sports Arena,1100 Oak Drive SE,,Basketball,Sports
Anaheim,3/1/2019,La Angels Vs Houston,18:30,Angel Stadium of Anaheim,2000 East Gene Autry Way,,Baseball,Sports
Seattle,3/1/2019,Mariners Vs Angels,17:30,T-Mobile Park,1250 1st Avenue South,,Baseball,Sports
Seattle,3/1/2019,Mariners Vs Blue Jays,17:30,T-Mobile Park,1250 1st Avenue South,,Baseball,Sports
Seattle,3/1/2019,Mariners Vs White Sox,18:00,T-Mobile Park,1250 1st Avenue South,,Baseball,Sports
Philadelphia,3/7/2019,Blueface,17:00,The Fillmore Philadelphia,29 East Allen Street,,Hip Hop,Music
Philadelphia,3/7/2019,Don Broco,19:30,The Foundry,29 East Allen Street 2nd Floor,,Rock,Music
Atlanta,3/6/2019,United Vs Red Bulls,17:00,Mercedes-Benz Stadium,1 AMB Drive Northwest,,Soccer,Sports
Atlanta,3/6/2019,United Vs Revolution,19:30,Mercedes-Benz Stadium,1 AMB Drive Northwest,,Soccer,Sports
San Francisco,3/11/2019,Giants Vs Diamondbacks,18:00,Oracle Park,24 Willie Mays Plaza,,,
Napa,3/2/2019,Roy Ayers,18:30,Blue Note Napa,1030 Main Street,,Jazz,Music
Portland,3/5/2019,Bryan Adams,19:30,Theater Of The Clouds,1016-1098 North Center Court Street,,Pop,Music
Portland,3/5/2019,Hozier,18:30,Theater Of The Clouds,1016-1098 North Center Court Street,,Blues,Music
Yountville,3/1/2019,Todd Rundgren,18:30,Napa Valley Performing Arts Center,100 California Drive,,Pop,Music
San Jose,3/6/2019,Cruz Azul Vs Atlas,19:00,Avaya Stadium,1145 Coleman Avenue,,,
Livermore,3/11/2019,Josh Groban,19:30,Concerts at Wente Vineyards,5050 Arroyo Road,,Pop,Music
Stanford,3/13/2019,Cardinal Vs Wildcats,19:30,Stanford Stadium,625 Nelson Road,,,
Sacramento,3/1/2019,Republic Vs Toros,17:30,Papa Murphy's Park,1600 Exposition Boulevard,,Soccer,Sports
San Diego,3/13/2019,Aly And Aj,18:00,The Observatory North Park,2891 University Avenue,,Pop,Music
San Diego,3/13/2019,Tuxedo,17:00,The Observatory North Park,2891 University Avenue,,Pop,Music
Anaheim,3/3/2019,La Angels Vs Houston,19:30,Angel Stadium of Anaheim,2000 East Gene Autry Way,,,
London,3/13/2019,Shakey Graves,19:30,The Dome,2A Dartmouth Park Hill,,Blues,Music
Long Beach,3/7/2019,Long Beach Jazz Festival,17:00,Rainbow Lagoon Park,400 East Shoreline Drive,,Jazz,Music
Seattle,3/7/2019,Mariners Vs Tigers,19:00,T-Mobile Park,1250 1st Avenue South,,Baseball,Sports
Washington D.C.,3/12/2019,Dc United Vs Revolution,19:00,Audi Field,100 Potomac Avenue Southwest,,Soccer,Sports
Washington D.C.,3/12/2019,Mystics Vs Sky,17:00,Capital One Arena,601 F Street Northwest,,Basketball,Sports
Washington D.C.,3/12/2019,Mystics Vs Sun,17:00,Entertainment & Sports Arena,1100 Oak Drive SE,,Basketball,Sports
Washington D.C.,3/12/2019,Nationals Vs Brewers,17:00,Nationals Park,1500 South Capitol Street Southeast,,Baseball,Sports
Washington D.C.,3/12/2019,Nationals Vs Dodgers,17:00,Nationals Park,1500 South Capitol Street Southeast,,Baseball,Sports
Washington D.C.,3/12/2019,Nationals Vs Orioles,19:30,Nationals Park,1500 South Capitol Street Southeast,,Baseball,Sports
Washington D.C.,3/12/2019,Nationals Vs Phillies,18:00,Nationals Park,1500 South Capitol Street Southeast,,Baseball,Sports
Washington D.C.,3/12/2019,Nationals Vs Reds,19:30,Nationals Park,1500 South Capitol Street Southeast,,Baseball,Sports
Washington D.C.,3/9/2019,Dc United Vs Revolution,18:30,Audi Field,100 Potomac Avenue Southwest,,Soccer,Sports
Washington D.C.,3/9/2019,Nationals Vs Brewers,17:30,Nationals Park,1500 South Capitol Street Southeast,,Baseball,Sports
Washington D.C.,3/9/2019,Nationals Vs Diamondbacks,18:00,Nationals Park,1500 South Capitol Street Southeast,,Baseball,Sports
Washington D.C.,3/9/2019,Nationals Vs Rockies,17:00,Nationals Park,1500 South Capitol Street Southeast,,Baseball,Sports
Washington D.C.,3/9/2019,Nationals Vs Brewers,17:30,Nationals Park,1500 South Capitol Street Southeast,,,
Atlanta,3/10/2019,United Vs Earthquakes,19:00,Mercedes-Benz Stadium,1 AMB Drive Northwest,,Soccer,Sports
Atlanta,3/10/2019,United Vs Red Bulls,18:30,Mercedes-Benz Stadium,1 AMB Drive Northwest,,Soccer,Sports
London,3/3/2019,Crystal Palace Vs Norwich,18:30,Selhurst Park Stadium,Holmesdale Road,,Soccer,Sports
Chicago,3/13/2019,Billy Currington,18:00,Gallagher Way,3635 North Clark Street,,Country,Music
Chicago,3/13/2019,New Found Glory,18:00,Concord Music Hall,2047 North Milwaukee Avenue,,Pop,Music
Phoenix,3/9/2019,Dodie,17:30,The Van Buren,401 West Van Buren Street,,Pop,Music
Phoenix,3/9/2019,The Band Camino,18:30,The Van Buren,401 West Van Buren Street,,Pop,Music
Toronto,3/13/2019,Toronto Fc Vs Crew,18:00,BMO Field,170 Princes' Boulevard,,,
New York,3/14/2019,Outlaw Music Festival,17:30,Forest Hills Stadium,"1 Tennis Place, Forest Hills",,Country,Music
New York,3/14/2019,Panteon Rococo,17:00,Sony Hall,235 West 46th Street,,Rock,Music
New York,3/14/2019,The Paper Kites,19:30,Murmrr,"17 Eastern Parkway, Brooklyn",,Rock,Music
New York,3/14/2019,Thee Oh Sees,17:30,Warsaw,"261 Driggs Avenue, Brooklyn",,Rock,Music
Phoenix,3/13/2019,The Drums,17:00,The Van Buren,401 West Van Buren Street,,Pop,Music
Toronto,3/2/2019,Blue Jays Vs Rangers,19:30,Rogers Centre,1 Blue Jays Way,,Baseball,Sports
Toronto,3/2/2019,Blue Jays Vs Royals,17:30,Rogers Centre,1 Blue Jays Way,,Baseball,Sports
New York,3/9/2019,Mets Vs Diamondbacks,18:00,Citi Field,123-01 Roosevelt Avenue,,Baseball,Sports
New York,3/9/2019,Mets Vs Dodgers,19:30,Citi Field,123-01 Roosevelt Avenue,,Baseball,Sports
New York,3/9/2019,Mets Vs Padres,18:00,Citi Field,123-01 Roosevelt Avenue,,Baseball,Sports
New York,3/9/2019,Nycfc Vs Timbers,18:30,Yankee Stadium,1 East 161 Street,,Baseball,Sports
New York,3/9/2019,Revolution Vs Nycfc,19:00,Yankee Stadium,1 East 161 Street,,Baseball,Sports
New York,3/9/2019,Yankees Vs Diamondbacks,18:30,Yankee Stadium,1 East 161 Street,,Baseball,Sports
New York,3/9/2019,Yankees Vs Orioles,18:30,Yankee Stadium,1 East 161 Street,,Baseball,Sports
New York,3/9/2019,Yankees Vs Rays,17:30,Yankee Stadium,1 East 161 Street,,Baseball,Sports
Phoenix,3/11/2019,The Band Camino,19:30,The Van Buren,401 West Van Buren Street,,Pop,Music
Phoenix,3/11/2019,The Drums,19:30,The Van Buren,401 West Van Buren Street,,Pop,Music
Seattle,3/1/2019,Greensky Bluegrass,17:30,Flamingo Lot,5500 Phinney Avenue North,,Blues,Music
Seattle,3/4/2019,Cody Johnson,18:30,Flamingo Lot,5500 Phinney Avenue North,,Country,Music
London,3/4/2019,Imperial Daze,17:30,The Victoria Dalston,451 Queensbridge Road,,Pop,Music
Berkeley,3/2/2019,Nattali Rize,18:30,Cornerstone Craft Beer & Live Music,2367 Shattuck Avenue,,,
San Francisco,3/1/2019,Giants Vs Diamondbacks,18:00,Oracle Park,24 Willie Mays Plaza,,,
Berkeley,3/1/2019,Nattali Rize,18:30,Cornerstone Craft Beer & Live Music,2367 Shattuck Avenue,,,
San Francisco,3/5/2019,Matt Corby,17:30,August Hall,420 Mason Street,,,
New York,3/1/2019,Mac Demarco,19:30,Prospect Park Bandshell,"141 Prospect Park West, Brooklyn",,,
New York,3/2/2019,Mac Demarco,18:00,Prospect Park Bandshell,"141 Prospect Park West, Brooklyn",,,
New York,3/3/2019,Mac Demarco,19:30,Prospect Park Bandshell,"141 Prospect Park West, Brooklyn",,,
New York,3/8/2019,Mac Demarco,18:30,Prospect Park Bandshell,"141 Prospect Park West, Brooklyn",,,
New York,3/10/2019,Mac Demarco,18:00,Prospect Park Bandshell,"141 Prospect Park West, Brooklyn",,,
New York,3/12/2019,Mac Demarco,19:30,Prospect Park Bandshell,"141 Prospect Park West, Brooklyn",,,
Phoenix,3/5/2019,Diamondbacks Vs Marlins,17:00,Chase Field,401 East Jefferson Street,,,
Phoenix,3/9/2019,Diamondbacks Vs Marlins,18:00,Chase Field,401 East Jefferson Street,,,
Phoenix,3/10/2019,Diamondbacks Vs Marlins,19:00,Chase Field,401 East Jefferson Street,,,
Phoenix,3/14/2019,Diamondbacks Vs Marlins,17:00,Chase Field,401 East Jefferson Street,,,
Toronto,3/7/2019,Blue Jays Vs Braves,17:00,Rogers Centre,1 Blue Jays Way,,,
Toronto,3/8/2019,Blue Jays Vs Braves,17:30,Rogers Centre,1 Blue Jays Way,,,
Toronto,3/12/2019,Blue Jays Vs Braves,19:30,Rogers Centre,1 Blue Jays Way,,,
Portland,3/1/2019,Kishi Bashi,17:30,The Old Church Concert Hall,1422 Southwest 11th Avenue,,,
Portland,3/2/2019,Kishi Bashi,19:30,The Old Church Concert Hall,1422 Southwest 11th Avenue,,,
San Diego,3/6/2019,Vampire Weekend,19:00,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,,,
New York,3/1/2019,Nycfc Vs Red Bulls,17:30,Yankee Stadium,1 East 161 Street,,,
New York,3/3/2019,Panteon Rococo,17:30,Sony Hall,235 West 46th Street,,,
New York,3/5/2019,Panteon Rococo,18:30,Sony Hall,235 West 46th Street,,,
New York,3/7/2019,Panteon Rococo,17:30,Sony Hall,235 West 46th Street,,,
New York,3/14/2019,Panteon Rococo,17:00,Sony Hall,235 West 46th Street,,,
Atlanta,3/6/2019,United Vs United,17:30,Mercedes-Benz Stadium,1 AMB Drive Northwest,,,
Atlanta,3/12/2019,United Vs United,19:00,Mercedes-Benz Stadium,1 AMB Drive Northwest,,,
Atlanta,3/13/2019,United Vs United,17:00,Mercedes-Benz Stadium,1 AMB Drive Northwest,,,
Phoenix,3/4/2019,Greensky Bluegrass,17:00,The Van Buren,401 West Van Buren Street,,,
Phoenix,3/7/2019,Greensky Bluegrass,19:00,The Van Buren,401 West Van Buren Street,,,
Phoenix,3/10/2019,Greensky Bluegrass,19:00,The Van Buren,401 West Van Buren Street,,,
Chicago,3/3/2019,White Sox Vs Yankees,18:00,Guaranteed Rate Field,333 West 35th Street,,,
Chicago,3/5/2019,White Sox Vs Yankees,18:00,Guaranteed Rate Field,333 West 35th Street,,,
Chicago,3/9/2019,White Sox Vs Yankees,19:30,Guaranteed Rate Field,333 West 35th Street,,,
Chicago,3/10/2019,White Sox Vs Yankees,19:30,Guaranteed Rate Field,333 West 35th Street,,,
Vancouver,3/1/2019,Colin James,19:00,PNE Amphitheatre,2901 East Hastings Street,,,
Vancouver,3/7/2019,Colin James,17:00,PNE Amphitheatre,2901 East Hastings Street,,,
Washington D.C.,3/3/2019,Nationals Vs Diamondbacks,19:00,Nationals Park,1500 South Capitol Street Southeast,,,
Washington D.C.,3/5/2019,Nationals Vs Diamondbacks,18:30,Nationals Park,1500 South Capitol Street Southeast,,,
Washington D.C.,3/9/2019,Nationals Vs Diamondbacks,18:00,Nationals Park,1500 South Capitol Street Southeast,,,
Washington D.C.,3/12/2019,Nationals Vs Diamondbacks,17:00,Nationals Park,1500 South Capitol Street Southeast,,,
Chicago,3/1/2019,Sky Vs Fever,19:00,Wintrust Arena,200 East Cermak Road,,,
Chicago,3/7/2019,Sky Vs Fever,17:30,Wintrust Arena,200 East Cermak Road,,,
Chicago,3/8/2019,Sky Vs Fever,17:00,Wintrust Arena,200 East Cermak Road,,,
Chicago,3/14/2019,Sky Vs Fever,18:00,Wintrust Arena,200 East Cermak Road,,,
Oakland,3/5/2019,Chevere Music Festival,19:30,Broadway:14th St,"Oakland, CA 94612, USA",,,
Oakland,3/6/2019,Chevere Music Festival,17:00,Broadway:14th St,"Oakland, CA 94612, USA",,,
Oakland,3/10/2019,Chevere Music Festival,18:00,Broadway:14th St,"Oakland, CA 94612, USA",,,
Stanford,3/3/2019,Cardinal Vs Wildcats,17:30,Stanford Stadium,625 Nelson Road,,,
Stanford,3/5/2019,Cardinal Vs Wildcats,19:00,Stanford Stadium,625 Nelson Road,,,
Stanford,3/6/2019,Cardinal Vs Wildcats,19:00,Stanford Stadium,625 Nelson Road,,,
Stanford,3/10/2019,Cardinal Vs Wildcats,17:00,Stanford Stadium,625 Nelson Road,,,
London,3/7/2019,Wallows,18:00,Electric Brixton,Town Hall Parade,,,
London,3/8/2019,Wallows,19:30,Electric Brixton,Town Hall Parade,,,
New York,3/14/2019,Thee Oh Sees,17:30,Warsaw,"261 Driggs Avenue, Brooklyn",,,
Washington D.C.,3/3/2019,Nationals Vs Royals,17:30,Nationals Park,1500 South Capitol Street Southeast,,,
Washington D.C.,3/6/2019,Nationals Vs Royals,19:30,Nationals Park,1500 South Capitol Street Southeast,,,
Washington D.C.,3/7/2019,Nationals Vs Royals,17:30,Nationals Park,1500 South Capitol Street Southeast,,,
Washington D.C.,3/14/2019,Nationals Vs Royals,18:00,Nationals Park,1500 South Capitol Street Southeast,,,
Phoenix,3/4/2019,Diamondbacks Vs Reds,17:30,Chase Field,401 East Jefferson Street,,,
Phoenix,3/8/2019,Diamondbacks Vs Reds,18:30,Chase Field,401 East Jefferson Street,,,
Phoenix,3/9/2019,Diamondbacks Vs Reds,19:30,Chase Field,401 East Jefferson Street,,,
Phoenix,3/10/2019,Diamondbacks Vs Reds,17:00,Chase Field,401 East Jefferson Street,,,
Phoenix,3/11/2019,Diamondbacks Vs Reds,17:30,Chase Field,401 East Jefferson Street,,,
Phoenix,3/12/2019,Diamondbacks Vs Reds,17:30,Chase Field,401 East Jefferson Street,,,
Portland,3/1/2019,Erica Fernandez,18:30,Newmark Theatre,1111 Southwest Broadway,,,
Portland,3/11/2019,Erica Fernandez,17:30,Newmark Theatre,1111 Southwest Broadway,,,
New York,3/3/2019,Geto Boys,17:30,Sony Hall,235 West 46th Street,,,
New York,3/10/2019,Geto Boys,18:00,Sony Hall,235 West 46th Street,,,
Toronto,3/1/2019,Blue Jays Vs Rays,19:30,Rogers Centre,1 Blue Jays Way,,,
Toronto,3/4/2019,Blue Jays Vs Rays,18:00,Rogers Centre,1 Blue Jays Way,,,
Toronto,3/6/2019,Blue Jays Vs Rays,19:00,Rogers Centre,1 Blue Jays Way,,,
Los Angeles,3/2/2019,Lafc Vs Toronto Fc,18:00,Banc of California Stadium,3939 South Figueroa Street,,,
Los Angeles,3/3/2019,Lafc Vs Toronto Fc,19:00,Banc of California Stadium,3939 South Figueroa Street,,,
Los Angeles,3/8/2019,Lafc Vs Toronto Fc,18:00,Banc of California Stadium,3939 South Figueroa Street,,,
Los Angeles,3/14/2019,Lafc Vs Toronto Fc,18:00,Banc of California Stadium,3939 South Figueroa Street,,,
Chicago,3/5/2019,White Sox Vs Tigers,18:00,Guaranteed Rate Field,333 West 35th Street,,,
Chicago,3/9/2019,White Sox Vs Tigers,18:30,Guaranteed Rate Field,333 West 35th Street,,,
Chicago,3/10/2019,White Sox Vs Tigers,18:30,Guaranteed Rate Field,333 West 35th Street,,,
Chicago,3/14/2019,White Sox Vs Tigers,18:00,Guaranteed Rate Field,333 West 35th Street,,,
Atlanta,3/8/2019,United Vs Earthquakes,19:30,Mercedes-Benz Stadium,1 AMB Drive Northwest,,,
Atlanta,3/10/2019,United Vs Earthquakes,19:00,Mercedes-Benz Stadium,1 AMB Drive Northwest,,,
Atlanta,3/13/2019,United Vs Earthquakes,17:30,Mercedes-Benz Stadium,1 AMB Drive Northwest,,,
Atlanta,3/14/2019,United Vs Earthquakes,18:30,Mercedes-Benz Stadium,1 AMB Drive Northwest,,,
Toronto,3/8/2019,Blue Jays Vs Orioles,18:00,Rogers Centre,1 Blue Jays Way,,,
Toronto,3/11/2019,Blue Jays Vs Orioles,17:00,Rogers Centre,1 Blue Jays Way,,,
Phoenix,3/1/2019,Diamondbacks Vs Rockies,17:00,Chase Field,401 East Jefferson Street,,,
Phoenix,3/5/2019,Diamondbacks Vs Rockies,18:00,Chase Field,401 East Jefferson Street,,,
