airlines,departure_date,destination,destination_airport,fare,is_redeye,number_stops,origin,origin_airport,outbound_arrival_time,outbound_departure_time,passengers,seating_class,inbound_arrival_time,inbound_departure_time,return_date
Delta Airlines,2019-03-08,Atlanta,Hartsfield-Jackson International Airport,187,False,0,San Francisco,SFO International Airport,18:31,10:05,4,Economy,,,
Southwest Airlines,2019-03-08,Atlanta,Hartsfield-Jackson International Airport,261,False,1,San Francisco,SFO International Airport,17:19,06:45,4,Economy,,,
United Airlines,2019-03-08,Atlanta,Hartsfield-Jackson International Airport,168,False,0,San Francisco,SFO International Airport,18:41,10:15,4,Economy,,,
American Airlines,2019-03-06,Los Angeles,LAX International Airport,282,False,0,London,Heathrow International Airport,20:54,15:05,1,Economy,,,
British Airways,2019-03-06,Los Angeles,LAX International Airport,414,False,1,London,Heathrow International Airport,19:39,08:00,1,Economy,,,
Delta Airlines,2019-03-06,Los Angeles,LAX International Airport,403,False,1,London,Heathrow International Airport,15:17,08:00,1,Economy,,,
United Airlines,2019-03-06,Los Angeles,LAX International Airport,401,False,1,London,Heathrow International Airport,10:00,00:25,1,Economy,,,
Alaska Airlines,2019-03-02,New York,JFK International Airport,307,False,1,Portland,PDX International Airport,23:20,10:10,4,Economy,,,
American Airlines,2019-03-02,New York,JFK International Airport,308,False,1,Portland,PDX International Airport,20:21,07:20,4,Economy,,,
Delta Airlines,2019-03-02,New York,JFK International Airport,294,False,1,Portland,PDX International Airport,20:21,08:45,4,Economy,,,
Southwest Airlines,2019-03-02,New York,JFK International Airport,328,True,1,Portland,PDX International Airport,05:25,16:55,4,Economy,,,
American Airlines,2019-03-02,Vancouver,YVR International Airport,191,False,0,Atlanta,Hartsfield-Jackson International Airport,17:06,14:25,3,Economy,,,
Delta Airlines,2019-03-02,Vancouver,YVR International Airport,259,False,1,Atlanta,Hartsfield-Jackson International Airport,14:31,07:50,3,Economy,,,
Southwest Airlines,2019-03-02,Vancouver,YVR International Airport,228,False,1,Atlanta,Hartsfield-Jackson International Airport,11:11,04:35,3,Economy,,,
United Airlines,2019-03-02,Vancouver,YVR International Airport,195,False,0,Atlanta,Hartsfield-Jackson International Airport,14:56,12:15,3,Economy,,,
American Airlines,2019-03-04,Toronto,Toronto Pearson International Airport,278,False,1,Los Angeles,LAX International Airport,18:58,08:30,1,Economy,,,
American Airlines,2019-03-01,Philadelphia,PHL International Airport,356,False,1,Nairobi,Jomo Kenyatta International Airport,19:46,05:35,4,Economy,,,
Delta Airlines,2019-03-06,Phoenix,Sky Harbor International Airport,224,False,1,Seattle,Seattle-Tacoma International Airport,13:38,08:45,1,Economy,,,
Air France,2019-03-01,New York,JFK International Airport,353,False,1,Paris,Charles de Gaulle International Airport,12:34,03:55,2,Economy,,,
American Airlines,2019-03-01,New York,JFK International Airport,215,True,0,Paris,Charles de Gaulle International Airport,02:17,23:30,2,Economy,,,
Delta Airlines,2019-03-01,New York,JFK International Airport,243,False,0,Paris,Charles de Gaulle International Airport,12:47,10:00,2,Economy,,,
United Airlines,2019-03-01,New York,JFK International Airport,254,True,0,Paris,Charles de Gaulle International Airport,01:57,23:10,2,Economy,,,
American Airlines,2019-03-01,Los Angeles,LAX International Airport,350,True,0,Kuala Lumpur,KLIA International Airport,02:37,22:55,4,Economy,,,
Air France,2019-03-05,Los Angeles,LAX International Airport,280,True,0,Paris,Charles de Gaulle International Airport,01:33,21:15,4,Economy,,,
American Airlines,2019-03-05,Los Angeles,LAX International Airport,434,False,1,Paris,Charles de Gaulle International Airport,10:40,04:05,4,Economy,,,
Delta Airlines,2019-03-05,Los Angeles,LAX International Airport,250,True,0,Paris,Charles de Gaulle International Airport,03:28,23:10,4,Economy,,,
Air France,2019-03-08,San Francisco,SFO International Airport,294,False,0,Paris,Charles de Gaulle International Airport,17:33,13:25,4,Economy,,,
American Airlines,2019-03-08,San Francisco,SFO International Airport,248,False,0,Paris,Charles de Gaulle International Airport,08:13,04:05,4,Economy,,,
Delta Airlines,2019-03-08,San Francisco,SFO International Airport,293,False,0,Paris,Charles de Gaulle International Airport,15:28,11:20,4,Economy,,,
American Airlines,2019-03-03,Los Angeles,LAX International Airport,165,True,0,Chicago,O'Hare International Airport,00:07,21:35,2,Economy,,,
Delta Airlines,2019-03-03,Los Angeles,LAX International Airport,146,True,0,Chicago,O'Hare International Airport,01:47,23:15,2,Economy,,,
Southwest Airlines,2019-03-03,Los Angeles,LAX International Airport,149,False,0,Chicago,O'Hare International Airport,17:22,14:50,2,Economy,,,
United Airlines,2019-03-03,Los Angeles,LAX International Airport,161,False,0,Chicago,O'Hare International Airport,15:17,12:45,2,Economy,,,
American Airlines,2019-03-01,Philadelphia,PHL International Airport,340,True,1,London,Heathrow International Airport,00:16,14:05,4,Economy,,,
British Airways,2019-03-01,Philadelphia,PHL International Airport,254,False,1,London,Heathrow International Airport,19:46,09:15,4,Economy,,,
Delta Airlines,2019-03-01,Philadelphia,PHL International Airport,361,False,1,London,Heathrow International Airport,21:06,08:00,4,Economy,,,
United Airlines,2019-03-01,Philadelphia,PHL International Airport,273,False,1,London,Heathrow International Airport,10:56,00:25,4,Economy,,,
Air Canada,2019-03-02,Los Angeles,LAX International Airport,276,True,1,Toronto,Toronto Pearson International Airport,00:32,16:40,2,Economy,,,
American Airlines,2019-03-02,Los Angeles,LAX International Airport,186,False,0,Toronto,Toronto Pearson International Airport,20:59,18:30,2,Economy,,,
Delta Airlines,2019-03-02,Los Angeles,LAX International Airport,197,False,0,Toronto,Toronto Pearson International Airport,04:39,02:10,2,Economy,,,
United Airlines,2019-03-02,Los Angeles,LAX International Airport,269,True,1,Toronto,Toronto Pearson International Airport,00:32,17:35,2,Economy,,,
American Airlines,2019-03-04,Vancouver,YVR International Airport,314,False,1,Atlanta,Hartsfield-Jackson International Airport,19:49,14:30,4,Economy,,,
Delta Airlines,2019-03-04,Vancouver,YVR International Airport,214,False,0,Atlanta,Hartsfield-Jackson International Airport,18:01,15:20,4,Economy,,,
Southwest Airlines,2019-03-04,Vancouver,YVR International Airport,300,False,1,Atlanta,Hartsfield-Jackson International Airport,11:11,04:35,4,Economy,,,
United Airlines,2019-03-04,Vancouver,YVR International Airport,200,False,0,Atlanta,Hartsfield-Jackson International Airport,14:56,12:15,4,Economy,,,
Alaska Airlines,2019-03-01,New York,JFK International Airport,302,True,1,Seattle,Seattle-Tacoma International Airport,01:31,12:00,1,Economy,,,
American Airlines,2019-03-01,New York,JFK International Airport,292,True,1,Seattle,Seattle-Tacoma International Airport,02:14,16:00,1,Economy,,,
Delta Airlines,2019-03-01,New York,JFK International Airport,281,True,1,Seattle,Seattle-Tacoma International Airport,01:09,15:15,1,Economy,,,
Southwest Airlines,2019-03-01,New York,JFK International Airport,324,False,1,Seattle,Seattle-Tacoma International Airport,18:40,05:25,1,Economy,,,
United Airlines,2019-03-01,New York,JFK International Airport,337,False,1,Seattle,Seattle-Tacoma International Airport,23:20,10:10,1,Economy,,,
Alaska Airlines,2019-03-02,New York,JFK International Airport,307,False,1,Portland,PDX International Airport,23:20,10:10,1,Economy,,,
American Airlines,2019-03-02,New York,JFK International Airport,308,False,1,Portland,PDX International Airport,20:21,07:20,1,Economy,,,
Delta Airlines,2019-03-02,New York,JFK International Airport,294,False,1,Portland,PDX International Airport,20:21,08:45,1,Economy,,,
Southwest Airlines,2019-03-02,New York,JFK International Airport,328,True,1,Portland,PDX International Airport,05:25,16:55,1,Economy,,,
Southwest Airlines,2019-03-06,Toronto,Toronto Pearson International Airport,92,False,0,Washington,Dulles International Airport,06:05,04:40,2,Economy,,,
Southwest Airlines,2019-03-04,London,Heathrow International Airport,439,True,1,Philadelphia,PHL International Airport,06:42,17:20,1,Premium Economy,,,
Air Canada,2019-03-05,Seattle,Seattle-Tacoma International Airport,437,True,1,Vancouver,YVR International Airport,02:32,16:45,2,Premium Economy,,,
United Airlines,2019-03-11,New York,JFK International Airport,59,False,0,Philadelphia,PHL International Airport,05:36,04:45,2,Economy,,,
American Airlines,2019-03-03,Philadelphia,PHL International Airport,151,False,1,Washington,Dulles International Airport,19:46,17:10,4,Economy,12:05,09:45,2019-03-08
United Airlines,2019-03-03,Philadelphia,PHL International Airport,192,True,1,Washington,Dulles International Airport,00:51,20:40,4,Economy,07:15,04:45,2019-03-08
American Airlines,2019-03-09,Philadelphia,PHL International Airport,69,False,0,New York,JFK International Airport,08:46,07:55,1,Economy,18:26,17:35,2019-03-12
Delta Airlines,2019-03-09,Philadelphia,PHL International Airport,62,False,0,New York,JFK International Airport,19:46,18:55,1,Economy,17:31,16:40,2019-03-12
Southwest Airlines,2019-03-09,Philadelphia,PHL International Airport,72,False,0,New York,JFK International Airport,05:46,04:55,1,Economy,08:36,07:45,2019-03-12
United Airlines,2019-03-09,Philadelphia,PHL International Airport,63,False,0,New York,JFK International Airport,10:56,10:05,1,Economy,05:36,04:45,2019-03-12
American Airlines,2019-03-05,Los Angeles,LAX International Airport,70,False,0,San Diego,SAN International Airport,10:44,09:50,3,Economy,08:14,07:20,2019-03-14
American Airlines,2019-03-01,Philadelphia,PHL International Airport,66,False,0,New York,JFK International Airport,08:46,07:55,1,Economy,18:26,17:35,2019-03-14
Delta Airlines,2019-03-01,Philadelphia,PHL International Airport,66,False,0,New York,JFK International Airport,12:01,11:10,1,Economy,20:16,19:25,2019-03-14
Southwest Airlines,2019-03-01,Philadelphia,PHL International Airport,68,False,0,New York,JFK International Airport,05:46,04:55,1,Economy,08:36,07:45,2019-03-14
United Airlines,2019-03-01,Philadelphia,PHL International Airport,63,False,0,New York,JFK International Airport,11:36,10:45,1,Economy,21:51,21:00,2019-03-14
American Airlines,2019-03-03,San Diego,SAN International Airport,65,False,0,Los Angeles,LAX International Airport,08:14,07:20,3,Economy,10:44,09:50,2019-03-13
United Airlines,2019-03-03,San Francisco,SFO International Airport,152,False,1,Las Vegas,McCarran International Airport,10:55,08:15,1,Economy,20:50,19:15,2019-03-11
American Airlines,2019-03-04,Portland,PDX International Airport,80,False,0,Seattle,Seattle-Tacoma International Airport,09:03,08:05,2,Economy,06:58,06:00,2019-03-13
Delta Airlines,2019-03-04,Portland,PDX International Airport,75,False,0,Seattle,Seattle-Tacoma International Airport,08:53,07:55,2,Economy,10:33,09:35,2019-03-13
United Airlines,2019-03-04,Portland,PDX International Airport,82,False,0,Seattle,Seattle-Tacoma International Airport,05:13,04:15,2,Economy,23:43,22:45,2019-03-13
Southwest Airlines,2019-03-05,Philadelphia,PHL International Airport,63,False,0,New York,JFK International Airport,05:46,04:55,1,Economy,08:36,07:45,2019-03-14
Southwest Airlines,2019-03-07,New York,JFK International Airport,122,False,0,Washington,Dulles International Airport,18:00,16:50,4,Premium Economy,23:00,21:50,2019-03-14
Alaska Airlines,2019-03-03,Los Angeles,LAX International Airport,108,False,0,San Francisco,SFO International Airport,20:35,19:10,1,Economy,19:15,17:50,2019-03-13
American Airlines,2019-03-03,Los Angeles,LAX International Airport,98,False,0,San Francisco,SFO International Airport,17:15,15:50,1,Economy,07:55,06:30,2019-03-13
Southwest Airlines,2019-03-03,Los Angeles,LAX International Airport,115,False,0,San Francisco,SFO International Airport,14:15,12:50,1,Economy,23:45,22:20,2019-03-13
United Airlines,2019-03-03,Los Angeles,LAX International Airport,146,False,1,San Francisco,SFO International Airport,10:40,09:15,1,Economy,11:30,08:05,2019-03-13
American Airlines,2019-03-05,Washington,Dulles International Airport,214,False,1,Philadelphia,PHL International Airport,12:05,09:45,1,Premium Economy,19:46,17:10,2019-03-10
American Airlines,2019-03-02,Washington,Dulles International Airport,90,False,0,New York,JFK International Airport,12:05,10:55,1,Economy,07:15,06:05,2019-03-10
Southwest Airlines,2019-03-02,Washington,Dulles International Airport,86,False,0,New York,JFK International Airport,18:25,17:15,1,Economy,10:25,09:15,2019-03-10
Alaska Airlines,2019-03-04,San Francisco,SFO International Airport,113,False,0,San Diego,SAN International Airport,12:50,11:10,1,Economy,07:50,06:10,2019-03-12
American Airlines,2019-03-04,San Francisco,SFO International Airport,143,False,1,San Diego,SAN International Airport,23:00,21:20,1,Economy,16:19,12:15,2019-03-12
Delta Airlines,2019-03-04,San Francisco,SFO International Airport,104,False,0,San Diego,SAN International Airport,21:35,19:55,1,Economy,23:25,21:45,2019-03-12
United Airlines,2019-03-04,San Francisco,SFO International Airport,138,False,1,San Diego,SAN International Airport,09:00,07:20,1,Economy,12:34,09:15,2019-03-12
American Airlines,2019-03-06,Philadelphia,PHL International Airport,150,False,1,Washington,Dulles International Airport,19:46,17:10,4,Economy,12:05,09:45,2019-03-13
United Airlines,2019-03-06,Philadelphia,PHL International Airport,196,True,1,Washington,Dulles International Airport,00:51,20:40,4,Economy,07:15,04:45,2019-03-13
American Airlines,2019-03-04,Washington,Dulles International Airport,149,False,1,Philadelphia,PHL International Airport,12:05,09:45,1,Economy,19:46,17:10,2019-03-10
United Airlines,2019-03-04,Washington,Dulles International Airport,215,True,1,Philadelphia,PHL International Airport,08:30,04:45,1,Economy,00:51,20:40,2019-03-10
American Airlines,2019-03-03,Las Vegas,McCarran International Airport,139,False,1,San Francisco,SFO International Airport,15:25,12:15,1,Economy,07:05,05:30,2019-03-14
Delta Airlines,2019-03-03,Las Vegas,McCarran International Airport,159,False,1,San Francisco,SFO International Airport,22:40,21:05,1,Economy,23:00,19:50,2019-03-14
United Airlines,2019-03-03,Las Vegas,McCarran International Airport,109,False,0,San Francisco,SFO International Airport,20:50,19:15,1,Economy,16:40,15:05,2019-03-14
United Airlines,2019-03-01,Philadelphia,PHL International Airport,195,True,1,Washington,Dulles International Airport,00:51,20:40,1,Economy,07:15,04:45,2019-03-12
United Airlines,2019-03-01,New York,JFK International Airport,111,False,0,Philadelphia,PHL International Airport,13:46,12:55,1,Premium Economy,10:56,10:05,2019-03-13
American Airlines,2019-03-03,Philadelphia,PHL International Airport,67,False,0,New York,JFK International Airport,08:46,07:55,1,Economy,18:26,17:35,2019-03-09
Delta Airlines,2019-03-03,Philadelphia,PHL International Airport,68,False,0,New York,JFK International Airport,19:46,18:55,1,Economy,17:31,16:40,2019-03-09
Southwest Airlines,2019-03-03,Philadelphia,PHL International Airport,64,False,0,New York,JFK International Airport,05:46,04:55,1,Economy,08:36,07:45,2019-03-09
United Airlines,2019-03-03,Philadelphia,PHL International Airport,65,False,0,New York,JFK International Airport,11:36,10:45,1,Economy,21:51,21:00,2019-03-09
American Airlines,2019-03-04,Portland,PDX International Airport,78,False,0,Seattle,Seattle-Tacoma International Airport,09:03,08:05,4,Economy,06:58,06:00,2019-03-14
