car_name,car_type,dropoff_date,pickup_city,pickup_date,pickup_location,pickup_time,total_price
Nissan Altima,Standard,2019-03-13,New York,2019-03-11,Port Authority Station,10:30,60
Toyota Camry,Standard,2019-03-13,New York,2019-03-11,JFK International Airport,10:30,66
Toyota Corolla,Standard,2019-03-13,New York,2019-03-11,JFK International Airport,10:30,46
Toyota Prius,Standard,2019-03-13,New York,2019-03-11,Port Authority Station,10:30,58
Honda Civic,Standard,2019-03-13,,2019-03-11,JFK International Airport,10:30,62
Chevrolet Bolt,Compact,2019-03-02,Paris,2019-03-01,Charles de Gaulle International Airport,14:00,29
Honda Fit,Compact,2019-03-02,Paris,2019-03-01,Charles de Gaulle International Airport,14:00,28
Mini Cooper,Compact,2019-03-02,Paris,2019-03-01,Charles de Gaulle International Airport,14:00,33
Nissan Leaf,Compact,2019-03-02,Paris,2019-03-01,Charles de Gaulle International Airport,14:00,26
Chevrolet Bolt,Compact,2019-03-02,,2019-03-01,Charles de Gaulle International Airport,14:00,29
Chevrolet Cruze,Standard,2019-03-13,Anaheim,2019-03-12,John Wayne Airport,09:30,31
Ford Fusion,Standard,2019-03-13,Anaheim,2019-03-12,John Wayne Airport,09:30,29
Honda Accord,Standard,2019-03-13,Anaheim,2019-03-12,John Wayne Airport,09:30,34
Nissan Altima,Standard,2019-03-13,Anaheim,2019-03-12,John Wayne Airport,09:30,30
Hyundai Elantra,Standard,2019-03-13,Anaheim,2019-03-12,Anaheim Intermodal Center,10:00,25
Toyota Camry,Standard,2019-03-13,Anaheim,2019-03-12,Anaheim Intermodal Center,10:00,30
Chevrolet Cruze,Standard,2019-03-13,,2019-03-12,John Wayne Airport,09:30,31
Honda Accord,Standard,2019-03-07,New York,2019-03-03,Grand Central Station,18:30,112
Honda Civic,Standard,2019-03-07,New York,2019-03-03,JFK International Airport,18:30,132
Hyundai Elantra,Standard,2019-03-07,New York,2019-03-03,JFK International Airport,18:30,116
Toyota Camry,Standard,2019-03-07,New York,2019-03-03,JFK International Airport,18:30,116
Toyota Corolla,Standard,2019-03-07,New York,2019-03-03,Grand Central Station,18:30,128
Hyundai Elantra,Standard,2019-03-07,,2019-03-03,JFK International Airport,18:30,116
Chevrolet Cruze,Standard,2019-03-13,Philadelphia,2019-03-11,PHL International Airport,18:00,68
Ford Fusion,Standard,2019-03-13,Philadelphia,2019-03-11,PHL International Airport,18:00,62
Honda Civic,Standard,2019-03-13,Philadelphia,2019-03-11,PHL International Airport,18:00,58
Hyundai Elantra,Standard,2019-03-13,Philadelphia,2019-03-11,Intercity Terminal,18:00,64
Nissan Altima,Standard,2019-03-13,Philadelphia,2019-03-11,30th Street Station,18:00,66
Nissan Sentra,Standard,2019-03-13,Philadelphia,2019-03-11,30th Street Station,18:00,66
Toyota Corolla,Standard,2019-03-13,Philadelphia,2019-03-11,Intercity Terminal,18:00,58
Toyota Prius,Standard,2019-03-13,Philadelphia,2019-03-11,Intercity Terminal,18:00,58
Chevrolet Bolt,Compact,2019-03-13,Paris,2019-03-11,Charles de Gaulle International Airport,18:00,60
Honda Fit,Compact,2019-03-13,Paris,2019-03-11,Charles de Gaulle International Airport,18:00,62
Mini Cooper,Compact,2019-03-13,Paris,2019-03-11,Charles de Gaulle International Airport,18:00,56
Nissan Leaf,Compact,2019-03-13,Paris,2019-03-11,Charles de Gaulle International Airport,18:00,58
Chevrolet Bolt,Compact,2019-03-13,,2019-03-11,Charles de Gaulle International Airport,18:00,60
Honda Accord,Standard,2019-03-04,Kuala Lumpur,2019-03-02,KLIA International Airport,15:00,48
Honda Civic,Standard,2019-03-04,Kuala Lumpur,2019-03-02,KLIA International Airport,15:00,40
Hyundai Elantra,Standard,2019-03-04,Kuala Lumpur,2019-03-02,KLIA International Airport,15:00,50
Toyota Camry,Standard,2019-03-04,Kuala Lumpur,2019-03-02,KLIA International Airport,15:00,48
Honda Accord,Standard,2019-03-04,,2019-03-02,KLIA International Airport,15:00,48
Jeep Cherokee,Full-size,2019-03-12,Los Angeles,2019-03-08,Union Station,18:30,152
Toyota Highlander,Full-size,2019-03-12,Los Angeles,2019-03-08,Union Station,18:30,136
Toyota RAV4,Full-size,2019-03-12,Los Angeles,2019-03-08,Union Station,18:30,136
Jeep Cherokee,Full-size,2019-03-12,,2019-03-08,Union Station,18:30,152
Honda Accord,Standard,2019-03-14,New York,2019-03-11,Grand Central Station,12:30,96
Honda Civic,Standard,2019-03-14,New York,2019-03-11,JFK International Airport,12:30,108
Hyundai Elantra,Standard,2019-03-14,New York,2019-03-11,Port Authority Station,12:30,102
Nissan Altima,Standard,2019-03-14,New York,2019-03-11,Port Authority Station,12:30,93
Toyota Camry,Standard,2019-03-14,New York,2019-03-11,JFK International Airport,12:30,96
Toyota Corolla,Standard,2019-03-14,New York,2019-03-11,Grand Central Station,12:30,99
Toyota Prius,Standard,2019-03-14,New York,2019-03-11,Port Authority Station,12:30,75
Honda Accord,Standard,2019-03-14,,2019-03-11,Grand Central Station,12:30,96
Honda Accord,Standard,2019-03-07,San Diego,2019-03-01,Santa Fe Depot,18:30,186
Honda Civic,Standard,2019-03-07,San Diego,2019-03-01,Santa Fe Depot,18:30,186
Nissan Sentra,Standard,2019-03-07,San Diego,2019-03-01,Santa Fe Depot,18:30,138
Honda Accord,Standard,2019-03-07,,2019-03-01,Santa Fe Depot,18:30,186
Kia Forte,Compact,2019-03-14,Portland,2019-03-12,Portland Bus Station,18:30,50
Mini Cooper,Compact,2019-03-14,Portland,2019-03-12,PDX International Airport,18:30,50
Nissan Leaf,Compact,2019-03-14,Portland,2019-03-12,Portland Bus Station,18:30,44
Volkswagen Golf,Compact,2019-03-14,Portland,2019-03-12,PDX International Airport,18:30,54
Kia Forte,Compact,2019-03-14,,2019-03-12,Portland Bus Station,18:30,50
Chevrolet Cruze,Standard,2019-03-11,Vancouver,2019-03-08,Pacific Central Station,15:00,90
Honda Accord,Standard,2019-03-11,Vancouver,2019-03-08,YVR International Airport,15:00,96
Hyundai Elantra,Standard,2019-03-11,Vancouver,2019-03-08,YVR International Airport,15:00,102
Nissan Altima,Standard,2019-03-11,Vancouver,2019-03-08,YVR International Airport,15:00,99
Nissan Sentra,Standard,2019-03-11,Vancouver,2019-03-08,Pacific Central Station,15:00,87
Toyota Corolla,Standard,2019-03-11,Vancouver,2019-03-08,YVR International Airport,15:00,93
Toyota Prius,Standard,2019-03-11,Vancouver,2019-03-08,Pacific Central Station,15:00,84
Chevrolet Cruze,Standard,2019-03-11,Vancouver,2019-03-08,Pacific Central Station,14:00,90
Honda Accord,Standard,2019-03-11,Vancouver,2019-03-08,YVR International Airport,14:00,96
Hyundai Elantra,Standard,2019-03-11,Vancouver,2019-03-08,YVR International Airport,14:00,102
Nissan Altima,Standard,2019-03-11,Vancouver,2019-03-08,YVR International Airport,14:00,99
Nissan Sentra,Standard,2019-03-11,Vancouver,2019-03-08,Pacific Central Station,14:00,87
Toyota Corolla,Standard,2019-03-11,Vancouver,2019-03-08,YVR International Airport,14:00,93
Toyota Prius,Standard,2019-03-11,Vancouver,2019-03-08,Pacific Central Station,14:00,84
Chevrolet Bolt,Compact,2019-03-09,Vancouver,2019-03-08,YVR International Airport,14:00,31
Honda Fit,Compact,2019-03-09,Vancouver,2019-03-08,YVR International Airport,14:00,29
Kia Forte,Compact,2019-03-09,Vancouver,2019-03-08,Pacific Central Station,14:00,28
Mini Cooper,Compact,2019-03-09,Vancouver,2019-03-08,YVR International Airport,14:00,28
Volkswagen Golf,Compact,2019-03-09,Vancouver,2019-03-08,Pacific Central Station,14:00,25
Chevrolet Bolt,Compact,2019-03-09,,2019-03-08,YVR International Airport,14:00,31
Honda Accord,Standard,2019-03-09,Portland,2019-03-03,PDX International Airport,12:30,204
Nissan Sentra,Standard,2019-03-09,Portland,2019-03-03,Portland Bus Station,12:30,162
Toyota Corolla,Standard,2019-03-09,Portland,2019-03-03,Union Station,12:30,174
Toyota Prius,Standard,2019-03-09,Portland,2019-03-03,PDX International Airport,12:30,210
Honda Accord,Standard,2019-03-09,,2019-03-03,PDX International Airport,12:30,204
Ford Fusion,Standard,2019-03-06,Seattle,2019-03-05,King Street Station,17:00,30
Honda Civic,Standard,2019-03-06,Seattle,2019-03-05,Seattle-Tacoma International Airport,17:00,32
Hyundai Elantra,Standard,2019-03-06,Seattle,2019-03-05,King Street Station,17:00,25
Nissan Sentra,Standard,2019-03-06,Seattle,2019-03-05,Seattle-Tacoma International Airport,17:00,32
Toyota Prius,Standard,2019-03-06,Seattle,2019-03-05,Seattle-Tacoma International Airport,17:00,31
Nissan Rogue,Full-size,2019-03-06,Seattle,2019-03-05,Seattle-Tacoma International Airport,17:00,50
Subaru Forester,Full-size,2019-03-06,Seattle,2019-03-05,Seattle-Tacoma International Airport,17:00,43
Toyota RAV4,Full-size,2019-03-06,Seattle,2019-03-05,King Street Station,17:00,34
Nissan Rogue,Full-size,2019-03-06,Seattle,2019-03-02,Seattle-Tacoma International Airport,17:00,160
Subaru Forester,Full-size,2019-03-06,Seattle,2019-03-02,Seattle-Tacoma International Airport,17:00,168
Toyota RAV4,Full-size,2019-03-06,Seattle,2019-03-02,King Street Station,17:00,164
Subaru Forester,Full-size,2019-03-06,,2019-03-02,Seattle-Tacoma International Airport,17:00,168
Chevrolet Cruze,Standard,2019-03-11,Los Angeles,2019-03-10,Union Station,10:30,26
Honda Civic,Standard,2019-03-11,Los Angeles,2019-03-10,Union Station,10:30,28
Hyundai Elantra,Standard,2019-03-11,Los Angeles,2019-03-10,Union Station,10:30,32
Toyota Corolla,Standard,2019-03-11,Los Angeles,2019-03-10,Union Station,10:30,32
Chevrolet Cruze,Standard,2019-03-11,,2019-03-10,Union Station,10:30,26
Honda Accord,Standard,2019-03-03,Chicago,2019-03-01,O'Hare International Airport,12:30,62
Nissan Altima,Standard,2019-03-03,Chicago,2019-03-01,O'Hare International Airport,12:30,74
Toyota Prius,Standard,2019-03-03,Chicago,2019-03-01,O'Hare International Airport,12:30,68
Ford Fusion,Standard,2019-03-03,Chicago,2019-03-01,Chicago Union Station,13:00,60
Nissan Sentra,Standard,2019-03-03,Chicago,2019-03-01,Chicago Union Station,13:00,56
Honda Accord,Standard,2019-03-03,,2019-03-01,O'Hare International Airport,12:30,62
Chevrolet Cruze,Standard,2019-03-08,Philadelphia,2019-03-06,30th Street Station,10:30,64
Ford Fusion,Standard,2019-03-08,Philadelphia,2019-03-06,30th Street Station,10:30,58
Hyundai Elantra,Standard,2019-03-08,Philadelphia,2019-03-06,Intercity Terminal,10:30,62
Nissan Altima,Standard,2019-03-08,Philadelphia,2019-03-06,30th Street Station,10:30,52
Nissan Sentra,Standard,2019-03-08,Philadelphia,2019-03-06,30th Street Station,10:30,58
Toyota Corolla,Standard,2019-03-08,Philadelphia,2019-03-06,Intercity Terminal,10:30,60
Toyota Prius,Standard,2019-03-08,Philadelphia,2019-03-06,Intercity Terminal,10:30,54
Chevrolet Cruze,Standard,2019-03-08,,2019-03-06,30th Street Station,10:30,64
Chevrolet Cruze,Standard,2019-03-12,London,2019-03-10,Heathrow International Airport,16:30,64
Ford Escape,Full-size,2019-03-12,London,2019-03-10,Gatwick International Airport,16:30,86
Honda Accord,Standard,2019-03-12,London,2019-03-10,Gatwick International Airport,16:30,64
Honda Fit,Compact,2019-03-12,London,2019-03-10,Heathrow International Airport,16:30,66
Hyundai Elantra,Standard,2019-03-12,London,2019-03-10,Heathrow International Airport,16:30,72
Kia Forte,Compact,2019-03-12,London,2019-03-10,Heathrow International Airport,16:30,52
Nissan Altima,Standard,2019-03-12,London,2019-03-10,Heathrow International Airport,16:30,64
Nissan Leaf,Compact,2019-03-12,London,2019-03-10,Gatwick International Airport,16:30,62
Nissan Rogue,Full-size,2019-03-12,London,2019-03-10,Heathrow International Airport,16:30,98
Toyota Highlander,Full-size,2019-03-12,London,2019-03-10,Heathrow International Airport,16:30,84
Honda Accord,Standard,2019-03-12,,2019-03-10,Gatwick International Airport,16:30,64
Chevrolet Cruze,Standard,2019-03-09,Anaheim,2019-03-07,John Wayne Airport,09:00,72
Ford Fusion,Standard,2019-03-09,Anaheim,2019-03-07,John Wayne Airport,09:00,74
Honda Accord,Standard,2019-03-09,Anaheim,2019-03-07,John Wayne Airport,09:00,78
Nissan Altima,Standard,2019-03-09,Anaheim,2019-03-07,John Wayne Airport,09:00,66
Chevrolet Cruze,Standard,2019-03-09,,2019-03-07,John Wayne Airport,09:00,72
Ford Fusion,Standard,2019-03-13,Chicago,2019-03-08,Chicago Union Station,13:00,165
Nissan Sentra,Standard,2019-03-13,Chicago,2019-03-08,Chicago Union Station,13:00,160
Honda Accord,Standard,2019-03-13,Chicago,2019-03-08,O'Hare International Airport,12:30,170
Nissan Altima,Standard,2019-03-13,Chicago,2019-03-08,O'Hare International Airport,12:30,170
Toyota Prius,Standard,2019-03-13,Chicago,2019-03-08,O'Hare International Airport,12:30,190
Ford Fusion,Standard,2019-03-13,,2019-03-08,Chicago Union Station,13:00,165
Ford Fusion,Standard,2019-03-13,San Diego,2019-03-09,SAN International Airport,17:00,140
Honda Accord,Standard,2019-03-13,San Diego,2019-03-09,Santa Fe Depot,17:00,116
Honda Civic,Standard,2019-03-13,San Diego,2019-03-09,Santa Fe Depot,17:00,96
Hyundai Elantra,Standard,2019-03-13,San Diego,2019-03-09,SAN International Airport,17:00,128
Nissan Sentra,Standard,2019-03-13,San Diego,2019-03-09,Santa Fe Depot,17:00,140
Toyota Camry,Standard,2019-03-13,San Diego,2019-03-09,SAN International Airport,17:00,116
Ford Fusion,Standard,2019-03-13,,2019-03-09,SAN International Airport,17:00,140
Chevrolet Cruze,Standard,2019-03-10,Fresno,2019-03-06,Fresno Station,12:30,100
Honda Accord,Standard,2019-03-10,Fresno,2019-03-06,Fresno Station,12:30,132
Nissan Altima,Standard,2019-03-10,Fresno,2019-03-06,Fresno Yosemite International Airport,12:30,144
Nissan Sentra,Standard,2019-03-10,Fresno,2019-03-06,Fresno Yosemite International Airport,12:30,140
Toyota Camry,Standard,2019-03-10,Fresno,2019-03-06,Fresno Yosemite International Airport,12:30,148
Toyota Corolla,Standard,2019-03-10,Fresno,2019-03-06,Fresno Yosemite International Airport,12:30,112
Honda Accord,Standard,2019-03-10,,2019-03-06,Fresno Station,12:30,132
Chevrolet Cruze,Standard,2019-03-09,Anaheim,2019-03-07,John Wayne Airport,12:00,72
Ford Fusion,Standard,2019-03-09,Anaheim,2019-03-07,John Wayne Airport,12:00,74
Honda Accord,Standard,2019-03-09,Anaheim,2019-03-07,John Wayne Airport,12:00,78
Hyundai Elantra,Standard,2019-03-09,Anaheim,2019-03-07,Anaheim Intermodal Center,12:00,62
Nissan Altima,Standard,2019-03-09,Anaheim,2019-03-07,John Wayne Airport,12:00,66
Toyota Camry,Standard,2019-03-09,Anaheim,2019-03-07,Anaheim Intermodal Center,12:00,64
Honda Accord,Standard,2019-03-09,,2019-03-07,John Wayne Airport,12:00,78
Chevrolet Cruze,Standard,2019-03-06,Anaheim,2019-03-02,John Wayne Airport,15:00,124
Ford Fusion,Standard,2019-03-06,Anaheim,2019-03-02,John Wayne Airport,15:00,128
Honda Accord,Standard,2019-03-06,Anaheim,2019-03-02,John Wayne Airport,15:00,124
Hyundai Elantra,Standard,2019-03-06,Anaheim,2019-03-02,Anaheim Intermodal Center,15:00,112
Nissan Altima,Standard,2019-03-06,Anaheim,2019-03-02,John Wayne Airport,15:00,136
Toyota Camry,Standard,2019-03-06,Anaheim,2019-03-02,Anaheim Intermodal Center,15:00,128
Chevrolet Cruze,Standard,2019-03-06,,2019-03-02,John Wayne Airport,15:00,124
Hyundai Tucson,Full-size,2019-03-06,Phoenix,2019-03-05,Sky Harbor International Airport,20:00,42
Nissan Rogue,Full-size,2019-03-06,Phoenix,2019-03-05,Sky Harbor International Airport,20:00,46
Toyota RAV4,Full-size,2019-03-06,Phoenix,2019-03-05,Sky Harbor International Airport,20:00,39
Hyundai Tucson,Full-size,2019-03-06,,2019-03-05,Sky Harbor International Airport,20:00,42
Toyota Camry,Standard,2019-03-06,Sacramento,2019-03-05,Sacramento Valley Station,11:00,29
Toyota Corolla,Standard,2019-03-06,Sacramento,2019-03-05,Sacramento Valley Station,11:00,31
Chevrolet Bolt,Compact,2019-03-06,Paris,2019-03-05,Charles de Gaulle International Airport,11:00,29
Honda Fit,Compact,2019-03-06,Paris,2019-03-05,Charles de Gaulle International Airport,11:00,26
Mini Cooper,Compact,2019-03-06,Paris,2019-03-05,Charles de Gaulle International Airport,11:00,30
Nissan Leaf,Compact,2019-03-06,Paris,2019-03-05,Charles de Gaulle International Airport,11:00,29
Chevrolet Bolt,Compact,2019-03-06,,2019-03-05,Charles de Gaulle International Airport,11:00,29
Hyundai Elantra,Standard,2019-03-08,Philadelphia,2019-03-07,Intercity Terminal,19:30,35
Nissan Altima,Standard,2019-03-08,Philadelphia,2019-03-07,Intercity Terminal,19:30,29
Toyota Corolla,Standard,2019-03-08,Philadelphia,2019-03-07,Intercity Terminal,19:30,27
Toyota Prius,Standard,2019-03-08,Philadelphia,2019-03-07,Intercity Terminal,19:30,27
Nissan Altima,Standard,2019-03-08,,2019-03-07,Intercity Terminal,19:30,29
Hyundai Elantra,Standard,2019-03-08,Anaheim,2019-03-05,Anaheim Intermodal Center,10:00,93
Toyota Camry,Standard,2019-03-08,Anaheim,2019-03-05,Anaheim Intermodal Center,10:00,63
Chevrolet Cruze,Standard,2019-03-08,Anaheim,2019-03-05,John Wayne Airport,09:30,81
Ford Fusion,Standard,2019-03-08,Anaheim,2019-03-05,John Wayne Airport,09:30,102
Honda Accord,Standard,2019-03-08,Anaheim,2019-03-05,John Wayne Airport,09:30,93
Nissan Altima,Standard,2019-03-08,Anaheim,2019-03-05,John Wayne Airport,09:30,96
Hyundai Elantra,Standard,2019-03-08,,2019-03-05,Anaheim Intermodal Center,10:00,93
Chevrolet Cruze,Standard,2019-03-14,London,2019-03-11,Heathrow International Airport,09:00,105
Hyundai Elantra,Standard,2019-03-14,London,2019-03-11,Heathrow International Airport,09:00,102
Nissan Altima,Standard,2019-03-14,London,2019-03-11,Heathrow International Airport,09:00,93
Toyota Prius,Standard,2019-03-14,London,2019-03-11,Heathrow International Airport,09:00,111
Chevrolet Cruze,Standard,2019-03-14,,2019-03-11,Heathrow International Airport,09:00,105
Ford Fusion,Standard,2019-03-11,Los Angeles,2019-03-06,LAX International Airport,17:00,165
Honda Civic,Standard,2019-03-11,Los Angeles,2019-03-06,Union Station,17:00,150
Hyundai Elantra,Standard,2019-03-11,Los Angeles,2019-03-06,LAX International Airport,17:00,160
Toyota Camry,Standard,2019-03-11,Los Angeles,2019-03-06,LAX International Airport,17:00,185
Toyota Corolla,Standard,2019-03-11,Los Angeles,2019-03-06,LAX International Airport,17:00,175
Chevrolet Equinox,Full-size,2019-03-11,Los Angeles,2019-03-06,LAX International Airport,15:30,235
Jeep Cherokee,Full-size,2019-03-11,Los Angeles,2019-03-06,LAX International Airport,15:30,180
Subaru Forester,Full-size,2019-03-11,Los Angeles,2019-03-06,LAX International Airport,15:30,235
Toyota Highlander,Full-size,2019-03-11,Los Angeles,2019-03-06,Union Station,15:30,195
Toyota RAV4,Full-size,2019-03-11,Los Angeles,2019-03-06,Union Station,15:30,150
Chevrolet Equinox,Full-size,2019-03-11,,2019-03-06,LAX International Airport,15:30,235
Ford Fusion,Standard,2019-03-13,Chicago,2019-03-09,Chicago Union Station,14:00,108
Honda Accord,Standard,2019-03-13,Chicago,2019-03-09,O'Hare International Airport,14:00,136
Nissan Altima,Standard,2019-03-13,Chicago,2019-03-09,O'Hare International Airport,14:00,140
Nissan Sentra,Standard,2019-03-13,Chicago,2019-03-09,Chicago Union Station,14:00,108
Toyota Prius,Standard,2019-03-13,Chicago,2019-03-09,O'Hare International Airport,14:00,128
