address_of_location,category,city_of_event,date,event_location,event_name,subcategory,time,number_of_seats
29 East Allen Street,Music,Philadelphia,3/3/2019,The Fillmore Philadelphia,Lauv,Jazz,18:00,
29 East Allen Street 2nd Floor,Music,Philadelphia,3/3/2019,The Foundry,Lights,Electronica,20:30,
1200 Callowhill Street,Music,Philadelphia,3/3/2019,Underground Arts,The Melvins,Rock,18:00,
29 East Allen Street 2nd Floor,,Philadelphia,3/3/2019,The Foundry,Don Broco,,20:00,
Town Hall Parade,Music,London,3/1/2019,Electric Brixton,Wallows,Rock,19:00,
401 East Jefferson Street,,Phoenix,3/13/2019,Chase Field,Diamondbacks Vs Brewers,,18:00,
2891 University Avenue,,San Diego,3/13/2019,The Observatory North Park,Fidlar,,20:00,
"56-15 Northern Boulevard, Woodside",,New York,3/8/2019,La Boom,Americo,,20:00,
1517 21st Street,,Sacramento,3/9/2019,Holy Diver,Yunger,,20:00,
5500 Campanile Drive,,San Diego,3/14/2019,Cal Coast Credit Union Amphitheater,Jon Bellion,,19:30,
2367 Shattuck Avenue,Music,Berkeley,3/4/2019,Cornerstone Craft Beer & Live Music,Nattali Rize,Blues,19:30,
1 AMB Drive Northwest,,Atlanta,3/11/2019,Mercedes-Benz Stadium,Falcons Vs Jaguars,,18:00,
625 Nelson Road,Sports,Stanford,3/8/2019,Stanford Stadium,Cardinal Vs Ducks,American Football,20:00,
625 Nelson Road,,Stanford,3/8/2019,Stanford Stadium,Cardinal Vs Ducks,,20:00,
3 Bayview Avenue,Music,Belvedere,3/12/2019,St. Stephen's Episcopal Church,Chanticleer Concert,Classical,19:30,
3 Bayview Avenue,,Belvedere,3/12/2019,St. Stephen's Episcopal Church,Chanticleer Concert,,19:30,
1 Blue Jays Way,Sports,Toronto,3/4/2019,Rogers Centre,Blue Jays Vs Astros,Baseball,19:30,
1 Blue Jays Way,Sports,Toronto,3/4/2019,Rogers Centre,Blue Jays Vs Mariners,Baseball,18:30,
1 Blue Jays Way,Sports,Toronto,3/4/2019,Rogers Centre,Blue Jays Vs Rangers,Baseball,20:30,
1 Blue Jays Way,Sports,Toronto,3/4/2019,Rogers Centre,Blue Jays Vs Rays,Baseball,20:00,
1 Blue Jays Way,,Toronto,3/4/2019,Rogers Centre,Blue Jays Vs Astros,,19:30,
29 East Allen Street,,Philadelphia,3/12/2019,The Fillmore Philadelphia,Conan Gray,,20:00,
448 South Main Street,,Los Angeles,3/11/2019,Regent Theater DTLA,Jordan Rakei,,20:30,
100 Potomac Avenue Southwest,,Washington D.C.,3/3/2019,Audi Field,Dc United Vs Revolution,,18:00,
"2700 F Street Northwest, Washington, District of Columbia 20566, United States",,Washington D.C.,3/9/2019,Family Theater,Freestyle Love Supreme,,18:00,
1844 Southwest Morrison Street,,Portland,3/11/2019,Providence Park,Timbers Vs Dc United,,18:00,
"261 Driggs Avenue, Brooklyn",Music,New York,3/2/2019,Warsaw,Russian Circles,Rock,19:00,
"141 Prospect Park West, Brooklyn",Music,New York,3/2/2019,Prospect Park Bandshell,The National,Rock,18:00,
89 South Street,Music,New York,3/2/2019,Pier 17,The Struts,Rock,18:00,
"261 Driggs Avenue, Brooklyn",Music,New York,3/2/2019,Warsaw,Thee Oh Sees,Rock,18:30,
1100 Valley House Drive,Music,Rohnert Park,3/12/2019,SOMO Village Event Center,Billy Currington,Country,19:00,
1100 Valley House Drive,,Rohnert Park,3/12/2019,SOMO Village Event Center,Billy Currington,,19:00,
1 Lincoln Financial Field Way,Sports,Philadelphia,3/11/2019,Lincoln Financial Field,Eagles Vs Cowboys,American Football,19:00,
1 Lincoln Financial Field Way,Sports,Philadelphia,3/11/2019,Lincoln Financial Field,Owls Vs Bison,American Football,18:30,
1 Lincoln Financial Field Way,Sports,Philadelphia,3/11/2019,Lincoln Financial Field,Owls Vs Huskies,American Football,19:00,
1 Lincoln Financial Field Way,Sports,Philadelphia,3/11/2019,Lincoln Financial Field,Owls Vs Knights,American Football,19:00,
1 Citizens Bank Way,Sports,Philadelphia,3/11/2019,Citizens Bank Park,Phillies Vs Padres,Baseball,19:00,
1 Citizens Bank Way,Sports,Philadelphia,3/11/2019,Citizens Bank Park,Phillies Vs Pirates,Baseball,19:00,
1 Lincoln Financial Field Way,,Philadelphia,3/11/2019,Lincoln Financial Field,Eagles Vs Cowboys,,19:00,
1 Blue Jays Way,,Toronto,3/6/2019,Rogers Centre,Blue Jays Vs Rangers,,20:00,
201 Van Ness Avenue,Music,San Francisco,3/9/2019,San Francisco Symphony,Carmina Burana,Classical,18:30,
777 Valencia Street,Music,San Francisco,3/9/2019,The Chapel,Remo Drive,Pop,20:30,
3 Bayview Avenue,Music,Belvedere,3/11/2019,St. Stephen's Episcopal Church,Chanticleer Concert,Classical,20:00,
3 Bayview Avenue,,Belvedere,3/11/2019,St. Stephen's Episcopal Church,Chanticleer Concert,,20:00,
401 East Jefferson Street,Sports,Phoenix,3/12/2019,Chase Field,Diamondbacks Vs Orioles,Baseball,19:00,
401 East Jefferson Street,Sports,Phoenix,3/12/2019,Chase Field,Diamondbacks Vs Rockies,Baseball,19:00,
401 East Jefferson Street,,Phoenix,3/12/2019,Chase Field,Diamondbacks Vs Orioles,,19:00,
1 Blue Jays Way,Sports,Toronto,3/14/2019,Rogers Centre,Blue Jays Vs Braves,Baseball,20:00,
1 Blue Jays Way,Sports,Toronto,3/14/2019,Rogers Centre,Blue Jays Vs Indians,Baseball,19:00,
1 Blue Jays Way,Sports,Toronto,3/14/2019,Rogers Centre,Blue Jays Vs Orioles,Baseball,19:00,
1 Blue Jays Way,Sports,Toronto,3/14/2019,Rogers Centre,Blue Jays Vs Rangers,Baseball,18:30,
1 Blue Jays Way,Sports,Toronto,3/14/2019,Rogers Centre,Blue Jays Vs Yankees,Baseball,18:30,
1 Blue Jays Way,,Toronto,3/14/2019,Rogers Centre,Blue Jays Vs Braves,,20:00,
401 East Jefferson Street,,Phoenix,3/4/2019,Chase Field,Diamondbacks Vs Cardinals,,20:30,
123-01 Roosevelt Avenue,Sports,New York,3/12/2019,Citi Field,Mets Vs Braves,Baseball,20:00,
123-01 Roosevelt Avenue,Sports,New York,3/12/2019,Citi Field,Mets Vs Diamondbacks,Baseball,19:30,
123-01 Roosevelt Avenue,Sports,New York,3/12/2019,Citi Field,Mets Vs Dodgers,Baseball,20:30,
123-01 Roosevelt Avenue,Sports,New York,3/12/2019,Citi Field,Mets Vs Pirates,Baseball,18:00,
1 East 161 Street,Sports,New York,3/12/2019,Yankee Stadium,Nycfc Vs Dynamo,Baseball,18:30,
1 East 161 Street,Sports,New York,3/12/2019,Yankee Stadium,Nycfc Vs Timbers,Baseball,18:30,
1 East 161 Street,Sports,New York,3/12/2019,Yankee Stadium,Revolution Vs Nycfc,Baseball,20:00,
1 East 161 Street,Sports,New York,3/12/2019,Yankee Stadium,Yankees Vs Angels,Baseball,18:00,
1 East 161 Street,Sports,New York,3/12/2019,Yankee Stadium,Yankees Vs Orioles,Baseball,18:00,
123-01 Roosevelt Avenue,,New York,3/12/2019,Citi Field,Mets Vs Braves,,20:00,
123-01 Roosevelt Avenue,,New York,3/10/2019,Citi Field,Mets Vs Diamondbacks,,19:00,
2000 East Gene Autry Way,Sports,Anaheim,3/8/2019,Angel Stadium of Anaheim,Angels Vs Mariners,Baseball,20:30,
2000 East Gene Autry Way,Sports,Anaheim,3/8/2019,Angel Stadium of Anaheim,Angels Vs Red Sox,Baseball,18:00,
2000 East Gene Autry Way,Sports,Anaheim,3/8/2019,Angel Stadium of Anaheim,Angels Vs Tigers,Baseball,19:00,
2000 East Gene Autry Way,Sports,Anaheim,3/8/2019,Angel Stadium of Anaheim,Angels Vs White Sox,Baseball,20:00,
5500 Campanile Drive,,San Diego,3/7/2019,Cal Coast Credit Union Amphitheater,Greta Van Fleet,,19:00,
"52-19 Flushing Avenue, Maspeth",,New York,3/7/2019,Knockdown Center,Blowout Music Festival,,19:00,
"740 Water Street Southwest, Washington, District of Columbia 20024, United States",,Washington D.C.,3/11/2019,Union Stage,Carbon Leaf,,19:00,
1280 Peachtree Street Northeast,Music,Atlanta,3/7/2019,Atlanta Symphony Orchestra,Kirk Franklin,Christian,19:30,
1280 Peachtree Street Northeast,,Atlanta,3/7/2019,Atlanta Symphony Orchestra,Kirk Franklin,,19:30,
2000 East Gene Autry Way,,Anaheim,3/6/2019,Angel Stadium of Anaheim,Angels Vs Astros,,19:30,
5500 Campanile Drive,Music,San Diego,3/2/2019,Cal Coast Credit Union Amphitheater,Zz Top,Blues,18:00,
5500 Campanile Drive,,San Diego,3/2/2019,Cal Coast Credit Union Amphitheater,Zz Top,,18:00,
1600 Garden Highway,,Sacramento,3/10/2019,Discovery Park,Aftershock Festival,,19:30,
2000 East Gene Autry Way,Sports,Anaheim,3/4/2019,Angel Stadium of Anaheim,Angels Vs Mariners,Baseball,20:00,
2000 East Gene Autry Way,Sports,Anaheim,3/4/2019,Angel Stadium of Anaheim,La Angels Vs Houston,Baseball,20:30,
2000 East Gene Autry Way,,Anaheim,3/8/2019,Angel Stadium of Anaheim,Angels Vs Red Sox,,18:00,
235 West 46th Street,Music,New York,3/3/2019,Sony Hall,Panteon Rococo,Rock,18:30,
89 South Street,Music,New York,3/3/2019,Pier 17,Squeeze,Rock,18:30,
"141 Prospect Park West, Brooklyn",Music,New York,3/3/2019,Prospect Park Bandshell,The National,Rock,18:30,
"261 Driggs Avenue, Brooklyn",Music,New York,3/3/2019,Warsaw,Thee Oh Sees,Rock,18:00,
89 South Street,,New York,3/3/2019,Pier 17,Squeeze,,18:30,
"740 Water Street Southwest, Washington, District of Columbia 20024, United States",Music,Washington D.C.,3/5/2019,Union Stage,Carbon Leaf,Blues,20:00,
3870 Montlake Boulevard Northeast,Sports,Seattle,3/1/2019,Alaska Airlines Arena,Seattle Vs Atlanta,Basketball,20:30,
401 East Jefferson Street,Sports,Phoenix,3/2/2019,Chase Field,Diamondbacks Vs Brewers,Baseball,18:00,
401 East Jefferson Street,Sports,Phoenix,3/2/2019,Chase Field,Diamondbacks Vs Cardinals,Baseball,20:00,
401 East Jefferson Street,Sports,Phoenix,3/2/2019,Chase Field,Diamondbacks Vs Dodgers,Baseball,20:30,
401 East Jefferson Street,Sports,Phoenix,3/2/2019,Chase Field,Diamondbacks Vs Giants,Baseball,18:00,
1060 West Addison Street,Sports,Chicago,3/4/2019,Wrigley Field,Cubs Vs Padres,Baseball,20:00,
401 West Van Buren Street,Music,Phoenix,3/12/2019,The Van Buren,Tash Sultana,Rock,19:30,
130 North Central Avenue,Music,Phoenix,3/12/2019,Valley Bar,The Chats,Rock,20:30,
1 AMB Drive Northwest,Sports,Atlanta,3/4/2019,Mercedes-Benz Stadium,United Vs Earthquakes,Football,20:30,
1 AMB Drive Northwest,Sports,Atlanta,3/4/2019,Mercedes-Benz Stadium,United Vs Red Bulls,Football,20:30,
177 North Avenue Northwest,Sports,Atlanta,3/4/2019,Bobby Dodd Stadium at Historic Grant Field,Yellow Jackets Vs Bulls,American Football,20:00,
177 North Avenue Northwest,Sports,Atlanta,3/4/2019,Bobby Dodd Stadium at Historic Grant Field,Yellow Jackets Vs Wolfpack,American Football,18:30,
2400 East Capitol Street Southeast,Sports,Washington D.C.,3/8/2019,RFK Stadium,El Salvador Vs Haiti,Football,18:00,
1250 1st Avenue South,,Seattle,3/6/2019,T-Mobile Park,Mariners Vs Rays,,20:00,
1 Lincoln Financial Field Way,,Philadelphia,3/7/2019,Lincoln Financial Field,Owls Vs Tigers,,19:00,
1000 Vin Scully Ave,,Los Angeles,3/8/2019,Dodger Stadium,Dodgers Vs Marlins,,19:30,
2901 East Hastings Street,,Vancouver,3/10/2019,PNE Amphitheatre,Zz Top,,20:00,
2901 East Hastings Street,,Vancouver,3/14/2019,PNE Amphitheatre,Styx,,18:00,
400 East Shoreline Drive,,Long Beach,3/3/2019,Rainbow Lagoon Park,Long Beach Jazz Festival,,19:30,
333 West 35th Street,,Chicago,3/11/2019,Guaranteed Rate Field,White Sox Vs Astros,,18:00,
1250 1st Avenue South,,Seattle,3/4/2019,T-Mobile Park,Seattle Vs La Angels,,20:00,
1 Lincoln Financial Field Way,,Philadelphia,3/7/2019,Lincoln Financial Field,Owls Vs Yellow Jackets,,19:30,
1145 Coleman Avenue,,San Jose,3/5/2019,Avaya Stadium,Cruz Azul Vs Atlas,,19:00,
"Peter Jay Sharp Building, 30 Lafayette Avenue, Brooklyn",,New York,3/3/2019,BAM Howard Gilman Opera House,Madonna Brooklyn,,20:00,
2891 University Avenue,,San Diego,3/13/2019,The Observatory North Park,Tuxedo,,18:00,
420 Mason Street,,San Francisco,3/11/2019,August Hall,Matt Corby,,19:00,
Kennington Oval,,London,3/2/2019,The Oval,India Vs Australia,,19:30,
755 Hank Aaron Drive Southeast,,Atlanta,3/6/2019,Georgia State Stadium,Panthers Vs Paladins,,19:30,
29 East Allen Street 2nd Floor,,Philadelphia,3/12/2019,The Foundry,Lights,,18:00,
3939 South Figueroa Street,,Los Angeles,3/4/2019,Banc of California Stadium,Lafc Vs Atlanta United,,19:30,
1016-1098 North Center Court Street,,Portland,3/7/2019,Theater Of The Clouds,Hozier,,18:00,
29 East Allen Street 2nd Floor,,Philadelphia,3/3/2019,The Foundry,Lights,,20:30,
3939 South Figueroa Street,,Los Angeles,3/8/2019,Banc of California Stadium,Lafc Vs Rapids,,20:00,
333 West 35th Street,,Chicago,3/6/2019,Guaranteed Rate Field,White Sox Vs Twins,,20:00,
3911 Figueroa Street,,Los Angeles,3/4/2019,LA Memorial Coliseum,Usc Vs Utah,,20:30,
1000 Vin Scully Ave,,Los Angeles,3/2/2019,Dodger Stadium,Dodgers Vs Diamondbacks,,20:00,
"141 Prospect Park West, Brooklyn",,New York,3/3/2019,Prospect Park Bandshell,The National,,18:30,
235 West 46th Street,,New York,3/13/2019,Sony Hall,Panteon Rococo,,20:30,
448 South Main Street,,Los Angeles,3/13/2019,Regent Theater DTLA,The Acid,,19:30,
123-01 Roosevelt Avenue,,New York,3/9/2019,Citi Field,Mets Vs Indians,,20:00,
2901 East Hastings Street,,Vancouver,3/2/2019,PNE Amphitheatre,Colin James,,19:00,
3608 33rd Street,,New York,3/11/2019,Melrose Ballroom,Esscalation Music Festival,,18:30,
177 North Avenue Northwest,,Atlanta,3/11/2019,Bobby Dodd Stadium at Historic Grant Field,Yellow Jackets Vs Wolfpack,,20:00,
1517 21st Street,,Sacramento,3/4/2019,Holy Diver,Yunger,,19:00,
1145 Coleman Avenue,,San Jose,3/1/2019,Avaya Stadium,Cruz Azul Vs Atlas,,19:00,
1 AMB Drive Northwest,,Atlanta,3/7/2019,Mercedes-Benz Stadium,Falcons Vs Jaguars,,20:30,
1 AMB Drive Northwest,,Atlanta,3/2/2019,Mercedes-Benz Stadium,Falcons Vs Rams,,19:30,
2000 East Gene Autry Way,,Anaheim,3/9/2019,Angel Stadium of Anaheim,Angels Vs Tigers,,19:30,
1530 Disneyland Monrail System,,Anaheim,3/6/2019,Crossroads at House of Blues Anaheim,Brown Sabbath,,20:00,
1 Citizens Bank Way,,Philadelphia,3/1/2019,Citizens Bank Park,Phillies Vs Braves,,19:30,
1 East 161 Street,,New York,3/2/2019,Yankee Stadium,Yankees Vs Angels,,18:00,
100 Park Boulevard,,San Diego,3/13/2019,Petco Park,Padres Vs Diamondbacks,,20:00,
1111 Southwest Broadway,Music,Portland,3/12/2019,Newmark Theatre,Erica Fernandez,Pop,19:00,
1016-1098 North Center Court Street,Music,Portland,3/12/2019,Theater Of The Clouds,Hozier,Blues,20:00,
1016-1098 North Center Court Street,Music,Portland,3/12/2019,Theater Of The Clouds,Rob Thomas,Rock,20:30,
1111 Southwest Broadway,,Portland,3/12/2019,Newmark Theatre,Erica Fernandez,,19:00,
3911 Figueroa Street,Sports,Los Angeles,3/6/2019,LA Memorial Coliseum,Usc Vs Utah,American Football,20:30,
3911 Figueroa Street,,Los Angeles,3/6/2019,LA Memorial Coliseum,Usc Vs Utah,,20:30,
1 Lincoln Financial Field Way,,Philadelphia,3/12/2019,Lincoln Financial Field,Eagles Vs Cowboys,,18:00,
"52-19 Flushing Avenue, Maspeth",,New York,3/4/2019,Knockdown Center,Blowout Music Festival,,19:00,
448 South Main Street,Music,Los Angeles,3/12/2019,Regent Theater DTLA,Jordan Rakei,Jazz,20:30,
448 South Main Street,Music,Los Angeles,3/12/2019,Regent Theater DTLA,Starset,Rock,20:30,
448 South Main Street,,Los Angeles,3/12/2019,Regent Theater DTLA,Jordan Rakei,,20:30,
2891 University Avenue,,San Diego,3/4/2019,The Observatory North Park,Tuxedo,,19:00,
1250 1st Avenue South,,Seattle,3/10/2019,T-Mobile Park,Mariners Vs Angels,,20:30,
"1 Tennis Place, Forest Hills",,New York,3/14/2019,Forest Hills Stadium,Jethro Tull,,18:30,
89 South Street,,New York,3/10/2019,Pier 17,Blackbear,,18:00,
1844 Southwest Morrison Street,,Portland,3/13/2019,Providence Park,Portland Thorns Vs Houston,,20:30,
1 AMB Drive Northwest,Sports,Atlanta,3/13/2019,Mercedes-Benz Stadium,Falcons Vs Jaguars,American Football,20:00,
177 North Avenue Northwest,Sports,Atlanta,3/13/2019,Bobby Dodd Stadium at Historic Grant Field,Yellow Jackets Vs Bulldogs,American Football,20:30,
177 North Avenue Northwest,Sports,Atlanta,3/13/2019,Bobby Dodd Stadium at Historic Grant Field,Yellow Jackets Vs Bulls,American Football,19:00,
177 North Avenue Northwest,Sports,Atlanta,3/13/2019,Bobby Dodd Stadium at Historic Grant Field,Yellow Jackets Vs Wolfpack,American Football,20:00,
420 Mason Street,,San Francisco,3/13/2019,August Hall,Electric Feels,,19:00,
29 East Allen Street 2nd Floor,,Philadelphia,3/6/2019,The Foundry,The Lemonheads,,20:30,
29 East Allen Street,,Philadelphia,3/13/2019,The Fillmore Philadelphia,Conan Gray,,19:30,
"Peter Jay Sharp Building, 30 Lafayette Avenue, Brooklyn",,New York,3/12/2019,BAM Howard Gilman Opera House,Madonna Brooklyn,,19:00,
800 Occidental Avenue South,,Seattle,3/8/2019,CenturyLink Field,Sounders Vs Timbers,,20:00,
2891 University Avenue,,San Diego,3/9/2019,The Observatory North Park,Local Natives,,20:30,
3911 Figueroa Street,,Los Angeles,3/10/2019,LA Memorial Coliseum,Rams Vs Cardinals,,20:30,
881 7th Avenue,,New York,3/4/2019,Stern Auditorium / Perelman Stage,Joe Hisaishi,,19:30,
881 7th Avenue,,New York,3/3/2019,Stern Auditorium / Perelman Stage,Joe Hisaishi,,20:00,
123-01 Roosevelt Avenue,,New York,3/5/2019,Citi Field,Mets Vs Diamondbacks,,19:30,
123-01 Roosevelt Avenue,,New York,3/12/2019,Citi Field,Mets Vs Pirates,,18:00,
3800 Montlake Boulevard Northeast,,Seattle,3/10/2019,Husky Stadium,Huskies Vs Warriors,,20:30,
1517 21st Street,,Sacramento,3/13/2019,Holy Diver,Yunger,,18:00,
5970 Santa Monica Boulevard,,Los Angeles,3/3/2019,Masonic Lodge at Hollywood Forever,Jordan Rakei,,20:30,
858 North Broad Street,,Philadelphia,3/7/2019,The Met Philadelphia,Toto,,18:00,
1 Citizens Bank Way,,Philadelphia,3/4/2019,Citizens Bank Park,Phillies Vs Pirates,,18:00,
1234 West 7th Street,,Los Angeles,3/6/2019,The Teragram Ballroom,Lights,,18:00,
3911 Figueroa Street,,Los Angeles,3/11/2019,LA Memorial Coliseum,Trojans Vs Bulldogs,,18:00,
89 South Street,,New York,3/8/2019,Pier 17,Ben Harper,,20:00,
1234 West 7th Street,,Los Angeles,3/2/2019,The Teragram Ballroom,Girl In Red,,20:30,
100 Park Boulevard,,San Diego,3/4/2019,Petco Park,Padres Vs Brewers,,19:00,
235 West 46th Street,,New York,3/4/2019,Sony Hall,Buddy Guy,,19:00,
777 Pacific Boulevard,,Vancouver,3/10/2019,BC Place,Whitecaps Vs Kansas City,,19:00,
1844 Southwest Morrison Street,,Portland,3/14/2019,Providence Park,Timbers Vs Earthquakes,,19:30,
1 Citizens Bank Way,,Philadelphia,3/4/2019,Citizens Bank Park,Phillies Vs Diamondbacks,,19:00,
1 East 161 Street,,New York,3/4/2019,Yankee Stadium,Nycfc Vs Dynamo,,18:30,
29 East Allen Street,,Philadelphia,3/6/2019,The Fillmore Philadelphia,Nav With Killy,,20:00,
1234 West 7th Street,,Los Angeles,3/8/2019,The Teragram Ballroom,Girl In Red,,20:30,
1720 East 16th Street,,Los Angeles,3/2/2019,1720(tm),Spose,,19:00,
3090 Polk Avenue,,San Diego,3/2/2019,The Irenic,Pup,,19:00,
5500 Campanile Drive,,San Diego,3/10/2019,Cal Coast Credit Union Amphitheater,Prettymuch,,19:30,
3800 Montlake Boulevard Northeast,,Seattle,3/7/2019,Husky Stadium,Huskies Vs Warriors,,20:00,
"1 Tennis Place, Forest Hills",,New York,3/13/2019,Forest Hills Stadium,Jojo Siwa,,18:30,
2891 University Avenue,Music,San Diego,3/11/2019,The Observatory North Park,Through The Roots,International,18:30,
3911 Figueroa Street,,Los Angeles,3/5/2019,LA Memorial Coliseum,Usc Vs Oregon,,20:30,
1422 Southwest 11th Avenue,Music,Portland,3/4/2019,The Old Church Concert Hall,Damien Jurado,Blues,18:00,
1422 Southwest 11th Avenue,,Portland,3/4/2019,The Old Church Concert Hall,Damien Jurado,,18:00,
3635 North Clark Street,Music,Chicago,3/6/2019,Gallagher Way,Billy Currington,Country,20:00,
3635 North Clark Street,,Chicago,3/6/2019,Gallagher Way,Billy Currington,,20:00,
1100 Valley House Drive,Music,Rohnert Park,3/8/2019,SOMO Village Event Center,Aaron Lewis,Country,18:30,
1100 Valley House Drive,,Rohnert Park,3/8/2019,SOMO Village Event Center,Aaron Lewis,,18:30,
319 Main Street,,Vancouver,3/10/2019,Imperial Vancouver,Last Dinosaurs,,19:30,
401 West Van Buren Street,,Phoenix,3/9/2019,The Van Buren,The Band Camino,,18:30,
178 Junction Road,Music,London,3/4/2019,Boston Music Room,Crystal Lake,Rock,20:00,
178 Junction Road,,London,3/4/2019,Boston Music Room,Crystal Lake,,20:00,
1 Blue Jays Way,,Toronto,3/2/2019,Rogers Centre,Blue Jays Vs Astros,,19:00,
3180 Peachtree Road Northeast,,Atlanta,3/5/2019,Peachtree Road United Methodist Church,Atlanta Summer Organ Festival,,20:30,
3180 Peachtree Road Northeast,Music,Atlanta,3/13/2019,Peachtree Road United Methodist Church,Atlanta Summer Organ Festival,Classical,20:30,
1060 West Addison Street,,Chicago,3/4/2019,Wrigley Field,Cubs Vs Giants,,20:30,
1030 Main Street,Music,Napa,3/10/2019,Blue Note Napa,Mandy Harvey,Jazz,18:00,
1030 Main Street,Music,Napa,3/10/2019,Blue Note Napa,Roy Ayers,Jazz,20:00,
1030 Main Street,,Napa,3/11/2019,Blue Note Napa,Acoustic Alchemy,,18:00,
1030 Main Street,Music,Napa,3/12/2019,Blue Note Napa,Jon B,Blues,18:00,
1030 Main Street,Music,Napa,3/12/2019,Blue Note Napa,Water Seed,Blues,18:30,
1030 Main Street,,Napa,3/12/2019,Blue Note Napa,Jon B,,18:00,
